SMILE,QED
CNC(=O)C1=NCc2ccc(cc2S(=O)(=O)NC=CC=CCF)CN=C1N,0.6106242123638663
CNC(=O)C1=NC(=CS(=O)(=O)NCC=CC=CCF)C1C=CCl,0.6404367288041718
CNC(=O)P-1=NC(=CN)c2ccc(Cl)c(c2)S(F)=C1N,0.5442077780262001
CNC(=O)c1nc(OC2=C=C(Cl)C(S(=O)(=O)Nc3cccc(F)c3F)=C2)cnc1N,0.5665951990791407
CNC1C(CN=NO)=NCc2ccc(Cl)c(S(=O)(=O)c3cccc(F)c3F)c21,0.561368422742828
CNC1c2nc(cnc2N)C=CC=C(Cl)C(=O)S2(=O)(F)NC1C=C2F,0.6261161429084248
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)NC=CC=CCF)c2)cnc1N,0.5824650165359716
Cc1c(F)cccc1NS(=O)(=O)c1cc(Br)ccc1Cl,0.86280240152715
CNCc1nc2cnc1NC=C(S(=O)(=O)Nc1cccc(F)c1C)C(Cl)C=C2,0.6396986976600497
C=C(C(Cl)=CC=C1N=C(C=O)CN=NC1C)S(=O)(=O)Nc1cccc(F)c1C,0.5532586350476001
CNC(=O)C1=NC(=CC=CC(Cl)S(=O)(=O)N2CC(C)=C(C)CC2C)CN=C1N,0.5075955545509079
CNC(=O)C1=NC(=CC=C(Cl)CS(=O)(=O)Nc2cccc(F)c2C)CN=S-1N,0.6131585410132719
B-C1=NC(=CC2=CCC(S(=O)(=O)Nc3cccc(F)c3C)=C2)N=C(C(=O)NC)N1,0.6140131646851503
Cc1c(F)cccc1NS(=O)(=O)C1=CCc2ncc(nc2C(N)CN)CC=C1Cl,0.6594415618303502
CC=C1CC(Cl)C2=NC3=CN=C(N)CC(=O)N2C(=CC3=CC)S(=O)(=O)N1,0.6033093698726066
OC1=CC=CCCC2=NC=NNC2=CC2=C(CCCC2)CCC1,0.6815378284097259
NC1N=CN=CN(C=C2C=CP-C=C2O)CCC2=C1CCCC2,0.5715084041093117
CCC1=C(C(=O)N(CC(C)=C=C=CCCOC)c2cc(N)ncn2)CC1,0.5726402116234377
Cc1ccc(O)cc1-n1c(=O)c2c(c3cncnc31)C(N)CCC2,0.7155728773491624
Cc1ccc(O)cc1N(C(=O)C1=CCCCC1)c1cc(N)ncn1,0.9039302892671615
CC1CCCC2=C1C(=O)C1=CC(O)(C=C1)Nc1ncnc(N)c12,0.6753919116176187
CCCCC1=CC(=O)N2C(=NC=NC(C)=C3C=CC2CO3)P-1,0.7508124372866761
CCC=C(O)C=Cn1c(=O)c2c(c3c(N)ccnc31)CCCC2,0.6735892743388744
N=CN=C1CON2CC=CC=C=NC1=CC1=CCCCC1C2=O,0.5951513763536634
CC=CC=C(O)CN1c2ncnc(N)c2C2=CC1CCC2,0.659133507145857
Cc1ccc(O)cc1-n1c(=O)c2c(c3c1=NC-NC=3N)CCCC2,0.6848360759593989
CC1=C2C(=O)N(c3cc(O)ccc3C)N3C=NC(N)=CC23C1,0.8237742388150419
C1=Nc2c3c4nn2CC=CC=C(C=CC=CC=C4)CNC=13,0.7901351840421992
FC1=Nc2c1c(-c1ccccc1)nn2C=C1C=CC=C=P1,0.7637801726700969
Nc1ncnc2c1c(-c1ccccc1)nn2CC=CC=C=O,0.5867210757281128
CC=CCc1nn2c3ncnc(c13)NC(C)=CC=CC2,0.8500382380377952
CON1CC2=NC=NCN(N=C3c4ccccc4C31)N2,0.8080703250136987
C1=NC2C(=N1)CC(c1ccccc1)=NN2c1ccccc1,0.8291112399879298
C1=Nn2cc(c(-c3ccccc3)n2)C(Nc2ccccc2)=N1,0.7865056032247356
C=CC=CC=C=CC1=NN(Nc2ccccc2)CN=C(N)CC1,0.6480996412362056
CC1=CC=CCc2nn(c3c2C(C)=NC=S-3)C=CC=C1,0.5740123413486302
Cc1c2c(nn1-c1ccccc1)C=CCC=CN=CN=C2N,0.8774162808888223
N=CC1C=CC=CC=Cn2cc1c(-c1ccccc1)n2,0.8188502236914056
C=C1C=CC=CP-2=CC3C(N)=NC=NC-3N2CCC=CC1,0.5519615636495071
Nc1ncnc2c1c(-c1ccccc1)nn2-c1ccccc1,0.6148647558317336
C1=CC2C(=C1)c1ncnc3c1c2nn3-c1ccccc1,0.6737702855299605
C-1=C2N=NC(c3ccccc3)C2C(Nc2ccccc2)=NC1,0.8834289628582057
c1ccc(Nc2ncnc3nsc(Nc4ccccc4)c23)cc1,0.5765596113181133
C#CC=CC=CN1NNC(Nc2ccccc2)=C2CN=CN=C21,0.5859365891383643
NC1C(c2ccccc2)=NC=NC=NN1Nc1ccccc1,0.9087259934248315
ClC1C=CCN(C23NN=CN=CN2C3Nc2ccccc2)C1,0.5033385492045954
NNC1=CN(c2cccc(Cl)c2)C(Nc2ccccc2)=NC1,0.6019396498891345
CC1=CC=CCN1C1=NN=CN2CPCC=CC=CN=NCC12,0.6420283516401002
Clc1cccc(NC2=c3c(Nc4ccccc4)ncnc3=N2)c1,0.7753137936617716
ClC1=CC=CCN1C1=NN=CN=CCC=CC=CCN1,0.6963890689085239
ClC1=CC=CC(N2C=NC=NC=NNC2)c2ccccc2C1,0.8664932962164535
Clc1cccc(NC2=CC3C=CC=CC=NC=NC=NN2N-3)c1,0.8778987469778753
ClCCC=CCNc1c2cnn1N=CN=C2N1C=CC=CC1,0.670189765516568
Clc1cccc(NC2=CN(c3cccc(Cl)c3)C=NC=NNN2)c1,0.778466949330877
N=CN=C1C=C=NNCCC=CC(Cl)=Cc2c(Cl)cccc2N1,0.5296280201846646
Clc1cccc(NCN2B-N=C3N=CN=C(Nc4cccc(Cl)c4)C32)c1,0.7948136995327444
Clc1cccc(NC2N3C=NC=NNC23c2cccc(Cl)c2)c1,0.8370606116134219
ClC1=CC#CCC(Br)=CC=CCN=NC=NC=NNC=CNC=C1,0.5969381274499957
NC(=CCNc1cccc(Br)c1)NC1C=CC=C(Cl)O1,0.7578452142476315
ClC1=CC=CN(c2cc3ncnc(n2)-c2c(Br)cccc2-n-3)C1,0.6789630224617401
S-C1C=CC=CC1=C=Nc1cc(NC2=COC=CC(Cl)=C2)ncn1,0.6333349062914152
CC1=CC=NCC=C=NNCC=C(Cl)CN=CN=C(N)C1,0.7124894114565947
Cc1cccc(NC2=NC=NC3=NNCc4cccc(Cl)c4C32)c1,0.8330887347134058
C=C(Cl)C=CC=CNC1CC=CCNC=NC=NC=NN1,0.5481722196859317
Clc1cccc(C2=CC3=NC=NC(=N2)CC2=B-C=CC(=C2)N3)c1,0.8589420900506811
Cc1ccc2c(c1)C1C=NC3=NN(N)N(C#CC=CC(Cl)=C2)C3=C1,0.5856218022661216
CC1C=C(N)C=CN1C1C=NC(=NN)C-C1=CNc1cccc(Cl)c1,0.5732469919792573
C=CC(Cl)C1=NC=NC2(CC)c3c(ccc(OC)c32)NC=C1,0.6770538305063452
COCC=CC1=CCNc2c3cncnc3nn2N(C=CCl)CC=C1,0.9056333165854874
COc1ccc2c(c1)N(Nc1cccc(Cl)c1)C=NC=NNCN2,0.7974603554982886
C=C(Cl)NC=C1C(=NB-N)N=CN=C1Nc1ccccc1,0.5791707706399319
C=C=C1C=CCNC2NN=C2N=CN=C(Nc2ccbc(Cl)c2)CO1,0.6691834877112419
C=C(Cl)NC=C1C(=N)N=CN=C1NNc1ccccc1,0.5061020664818311
C=C1C=CC2=C1C(P)CC=CNC=NC=NC=NNCC-2,0.6734334557731365
Oc1ccc(C2NN=C3N=CNc4cc(Cl)cc(c4)NC32)cc1,0.6489323162718063
OC1=CCC2(CC=C1)CCN(c1cccc(Cl)c1)NC2,0.8249157901202954
OC1=CCn2nc3ncnc(Nc4cccc(Cl)c4)c3c2NNC=C1,0.5600848859278756
COc1cccc(-n2cc3c(Nc4cccc(Cl)c4)ncnc3n2)c1,0.5959768637299009
COC1=CCC=CN1C1NN=C2CC(C)C=CC=CNC1=NC=N2,0.8145319501582978
COCC=C1CNN=C2N=CC2=CC=C1Nc1cccc(Cl)c1,0.8924049186228322
CC1C=CN2COCC=CC(=NC2=NPN)C(N)C=CC=CN1,0.6211201503920536
COc1cccc2c1C1C(Nc3cccc(Cl)c3)=NC=NC1N(N)C(C)N2,0.6916115052824043
Cc1cccc(N2CN=CC2C(=NNN)c2ccccc2Cl)c1,0.5153022186070071
COc1cccc(NC2=S-3C(=NN2)N=CN3Nc2cccc(Cl)c2)c1,0.7161361661800147
COC1=CC=CCNC2C(CN=CN3CC=C(Cl)CC3)=NN12,0.6294276794202006
CN=C1N=CN=C(Nc2cccc(Cl)c2)C1=Cc1cccc(CN)c1,0.8828829118038721
COc1cccc(NC2=CC3(c4cccc(Cl)c4)NC=NC3=N2)c1,0.8960821987721245
COc1cccc(N2NN=C3N=CNC(NC4=CCSC(Cl)=C4)=C32)c1,0.7514155987118362
C=CC(Cl)=CC1=C=NC(NCNc2ccccc2)CCN1,0.5592904412881639
Oc1cccc(NC2=C(c3cccc(Cl)c3)NC=NN2)c1,0.7034127228126922
CC1C(O)=CC=CN1C12N=CN=CN=CNc3cccc(c31)N2,0.743493028186116
Clc1cccc(Nc2c#b-n(CNC3=C=COC=CC3)ncncn2)c1,0.7935558267117268
ClC1=COc2cccc(c2)NCNC2CCC(=CC=C1)C=N2,0.7653645366080797
Oc1cccc(N2CN3N=CC=CC(Cl)=CCNCBC2N3)c1,0.6681452406401552
C=C1C=CC=C(O)C(Nc2cccc(Cl)c2)=NC=NC=NNCN1,0.6298959107711737
N=CC(C1C=NCN1C1C=CC=C(O)P1)N1C=C(Cl)C=CC1N,0.5330948094811323
CC(C)(C)OC(=O)Nc1ccc(NN2NN=C3N=CN=C(Nc4cccc(Cl)c4)C32)cc1,0.5532901659495054
O=C(NC1=CCC2=NNC(NC=C1)C(Nc1cccc(Cl)c1)=NC=N2)OCBr,0.5119432752883418
CC(C)(C)OC(=O)Nc1ccc(N2C=CCNC2=NNNc2cccc(Cl)c2)cc1,0.5241870503382733
CCC(C)(C)OC(=O)C1=CC(N2C=C3C4=NC=NC3(C=C(Cl)C=CC=CN4)N2C)C1,0.6961970093994411
CCC1B(C)OC(=O)NC2=C=CNC3=NC=NC(C3NCC=C2)N1CC,0.5046079998659206
NN1C2N=CN=C(c3cccc(Cl)c3)C2=C2C3C=C3C21,0.6319401925719893
CC(C)OC(=O)NC1=CCN2N=C(C=CC1)NC2=C1CN=CN=C1Nc1cccc(Cl)c1,0.6484795293562723
CC(C)(C)OC(=O)NC1=CCN2N=C(C=C1)NC2=C1CN=CN=C1Nc1cccc(Cl)c1,0.6344943162574269
CC(C)OC(=O)NCC12CC=C1N(C)C1N=C3N=C(NC=CC3C)C1=CN2,0.6996915476009183
