SMILES,0,1,2,3,4,5,6,7,SR-ATAD5
Cc1cccc(C)c1OCC(C)N.Cl,-0.4786243355409404,-0.23518849158419014,0.3047331916363017,-0.1499015248057422,0.33353585966449945,0.0440398617700509,0.5235647256226194,1.1941498675861433,0.0
CCCCCCCCCCCC(=O)NCCCN(C)C,-0.17652046658267714,-2.1028795770533373,1.6672028994123504,0.2715093441817686,-0.4154927388996936,0.04882572315160065,-0.26730495615100175,-0.40909623450618254,0.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.7190367526776399,0.37933600377317095,-0.16476157709326306,-0.6482821198393915,0.05498768629480972,-0.6506743918525145,0.2748028401858034,-0.7214601125015172,0.0
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],-0.7790566058179158,-1.0215713778996278,0.07149696969961282,0.057787984200377306,-0.6855757403684413,0.6065046054940474,0.10472498664006617,0.31343456139873926,0.0
CCCOc1sc(C(=O)N2CCC(c3cc(CN)ccc3F)CC2)c(C)c1Br.Cl,0.628850275654709,0.5376460387114019,0.9129682859175738,1.0294294411738563,-0.8173273094769009,0.8781809836557208,-0.6740453319563836,0.03269131672438325,0.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-1.3344128491846072,0.20508511310669433,-0.33025559029890894,-0.8127318799809763,1.252766183507956,-0.3517299570975602,0.4430337947227398,0.2737028508938143,0.0
O=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br,-0.2779474876157103,0.8062653201058165,-1.0471572870957329,-1.1509662522786726,0.795041211331726,0.8306818235485669,0.34709589200896873,-0.7322554333612186,0.0
CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,-0.9382134925291316,0.02069756262555922,0.5380995128267594,-0.41546243981205877,0.9463761008658096,-1.0989791123274484,0.5642608870601121,0.30967850024445587,0.0
CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl,0.17961566783943037,-0.02551326791909766,0.02547929987006115,0.43414953934533446,1.3092018884247887,-0.22457591902976115,-0.6923770814835775,0.009491020600921175,0.0
C[C@@H]1CC[C@@]2(OC1)O[C@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,3.0185566762647547,-1.2334323521783948,-1.0603787292197837,0.6744045536776114,0.30117476100090995,-0.798292390760075,-0.35723022346538236,1.0477557189989661,0.0
CCP(CC)(CC)=[Au]S[C@H]1O[C@@H](COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,1.1259746672181536,-1.2104369706785076,0.4209559649282757,-0.2612099246494819,-0.6674168066801002,0.023116533880987063,0.023474295659340307,0.21480788552893834,0.0
