SMILES,0,1,2,3,4,5,6,7,SR-p53
CCN1C(=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],-0.9964537818054761,-0.07784941945220179,-1.6009901136944118,0.49488059365672177,-0.9351012552318564,-0.17884072507966048,-0.028555548811317322,-0.7535785776165528,0.0
COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=CC23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,1.1425100352229125,1.439401692336174,0.45240698590914485,-1.2410148622791166,-0.17232160047894143,-1.3510905210304491,0.726374220253898,0.42969575788913256,0.0
Cc1cccc(C)c1OCC(C)N.Cl,-0.9400487081951804,-0.009165601506796222,0.18480624904197115,0.11302312483484417,-0.9087135850432873,0.23373244494154255,0.0639133490038587,-0.6796571045940798,0.0
CO.COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,-0.608452590171018,1.0492304590267845,-0.07921814227438434,-0.7045212601465975,0.49445420149296954,-2.6394384501197377,-0.1855630930734167,-0.575289788695592,0.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.3289505609277739,0.2709813607455285,0.22839966252467137,-0.0532728458147214,0.35973902519357714,0.7676445350739504,0.09688541256558944,0.700139643314901,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,-0.09800621178701699,1.6498578091472953,0.6929197772042219,0.8295714538672617,0.4030208603109687,0.8380451290523385,1.3151432228061033,-0.10307956312658746,0.0
COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1.Cl.Cl,0.3756737360474318,1.3207883118939705,1.2348308728875623,-0.586777733955309,-0.8696861704294044,-0.17170142517902356,-1.119440499899366,-0.7298586053604674,0.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,-0.723470585368845,1.5512688161114816,-0.592367402995479,-0.09191604105890078,1.1796325200898226,-1.0012588627442462,-1.3906637000438624,0.7464452009349203,0.0
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,0.919435645385085,0.6321650039579266,-1.271731428617623,-0.3367243176221488,-0.13285722141247344,0.6692523408693993,-0.2420600648752546,-0.2830775490001057,0.0
CN1C(=O)N(c2ccccc2Br)Cc2cnc(Nc3ccc4c(c3)OCC(CO)O4)nc21,-0.20793047691953495,1.2523570919300835,-1.1130193322463022,-0.7677118229025736,0.16418976958260917,0.1631606971032268,-0.7019891758582353,-0.3980105742929717,0.0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,3.546946077007797,-0.4674156362795331,-0.17256052175669503,-2.8642744489360723,-0.34948649804053666,1.4792254484628518,-0.588725528672487,0.27050136795759155,0.0
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,-1.00601206012649,-0.6607346704334973,1.027675699988826,-0.030502016830840473,2.739169971246951,-0.07263816466069407,-0.536512926453651,1.14907353573506,0.0
CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,-0.19915267537490972,-0.11940470163387135,1.6344961750453166,0.6303527272096431,-0.823750907209708,-0.9867247662274709,0.17387724243976008,0.18888879834720473,0.0
CN(C)C(=S)SSC(=S)N(C)C,-0.6291168123471547,-1.7184609011402643,0.1281381695447731,-0.2251839014348693,-1.0480131753871553,-0.19468118887721164,0.20494949641213536,0.09204294280101967,0.0
CN1C2CCC1CC(OC(c1ccccc1)c1ccc(Cl)cc1)C2,-0.24926550274141984,0.4262080793278436,-1.5262287444042193,-0.11326660135578985,0.46332835299138464,-0.1530062130052576,-0.0927735512742289,0.4654383239713331,0.0
CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,-1.050289241172832,0.3003941484348734,-0.24455120601071434,1.0126505710937346,-1.162605706031183,-0.1516522759413585,0.5465249406885658,-0.9120119874954749,0.0
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,-1.567752868865044,0.24656635756707995,-2.416206308469692,0.3467244934601487,-0.04304351851755404,-1.5347101115383084,-0.4672948046095283,-0.23000043263457087,0.0
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12.Cl,-0.9916857759702751,1.01352368285691,0.20614333302010177,-0.3944462541989914,0.5775626067808638,0.47250603112597955,0.7977167648599538,-1.4150405920474316,0.0
IC(I)=C(I)I,-0.5929070965541039,-1.8243558231613932,0.10342431412421299,-0.11327387885503394,-0.5843753974670158,-0.027155483227363615,0.00920774867687503,0.2648977523437318,0.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-1.4822077137036187,-0.6286551405559933,-0.7206089149777198,0.13279515951161838,-0.20443956424013615,1.2519366101750595,-0.1517502378707755,-0.6597052133517458,0.0
O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,-0.5540739213092178,-0.7782721265887166,-0.4607615743173767,0.03212023878338014,-0.24581124020338976,-0.10319731473705772,-0.2560045441538706,-0.16457225819317847,0.0
C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@@H]21,1.2038388891850822,-0.5757177932300431,-0.8411942168074555,-1.0070473263807653,-0.0660914434249506,0.4530319192232506,0.5840173993388936,0.19407028147318459,0.0
COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,1.470846481305723,1.5964787572687587,0.7141162776642741,-2.018807881875896,0.4547708221741226,-0.6144049516159804,0.7150077655426815,-0.4706842128955805,0.0
CCN(CC)c1ccc2c(C)cc(=O)oc2c1,-0.43442811563820244,-0.41057921707136663,0.19661323193229455,-0.20271112069521877,-0.22420678664070273,-0.3106296060506602,-0.30086690824560053,-0.8163231704419618,0.0
Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,-0.6225365383446231,1.3340059302396534,-0.026546195654616384,0.20595197667586787,0.2736492857291395,-1.6004216543686838,0.02361179804991078,-0.11021047697652335,0.0
