SMILES,0,1,2,3,4,5,6,7,NR-AR-LBD
CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1.Cl,-1.0891658051564672,0.14095044931021666,0.22048377514296058,0.1380650480178083,-0.24924119133336525,0.9633481021684126,0.7539063475746669,0.8485839967759915,0.0
Oc1ccccc1[Hg]Cl,-1.1440989374875938,-0.5371295874180947,-0.6058189970048931,-0.80326178995709,0.2063233421506817,0.0506765926412231,0.8805101724530542,0.05497567262031,0.0
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-0.15641125694893407,-1.7086643911915287,-0.29498329959473235,1.9487619131819034,-0.7191504735907819,-0.3464679049295796,0.04202230731991052,-0.010468201165889314,0.0
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,-0.5125678569173233,2.00223428578227,0.17846407980756052,0.5224748418850509,0.03927697853794846,0.07331847007645209,-1.523548538621875,0.7562481297300605,0.0
CCCOc1sc(C(=O)N2CCC(c3cc(CN)ccc3F)CC2)c(C)c1Br.Cl,0.1475104170718173,0.7838064624794192,0.8822127421839626,0.9609914216986776,0.1087301899125064,-0.5490008859998393,-1.6501610190028468,-0.36329222476312195,0.0
CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,-0.8818475505420967,-0.41904716987103835,0.48210321352154556,0.59442168500165,-0.045708946719183595,-1.2866705026988032,-1.236902555019926,0.026073438853700094,0.0
CN1C(=O)N(c2ccccc2Br)Cc2cnc(Nc3ccc4c(c3)OCC(CO)O4)nc21,-0.28909140117865695,1.5869466523464566,-0.009735951577748052,-0.3800500922031668,-0.139132603593783,0.1776505720627732,-0.6126178478067468,0.5939385860095426,0.0
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Cl,-0.8834165196646028,-0.8294084632092904,-0.8383096748093241,-0.7899159716850356,0.43379545504004646,-0.41263913171026695,-0.7599834400972778,0.0685800650070305,0.0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,3.6259569561501546,-0.013870364439326164,-0.5279076126868328,-1.155799724701575,-1.206872599542452,0.1204837025049514,0.09308947789060444,-0.7456639062567952,0.0
c1cnc2c(c1)ccc1cccnc12,-1.3468080061297147,-0.5509359989520829,-0.7427226006668025,-1.0462443266053674,-0.11671065409716086,-0.09438784931612178,0.2945195418870786,0.9510606185969481,0.0
CCN(CC)C(=S)SSC(=S)N(CC)CC,-0.4269491656935984,-1.497451035274589,-0.5432074622185378,0.6829222040259533,-0.7454461898111503,0.02243499710793003,0.11965783680495315,0.2371660386509086,0.0
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl,-1.1160801593314145,0.23931488655779679,0.5825818194400066,-0.004678808864678059,-0.20839136564937033,0.4136411939971303,0.48905441849443776,0.8826971927584399,0.0
CN1C2CCC1CC(OC(c1ccccc1)c1ccc(Cl)cc1)C2,-0.3199595805087497,1.3432435141081416,-0.6739386045160737,-0.25763718343273107,0.13349192243064464,0.3512088314688702,-0.4360574370175584,0.43661822852360055,0.0
CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,0.11232188144192295,1.1900477091696562,1.650413129227964,-0.25819086588271833,0.40515935116153057,2.1594911742682767,0.4275511248751155,0.6083496706407312,0.0
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,-0.541648483004457,-0.7571221019202296,1.9287575746239283,1.3399013361641048,0.4508135167612967,-1.214145859545103,-0.5075988166721449,-0.8717964901290348,0.0
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,-0.9796241116264508,2.2286427091469916,0.2896618546380175,0.7228072418262007,-0.22184740283527932,-1.1313999967754893,-1.2430487469907732,-0.21468324115708592,0.0
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,-1.4115933820725,3.297962795918462,-1.0304101875911742,1.5915547651729072,-0.2990558555244142,-0.9216017270761344,0.37808724648947867,-1.3250739578711896,0.0
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],-0.8130067819630857,-1.2825740858029557,-0.3011226187282106,1.5360615098268133,-0.7497374890610562,0.07375931190298393,0.5791913106394336,0.04875612698578351,0.0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1,0.6474990294402041,-0.7098822041079267,-0.2581622902794812,-0.7051934854279841,0.623545484989807,1.140819660861164,0.44441560638829386,-1.5908869097429508,0.0
CCCCCCCCCCOCC(O)CN.Cl,-0.19677836176623292,-1.5712382572247001,0.4635554150248251,2.038366806408769,-0.9701253785340018,0.1996981823260662,-0.2587045247968969,-0.030140245926151332,0.0
CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,-1.0123370865523476,0.02580137621142468,-0.2970287070400389,-1.0735248856261705,0.31523110623155404,-0.597036694551893,-0.9987823517467019,0.21351870699677136,0.0
