SMILES,0,1,2,3,4,5,6,7,NR-AhR
CC(=O)O.CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,1.550697395844157,0.5438815760427513,-0.23690598439718266,-0.21770404720610348,0.5803005064338719,-0.728208674496075,-0.14805174246446554,0.24702565006041732,0.0
C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,-1.2774583395521586,0.6382550878452742,0.4438539805682993,0.3766945648620072,0.3792030699500088,0.27067783217570407,0.594919428404479,0.2587343518073581,0.0
CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,0.5660263359328163,1.7635995122538706,0.11261072899524359,-0.5916533210319477,0.36601911571137097,0.20451959089775615,-0.3514246254727231,-0.37103101015179824,0.0
CN(C)C(=O)C1(N2CCCCC2)CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)c3ccccc3)CCO2)CC1.Cl,0.16086415508526652,1.9715972670708617,-0.14575022779429178,0.9511186315113506,-0.4029460951491125,-1.0316702109399654,-0.7702015208687375,0.3991680321224949,0.0
CCOC(=O)O[C@H](C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1.Cl,0.7672048443147763,1.4669486686895319,0.5121499135905955,-0.2957509703369434,-1.960588772403162,-0.16119932409938378,-0.14311656414017151,0.31127408625983277,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],-0.505843194433113,-2.4812199241218926,1.3952907852841985,1.074226194941745,-0.06323130347099086,-0.18840416589470935,0.1022746175461898,-0.27635820649929715,0.0
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],-0.49192856849670596,-2.4840116593160615,1.367636029737153,1.0715016820350836,-0.13470873232168434,-0.12781782042022843,0.07554161216024874,-0.2936926419903881,0.0
Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C.[Cl-],-1.2552652195040304,0.31938427235544053,0.9588334557678565,0.16461900927159734,0.34727381051135925,0.08984466035649645,1.4698640656162427,0.7908932994638931,0.0
N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,-1.0640748723458,-0.6038776879365875,-0.33312449246890824,-0.16076123412496066,-0.8512005930245143,-0.5424844462401349,-1.0368584320474936,0.7161779031758075,0.0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-0.6368558014755108,1.1243730719248166,1.9791349795823738,-0.41043516708764977,0.9329703157039281,-0.5563836595102096,0.7175165733596348,1.6223856098572085,0.0
