SMILES,0,1,2,3,4,5,6,7,SR-ARE
CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,-0.9528909473204249,-0.48920061187023733,-0.4705958298513786,-0.6675099429572696,0.7909656594492488,-0.5083345965322171,-1.2011796826883439,0.5367628813390853,0.0
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,-0.32532422547413536,-0.2686557455072145,0.9642466076359723,0.33617807043564407,1.6378244022466921,-0.8639868123996444,-0.4700082959345651,-0.14853608261011167,0.0
O=C(CCl)c1ccc(Cl)cc1Cl,-0.5243615669284457,-0.1552599418451323,-0.012116873841801202,-0.8843950987985156,0.27259980215897694,0.3455530168349724,-1.0588433859941204,0.3735890481715074,0.0
CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],-0.25330653950853316,-2.331531178890412,0.5326235979565214,1.4738864223108208,0.11535535312643276,-0.46062523350798934,-0.7183363198089897,-0.42065840631243184,0.0
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],-0.5778129696609892,-1.5687525580487662,0.411836380150036,1.726973559150157,-0.3673667963668901,-0.6181898322896413,-0.7975432859670482,-0.7637687774778386,0.0
CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,0.3675445137167702,1.7107378183983866,0.09175873408820494,-0.5033566348662137,-0.5516441480847528,0.22057015716583536,-0.07143699469395308,-0.05871878623081965,0.0
C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N=N2)[C@H]1C1CCC(F)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1.2466853079330409,0.273685947663029,-0.7455521500898067,1.152893757179823,1.019825159542582,0.41944089892876757,0.4591155894135706,0.711940812377002,0.0
CC1=CC(=O)c2ccccc2C1=O,-0.5754899827333995,0.07700704745979384,-0.7360540229167756,-0.14028140505607542,-0.6158183407319898,-0.517571026834526,0.04715694543149375,-0.6106218738934932,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],-0.2432717475623783,-2.3104371643225683,0.5387359318571091,1.5123276540674124,0.07221306497930939,-0.5141317911196749,-0.6508337027516239,-0.33771015088746925,0.0
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],-1.27397346027751,0.4576168521584218,0.22056922284490085,0.696767177897521,0.045131030327308606,-1.6421557453366038,0.4506468747863506,-0.13833728640089282,0.0
Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C.[Cl-],-1.277371699470931,0.5263270575651529,0.21808172513210736,0.7041287524815767,0.5407973249828772,-1.5585223909948598,0.18720221067182272,-0.3409341090566242,0.0
