SMILES,0,1,2,3,4,5,6,7,NR-AR
CC(=O)O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,1.7494578546244273,0.6949188330316548,2.3268965464811884,0.11917563265752065,-0.3521062380850535,-0.7617340336981357,-0.4554408881346825,1.720585053946181,0.0
CCCCCCOc1ccc(C(=N)N(CCCC)CCCC)c2ccccc12.Cl,-1.0672408270701248,-0.6212670497990057,1.581450260611494,-0.8322765533957882,0.6055745597478194,0.5535071641780224,0.4772559817862011,-0.5204154224105562,0.0
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C.Cl.Cl,1.6981202052667834,0.5323327907796868,1.3392376606524936,-0.028333600762309827,-0.13689043183727245,-0.7059403873551775,-0.3222578306493426,-0.07690864211900858,0.0
CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC.Cl.Cl,-1.4233859549358823,-1.6969544193971922,0.3997868228387748,-0.03567653827386131,0.7269855440445444,-0.18403692702431573,-0.5082604127073023,0.5160155562005296,0.0
CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.[Br-],-1.7194332280597304,-0.8392705840386879,1.9896072964372016,-0.9001603788735082,0.20093067005385998,0.7020181076396103,0.09432777693178968,-0.5434701987625002,0.0
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,0.5965739378145362,0.9273040649001757,1.9334616955438022,1.4076070019725904,-0.6376713788620205,-0.5114117874153451,0.07058764556300841,-0.44871235357241634,0.0
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,0.2235932543781379,0.8677952227239338,1.3125770310850777,1.5924912290374758,-2.214156430702608,0.081938409814464,0.2612175342075226,-0.6612556295154581,0.0
CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-0.5585299079432364,0.7270900915026393,1.3503745391096993,-1.7872085070364379,0.5676297126638282,1.596670175772679,-0.8857500575924336,-2.376430173300118,0.0
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-0.18051639919871906,0.3700638703362654,-0.19388336409353668,0.1824614637730284,1.470273283519384,0.47619999276248054,-0.6598694608562151,-0.37680331497407116,0.0
C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,1.9803681896693912,-2.3202898562668817,-0.9401076169693017,0.550303762710112,-0.45478924308187624,-0.36896740481777707,-1.525688330390503,-1.3091049257860914,0.0
CC(=O)O.CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,1.4980509279152943,-0.2282877451086583,-0.19160412819607875,-0.12120671741004262,-0.3844818725519452,-0.7013683677957918,-1.32335076821677,0.3944204973597155,0.0
