SMILES,0,1,2,3,4,5,6,7,NR-Aromatase
CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-0.8961431795371687,0.4939344844265457,1.9269227297340066,-0.3826378080755388,0.26180783011973396,-0.6435358799743148,0.4164816615331561,-3.1756020228621797,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],-0.869374701519899,-2.5999102408056616,0.2481874101379206,-0.30984331471072646,-0.22060544283400635,-0.22810306573288258,-0.058209077650037515,-0.29174904154619297,0.0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-0.6706639480098346,0.7887882371449495,2.6958574532397255,-0.22868642393479308,0.9466896988764185,-0.7119648035558819,0.7768924593952102,-2.8809669011327688,0.0
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,4.542287880610311,-1.0065324011090968,-1.2096515375398582,-0.06279708675347341,1.1944175455047157,2.7891179307757703,1.1638641581432494,-1.8601422170357156,0.0
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],-0.8778400298968065,-2.569980751740906,0.259571584384592,-0.29054042800947383,-0.2370772223351778,-0.22718726727774743,0.03796359889025975,-0.22709806748897782,0.0
CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],-0.7974296157465682,-2.5549791562107074,0.345909152063318,-0.20930618463896333,-0.06365485252644727,-0.26915577072064256,0.4597963335542502,0.07775074187528237,0.0
COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=CC23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,1.9094269840293012,0.09868823078550756,-0.15808499462416606,0.863235652707427,0.7730516164347491,-1.8454856527654904,-1.2051447332288208,0.19503252236783536,0.0
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-1.174346453230901,-3.9371297793595192,-0.07442387214098199,1.5651385195250582,0.8205560936119178,0.6639343807770892,-1.2911296098559364,0.41459907790125916,0.0
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],-1.2520288930100412,-1.3657401163264264,0.9823446032948059,0.3139753453935083,-0.4552621112170544,0.1916265595659047,0.3701836507987627,-0.5141728621555627,0.0
O=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br,-0.15092397008685876,0.8934959270767054,-0.3087697188866987,-0.5979875812092629,-1.3089514161203206,0.786629767124852,-0.8301438559257146,-0.36905681528711043,0.0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-0.6706639480098348,0.7887882371449495,2.6958574532397255,-0.2286864239347948,0.9466896988764212,-0.7119648035558844,0.7768924593952065,-2.8809669011327728,0.0
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,1.0742274000625445,0.47047889583001096,-0.1681407044743496,0.9595222649137943,-0.7332222908665471,0.6870843313217796,0.21056818013016387,-0.17311619392869199,0.0
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],-1.1939375531768672,-2.4738577802717168,0.723277593823169,0.14063073656502717,-0.41590879364555466,0.13323871105536977,0.11078919897326736,-0.3294832333789103,0.0
CO/N=C1/C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,3.384655253439103,-0.3601262714962134,-1.1465226571145775,-0.6344726047733831,0.37536394385627014,1.6367372921689198,0.8427948969828746,-1.0108564938228313,0.0
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],-1.33113735424235,-3.7256792054899583,-0.29387622046014683,1.4042547287799712,0.4909390185445458,0.5308130331451558,-0.7475357383797685,-0.2105072686072977,0.0
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,-1.7741409405545916,0.8179165879120224,-3.4170678077559673,-0.0697438927670752,2.794640771118266,-0.2895291297349229,1.4344716554597152,0.12373980076871045,0.0
CC[C@]1(O)C[C@H]2C[N@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,1.9444745075475223,0.925246736880294,0.9764649540792619,1.5759037465628416,0.931853882670847,-0.5626785566032121,-1.2223699799624992,-0.03668902007375571,0.0
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],-1.1939375531768672,-2.4738577802717168,0.723277593823169,0.14063073656502717,-0.41590879364555466,0.1332387110553698,0.11078919897326732,-0.3294832333789103,0.0
CC=O,-0.3798184860328928,-1.0782259764303226,-0.22735879706015194,-0.8909629410777926,-0.8917538278959558,-0.05041813976610075,0.031244466538167967,0.1377467327468423,0.0
CCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-1.174346453230901,-3.9371297793595192,-0.07442387214098194,1.565138519525059,0.8205560936119176,0.6639343807770881,-1.291129609855938,0.414599077901258,0.0
CCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,-1.318659185241595,-3.7106797274631615,-0.14292110227923419,1.481825249047704,0.5291509772635876,0.6527043866218882,-0.9374832557985497,0.0891889395850958,0.0
CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,-1.115823194663153,-3.8555177676991628,-0.10304527131681436,1.4684709758737076,0.9434371857110374,0.9198101411118543,-1.2047936055617503,0.5170256318177786,0.0
CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,-1.0835894371698405,0.22864990938529423,1.3212941731703396,-0.05970416439029393,0.19931799514484452,-0.20678230090868097,0.7660783828147413,-2.2803515461660537,0.0
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.11959621833130582,0.45340357480749005,0.4746655066634889,2.801382191572035,-0.8935382765459764,0.24951078533961787,0.6055599062379258,1.373639056655877,0.0
CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,-1.2778894239820031,0.27435549892500255,-1.3645650706042358,-0.6197655199469645,0.3326752487225092,-0.5994470572883487,-0.07155493704767382,-0.1440553978710998,0.0
CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,-0.9737470386118361,0.7429889591419271,-0.9356360609882204,-0.42995714187193773,-0.24494638085543952,0.19892505736697613,-0.47474488291462236,-0.28970247932668597,0.0
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],-1.2456381395588227,-2.4482862815493407,0.6162733197233138,0.14989374731298663,-0.3562203713522521,0.16450371611965617,0.16405446791287737,-0.35091601219359353,0.0
Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,-0.08319245372321143,1.0997756297120822,0.6756115597879347,0.9241452197387706,0.983002735288421,-1.1433356499943144,-1.3146969819430483,-0.885519942297428,0.0
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,-1.6318241478187296,0.5639138857911683,-3.451534615005878,0.539917494537477,2.0765059877353904,-0.33940057744662516,1.2981127485268777,-0.3774818150012899,0.0
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,0.7837551870300588,-0.36895826297192336,-0.43177785345843417,1.1246510504955838,0.2331611682453784,-1.1939599320713847,-1.2856982136823802,-0.844417648177388,0.0
CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-1.174346453230901,-3.9371297793595192,-0.07442387214098194,1.565138519525059,0.8205560936119176,0.6639343807770881,-1.291129609855938,0.414599077901258,0.0
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,4.003576989788355,-0.45814635567776774,-1.1405486543662073,0.96638084115022,1.1283300163489682,1.503917217981368,1.2743109073728165,-0.8244860863727044,0.0
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1.[Cl-],-1.0443005970413388,-0.3428894890208161,-0.6939486478881881,-0.7100960012156518,-0.7461059557150168,0.5799150534764476,-0.39208356528990457,-0.2245229425663406,0.0
CCNc1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)c2ccccc12.[Cl-],-1.2482961378910866,0.17945584478054277,0.673362870179799,-0.1507855044713869,0.03847619491921157,0.33239881392566384,0.19281326802710966,-0.725306811588868,0.0
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,-1.7741409405545916,0.8179165879120224,-3.4170678077559673,-0.0697438927670752,2.794640771118266,-0.2895291297349229,1.4344716554597152,0.12373980076871045,0.0
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,2.2833786281573825,-1.3911200894075193,-0.536520192676477,-0.20890468217045044,-1.1855827025838732,-2.3905004684185953,2.493397279888233,0.6147788992068164,0.0
N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,-1.691388314951482,0.8333392336429096,-1.178642791620064,0.6797611465935172,0.06892081494448933,0.0721257737172692,1.564007043237353,-0.4751287874819248,0.0
O=[N+]([O-])c1cc(I)c(O)c(I)c1,-0.2707006262952509,-0.24686337769490657,-0.5391274604844161,-1.4255269320795156,-0.5819346292940463,-0.31940721190809707,-0.8160925837630554,0.40013270554122293,0.0
COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=CC23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,1.9094269840293012,0.09868823078550755,-0.1580849946241661,0.8632356527074269,0.7730516164347491,-1.8454856527654897,-1.205144733228822,0.19503252236783664,0.0
CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C,3.681897619679003,-0.7042895531787318,-1.1170064527145316,-0.461438681906081,-0.5429735614950982,0.32020910309488726,-0.2174440169323888,-1.2305159791344094,0.0
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,3.5878610329376484,-0.7745921820104704,-1.1778694406687251,-0.3668767615915376,-0.4775918632043627,0.5711307821156015,0.17703063232281793,-0.8572344091981343,0.0
CCCCCCCCCCCCCC[n+]1ccccc1.[Br-],-1.1939375531768672,-2.4738577802717168,0.723277593823169,0.14063073656502717,-0.41590879364555466,0.1332387110553698,0.11078919897326732,-0.3294832333789103,0.0
CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1C.[Cl-],-1.104794083667205,-2.5779724437773877,-0.04401990257446226,0.8370530014677774,0.11131931791529343,0.16903380746627023,-0.387485498630747,-0.23745262007355444,0.0
