SMILES,0,1,2,3,4,5,6,7,SR-HSE
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1.[Cl-],-0.8239638902888228,-1.1676565016828415,-0.9335042626542761,0.9614171193387027,0.2263272365780227,0.23766511625987202,-0.9317486686757172,0.9503995575004129,0.0
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12.[Na+].[Na+],-0.4081298853535268,-0.35500568761426804,-0.08728058748914443,0.35893979977698165,-1.808037628854608,0.43163406789530834,0.25971266563222917,-0.1312959953226467,0.0
CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)[O-])O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4OC4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C.[NH4+],2.6485697946220865,0.14481063666889318,0.7041459937714305,0.059649567645719034,0.672394106004869,-0.41734589171143366,0.07952018108929565,-1.1304006665925261,0.0
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1.CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1.O=C(O)C(=O)O.O=C([O-])C(=O)O.O=C([O-])C(=O)O,-0.7121917503190291,-0.2582746071053031,0.5304315316368541,-0.9354255744476411,-0.9429320265358114,0.3043355656585293,0.4948900108026028,0.0341663785276198,0.0
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,-0.6718180226977889,-1.1005309793917548,0.5234296828573194,-0.7933777147238767,0.9548759367227843,-0.3938271044378266,-0.5688702077658205,-0.3077533135986732,0.0
Cc1ccc([N+](=O)[O-])c2c1O[Hg]2,-0.3550306692343741,-1.159946126110634,-0.4369224752955539,0.30196022642127945,-0.4507350593562725,-0.09053722530553077,-0.3210540566705428,-0.2139238722709041,0.0
CCN(CC)C(=S)SSC(=S)N(CC)CC,-0.18122220488338223,-1.4943720603059478,-0.29305335189233983,-0.755335066463117,0.8745034117241888,-0.5139717810936396,-0.857516161231069,-0.32727344576217265,0.0
Cl.O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,0.38496408204324617,0.1382055367017962,-0.6318256027428982,0.3254919357351876,0.02245353498288218,-0.3045910029079639,-0.3677069633682736,-0.46157196373814985,0.0
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,3.4506807246164937,-0.2609757698131047,-0.3572322332945287,-0.05443465921942043,0.1756081024363489,0.0979059800147501,0.17716625212010298,0.26293072901009645,0.0
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],-0.5461786360730667,-1.0826664596949358,-0.5796192241335822,-0.3547557107921822,0.15524644075664476,0.19313082165021916,0.08560873062666141,-0.14222806413835887,0.0
Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O,-1.1927016614328,-0.4551904665767548,-0.8087051980326626,1.0448404247604761,0.7750184715669683,-0.6182884897889988,2.4286077376734325,0.0660386756043202,0.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,2.921609437012993,-0.6988967235685816,-1.5895821330033026,-0.24943310638914473,0.30817931516854075,0.5229608548383988,0.13350354120642727,1.5798180222637472,0.0
C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,-0.12032772123041105,-0.504444702800055,-0.9528497073716727,0.9513736325454597,0.32828383405603834,0.5211147735679088,-0.6804744155506977,-0.12760482853444746,0.0
Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO,0.7943443669513423,0.003698610277337161,-0.6532189145326119,0.25011670257643565,0.0024202890767222713,-0.9734972193223876,-0.4328273190853505,-0.3292673607872717,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,-0.009022623010139869,0.5253980342744926,2.03149574742159,-0.18195995748429217,-0.36494200283938266,1.0240691196553167,0.7224273801983805,0.5261503130412759,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1.Cl.Cl,0.06720831709615263,2.166643137630655,1.5967905736176509,-0.09059781641708732,-0.3116976042522419,0.03864951155735288,0.5100865368897145,-0.21430068593051615,0.0
CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl,-0.1638046066666223,1.6419909241988604,-1.3788895603329379,-1.022481773683719,0.3806193621154082,0.31698290407053614,-0.8889305858266728,-0.31605971676503963,0.0
Cl.O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,-0.17679496872055103,0.32280016443578835,-0.6947183859043471,0.5395533655716453,-0.13373778684911955,0.3911993663895603,-0.5810239373197391,0.8105249243217939,0.0
Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,-0.4546323704086958,1.1280069545923541,0.2749821881939295,0.5609593528668193,0.3715932670367038,-0.7445533050848117,0.2186758613060103,-0.9384997949476035,0.0
CN(C)C(=S)SC(=S)N(C)C,-0.16118072375473821,-1.6109670032565038,-0.6399273245372058,-0.735197633631466,0.3713605490236698,-0.10322599969453607,-0.6908928234878023,-0.4359285864448514,0.0
CN(C)C(=S)SSC(=S)N(C)C,-0.19319468432264442,-1.5550176087293002,-0.6476459059928197,-0.65327658664076,0.3533686702273776,-0.16604850025838316,-0.7388353893392505,-0.3911991712278375,0.0
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,-1.7412836372852154,1.1309602904056144,-1.726548177792199,-1.2838526190603161,1.4440399440431293,0.4300908691023043,1.1096664439080763,-0.6382314702096534,0.0
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4C[C@H]3C[C@@H]12,1.3838597172408045,-0.11808221441444532,-0.4069276261017468,0.21401016532125672,-1.866056621332623,1.2823878945678608,0.04968826059786358,-0.47959531901443997,0.0
CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1.O,-0.7229993845007745,-0.6357558664237413,1.5758185696000517,0.9702815502206585,0.6046499994939993,-0.2939839660237557,-0.2783912000287112,0.8998414808083235,0.0
CCCCCCOC(=O)/N=C(/N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,-1.087597264610573,0.7251005251186636,1.9384179103852703,0.4155356248888944,1.07217272426255,-0.9804240233729156,-0.19066089882156675,1.120173086302749,0.0
C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3C[C@@H](O)[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1,3.251155174144659,-0.17430433204614398,-0.25410782694803424,-0.07800519466919045,0.24408662108739898,0.0807855488586179,0.03692818301388861,-0.17945926269738297,0.0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,3.509147363231422,-0.3361177726920058,-0.5422954994716599,0.057055588797511554,-0.016099233457761583,0.5561367744857001,0.18108166954890173,0.12028667918726044,0.0
C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,2.954333529021534,0.017584955336337756,-0.5974286790138044,0.07417383723772618,-0.41977320384276334,0.9346605243243602,0.29790671445693223,0.6110723787171645,0.0
O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,-0.5624379813383643,-1.1100571004184574,0.0766287497781951,0.6617921260983477,-1.108802244383827,-0.20655946691399962,0.5301936998691421,-0.4107875933428776,0.0
Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O,0.8541916930636746,-1.1918234475817826,-0.5625595784878779,0.5185249533690693,-0.7962319033720044,0.19881233802213294,0.09791398542010826,-0.5204696755708467,0.0
Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,-1.4631790711480577,-0.45734212376845784,-1.0001145740503767,0.6709948690811562,0.992220611559736,-0.8841760650785156,2.7282091910627346,0.3195520103855734,0.0
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OC(C)(C)C,0.4880981259628296,1.0165800741394393,0.21043100595288028,0.6650945911310752,-0.30711370074623107,0.6269224549909596,-0.4657327817040116,0.4957980340035952,0.0
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C.Cl.Cl,0.6764229948420998,1.4047142447754237,0.856708581270203,0.36732405679894514,0.498161683257128,0.7714032427122891,-0.26202515895202244,0.7743368659396642,0.0
CCCCCCCCCCOCC(O)CN.Cl,-0.08350465248982987,-1.2398540514373535,0.5830305747838077,-0.9958471403442494,1.6594942656318303,-0.6807577265509044,-1.000467935115054,-0.5808072797820187,0.0
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,-1.3216329754918223,-0.13887899649555635,-1.4750368040605126,0.7274761057051737,1.5959449783691586,-0.3276432044650618,2.191794294486163,0.33693262323212875,0.0
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,-0.1864422647635605,1.8523687815840484,0.04681685281152274,-0.874669381292106,0.28453190020961755,-0.13692358309644834,1.2597406430669782,-0.16929793103461294,0.0
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,-0.4471919198099459,1.9282194082541433,-1.5351279844167325,-0.8855632260090364,0.6474587172986683,0.27905471993599645,-0.591346020730275,-0.5162803460665435,0.0
COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,0.691888988080691,1.0186595189277468,-0.8939822829230812,2.0592063352872048,1.2796022284621835,1.30266512821296,-0.9727154750421276,-1.5056125329535037,0.0
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-1.024612176401139,1.7666648086850112,-1.274879284800157,-0.9377998215460255,0.10768270785035781,-0.11190151319888035,-0.3198417578838718,-1.005919976288436,0.0
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,-0.029571700594543646,1.9441709325151604,-1.9976391660579147,0.9102402348059483,0.35276882067764004,-1.7266334580908884,1.0391687689912659,-0.4938213269701541,0.0
NC(=O)n1c(O)c(C(=O)c2cccs2)c2cc(Cl)ccc21,-1.0183604180192816,-0.10484103760254739,-0.7557545856704613,0.5357320156261618,-0.5844388507288266,-0.18413939067744747,1.808962749673471,-0.5187004930229959,0.0
CCN(CC)CCNC(=O)C1C(C)=NC(/C=C2\C(=O)Nc3ccc(F)cc32)=C1C.O=C(O)CC(O)C(=O)O,0.08474317851940175,0.1933815090608198,0.9318886253904374,0.34314598923854583,-0.33937471619982384,-1.1485359723151898,0.4594564277142882,0.2961789408692558,0.0
Nc1ccc2cc3ccc(N)cc3nc2c1.Nc1ccc2cc3ccc(N)cc3nc2c1.O=S(=O)(O)O,-0.6868442970858437,-1.132114404598257,-0.5413764191420393,1.2090013227765852,-0.4948049754194367,-0.11774318387184467,-0.5713001363370022,0.6793297419295042,0.0
Cc1cc(O)c2ccccc2c1O,-0.9374983879148278,-0.6693404456774464,-0.48713520387596715,0.1864192380867325,-0.5790768146563441,1.0471952351080998,-0.09866759531368209,-0.24151675140070225,0.0
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,-0.3397772474485588,-1.223003237995237,0.20623077299477546,0.622180166721885,-1.1420566051147159,-0.2784671344251446,0.5715352979394933,-0.8578887206807653,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],-0.22530047814803328,-1.5699586165484747,-0.27307557080842865,-1.0974951967775743,1.4267655000967685,-0.6372761083421711,-1.2604407607709271,-0.5907102374935825,0.0
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O.O.[Cl-],-1.0486613417982005,-0.4249147774037564,0.11601897485159678,-1.422968541357242,0.8094860743888289,0.5029978519000726,-0.815713189111785,0.27801551585829,0.0
Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1.O=[N+]([O-])O,-1.4269790808541785,-0.08376568504919074,-0.661831486110467,0.28777109842628734,0.6363438600523238,-0.24587565874306522,2.2844078679002924,0.4124895117102354,0.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,2.443870139751749,-0.24049575517993516,-0.9257955364830636,0.269985227658836,0.6103080120801923,1.5904227774754347,0.48393245774634647,0.7708331266828732,0.0
CC(C)=CCC/C(C)=C/CC/C(C)=C/C(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,4.0993061138941265,-0.32506907625323744,0.300025478254129,-0.8895907607410664,0.5871587357838037,-0.026457233215080915,1.3158764412158266,0.9546748370988639,0.0
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,-1.4733188421182617,0.06012381491121079,-0.8212179363392291,-0.6025081655314793,-0.25718244246096367,0.5083348875976507,-0.17412658855875557,0.8792988342941823,0.0
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,-0.9705782908487176,-0.8218178660369889,-0.351820346877618,-0.17342253609524103,1.7297106855426758,0.03448357584899067,1.5316407739708633,-0.9514880430070374,0.0
CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,-0.5856833867623733,-0.05315169296414675,0.399762775791779,-0.7514038210948453,-0.06831032475693267,0.3278573393751222,-0.19348288146011958,0.5520204184531601,0.0
