SMILES,0,1,2,3,4,5,6,7,NR-ER-LBD
C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,3.5563630820692937,-1.1752531106919017,-0.8565592812041303,-0.46792494944210855,-0.6791235442690885,-0.5750058790209028,1.4546550804655616,0.3350346900430466,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1.Cl,0.6275856697326706,2.527594688848307,0.7797521864896795,1.09808036044349,1.8641588912268208,2.287023560444126,-0.8144377153981521,-1.591166972418384,0.0
COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(C)c(=O)n1CC2.Cl,0.281346410461845,0.759473997027516,-0.2195074597396932,-0.3790878877786157,-0.47898654035698407,0.3398905957893955,-1.0539380931735363,-1.289070346405536,0.0
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1.Cl,-0.579131534417853,0.06655455610665814,-1.286681529432154,0.8371434312823881,0.6429095212923922,-0.013318899564539037,0.9774033855776074,-0.09282536351092524,0.0
Cl[Bi](Cl)(c1ccccc1)(c1ccccc1)c1ccccc1,-1.287718991429974,-0.202174328772602,-0.3510257586626687,-0.5926401100110772,0.8736909351304395,-0.49585332809267846,0.6922121343331299,0.3361654938113711,0.0
CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],-0.6201333417923633,-2.4359455498907563,-1.175034013355199,1.3049156599332596,-0.2781162728055919,0.06794598367376019,-0.41014832043609617,-0.6371427921197783,0.0
C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,-0.14904748187940037,-0.42067718294460643,-0.08389488039349692,-0.7623104364076555,-0.22557350576964835,-0.4196641940196115,-0.03582345371950263,-0.7697948968313302,0.0
Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,-0.9707096518423954,1.4995812519044958,-1.7135116919297577,0.918952556160657,0.43664925981933994,-0.4387884146010139,-0.3832686787880855,0.3654392581521098,0.0
Oc1ccccc1[Hg]Cl,-1.118015909258357,-0.4686800226812702,0.05974315051495515,-0.8141740160985745,0.7110016420701688,-0.3810888202853456,0.608415082686691,0.02557900392878469,0.0
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,-0.27079645104187156,1.9944068753754955,-1.3087378842289354,0.5888150580844791,-0.5819272877927034,-0.11204087013423865,-0.774909307547205,0.173431196916104,0.0
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],-1.2733478770287137,-0.9342564956028754,-1.0680486967358378,1.7677208750996893,0.5209453151570619,-0.12469502544318613,0.45345950784110767,-0.4410095760104831,0.0
Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C.[Cl-],-1.3003754645785386,0.222379703531348,0.02267591386306621,1.2762348821473182,-0.09617789702667567,-0.10416883145216056,0.5328879644575589,-0.09567788990263117,0.0
CC(=O)[O-].CC(=O)[O-].[Hg+2],-0.12651514364866243,-1.3492974138044618,0.5786136510918964,-0.1406759442268988,0.4527150162178649,-0.026280267378204162,-0.3494583623292149,-0.028449410231999397,0.0
CCCCCCCCCCCC[n+]1ccc2ccccc2c1.Cc1ccc(S(=O)(=O)[O-])cc1,-0.9005730399140867,-0.7933156849593995,-0.2850562490874799,1.4014169510381649,0.24650121809254008,-0.05343667320386665,0.1593421626059579,-1.3341302833673299,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,0.19533047077956403,1.7015372332361305,1.8856271314139423,1.151419764963516,2.0126993199100935,1.8842979243412632,0.32578134123703006,-1.4610290828143313,0.0
COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1.Cl.Cl,0.9138062333932254,0.7063485444467296,0.9139801702564828,0.8343620092566343,-1.7098544775003495,-1.4586284802395708,-0.03899397249541247,0.20924792943395476,0.0
Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)CC4)C=C3)c1,-0.5889061502385858,0.11882883390993144,0.1738955511998133,-1.1041208150970458,0.27355564221384543,-0.2437928386571345,-0.1847979951915029,-0.4346363387828629,0.0
CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,-1.058697351300865,-0.0003401553666336858,-0.10851715328206163,0.39137182190019165,1.0543939441389378,-1.0345695798000565,0.24662749474558743,0.9029514289690393,0.0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,1.0320808403351516,-1.1605410267720215,-0.038304449206382825,-0.6884228837775046,0.9659400515898885,0.43913157313647594,-0.5521240411960556,0.11754234774414511,0.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,-0.5047676739461037,1.9594936382785642,0.09851181843521761,-0.40960009389004953,-1.1972772953359703,0.42973457664973713,-0.9659274830895486,0.20923943239359233,0.0
CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,-0.9304046825900644,-0.19088326886591667,0.14016291833393707,0.6627900569012054,-1.8555343687537995,0.7190651099121881,1.0130797923736412,0.6427344151270041,0.0
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.01624087240456935,2.002618210617716,-2.061302846832779,0.2306814137535089,0.8759903587523985,-0.6395729040141412,-1.207905344916756,0.642957316408992,0.0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-0.7740026479295588,0.5702527194438713,0.43680576521407205,2.0522247542168994,-0.30570888477817904,0.15340177311445952,2.1414714532191157,0.6639993177347723,0.0
C[C@@H]1CC[C@@]2(OC1)O[C@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,3.6418105845304622,-1.2399842341131049,-0.8053402196636581,-0.4215294709380811,-0.5584920816814886,-0.5186544397337114,1.3908755620229984,0.477607356476492,0.0
CCP(CC)(CC)=[Au]S[C@H]1O[C@@H](COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,0.9588299435368502,-1.1213757748474205,0.3877903157849034,0.8401116623948298,-0.5075034833255039,-0.3725380711604715,-0.20665160142475447,-0.07168292453760312,0.0
CC(=O)O.CC(=O)O.N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,-0.7783429500902213,-0.12393077359262683,0.5474846728639834,0.14844225906780187,-0.5616910724813031,0.4027972662310726,0.2898820977896226,1.393833627104763,0.0
CCCCCCCCCCCCN(CCO)CCO,-0.5260452470851786,-2.2015624769388826,-0.9303187499723868,1.3490334144026994,-0.34658594225689837,0.26029870103243186,0.05209156737559236,-0.3809735157751366,0.0
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,-0.521506205113619,-0.40976020504336186,1.9365462775208946,-0.5702669214446406,0.7076358863729361,0.915209278227401,-0.33574302630608943,-1.390935381200102,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],-0.7089975177534705,-2.4142863139237134,-1.161063644831764,1.3224313193765571,-0.25586298203671143,0.07503195634435542,-0.4411931226937096,-0.6513797064372547,0.0
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],-1.3079061656124626,-0.9238947273258403,-1.0546134415772084,1.7424546786232682,0.46502786386847994,-0.1405811000678033,0.44795033235821063,-0.41372878700617577,0.0
CCN(CC)C(=S)SSC(=S)N(CC)CC,-0.4505963589434986,-1.8879183676326725,-0.49917968035397625,0.31287587316534843,-0.18957978065277267,-0.319690894782867,-0.14364001362527964,-0.13482321827685845,0.0
CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3.Cl,0.609502240613932,1.030795437344778,-0.12709252773374105,0.1625717462635541,-0.7387068207704602,0.5799630155934355,-0.3919515626504754,-0.846235234517388,0.0
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl,-0.9053009512585402,0.4958625990430598,-0.16019583767349413,0.6542227562970734,0.3257275565375071,-0.9539044887587885,0.20368948012604468,0.21858933730962107,0.0
COc1cccc2c1[C@@H]1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)C[C@@H]1CO2.Cl,0.29566383922249034,2.2449354710711122,-0.8627154900594433,0.7728638197185221,-0.45785775997558475,-0.7816296119264421,-0.46814364291631244,-0.7641368356770863,0.0
