SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,NR-AhR
CC(=O)O.CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,1.5506956694970042,0.5438694580179511,-0.23677258289422254,-0.21790126352030237,0.5805954753063831,-0.7257248396369927,-0.157762895164706,0.22854635884650454,1.1678435879259892,0.03839944666486232,0.6784405493084672,-0.08635724667610342,0.21161340815407098,-0.3712748604177749,0.1258507616053342,-0.6545549156439255,0.0
C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,-1.277461395345944,0.6382425215567468,0.4438582284878587,0.3767486401943703,0.37854063966153717,0.2744990606490664,0.5884387763324253,0.2592475384529712,1.013653968185702,-0.0988848637567669,1.3230685082570288,-0.04802326445016539,0.7822759364043835,0.9309884565509399,-0.5876727990129402,0.05850334861864549,0.0
CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,0.5660336671652297,1.7636800407917559,0.11286447739507845,-0.5912490483885734,0.36192856949649627,0.19842009008411904,-0.34092915649379224,-0.3735801106151507,1.0939735973761457,-0.6142137667689603,0.9981365922066362,1.5011846276647653,-0.870206215793523,-1.3272352125640179,-1.239355794821022,-0.8403528623431138,0.0
CN(C)C(=O)C1(N2CCCCC2)CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)c3ccccc3)CCO2)CC1.Cl,0.16086536537438337,1.9716096986728389,-0.1457053493996354,0.951046584352269,-0.4036224401961104,-1.0330561920236685,-0.7693844264226742,0.3955322736665563,-0.16132777064523762,0.8077950458416338,-0.647230769515548,0.24388161183986615,-0.054159889961413056,-0.28396168435211216,0.445065515188481,0.33635038375004217,0.0
CCOC(=O)O[C@H](C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1.Cl,0.7672055141028783,1.4669584622457081,0.512276785482263,-0.29581585216095524,-1.9596830365339601,-0.1624728620863956,-0.14134811556351207,0.3054820206663083,0.48904898036034494,-0.49621631720482673,0.3551812515514224,-0.2319438670954075,-0.03242082500889774,-0.2660219697393943,0.8253086878147242,-0.29481872922659214,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],-0.5058428577810903,-2.4812110789679678,1.3953018025728072,1.0742707700325316,-0.0636586378882875,-0.18801474076766453,0.10129638549157917,-0.27656032070416564,-0.1993143448798893,-0.13805710554779999,0.2627518303051703,-0.21164140116596822,-0.6256896198362353,0.1681722725591719,0.07589472012875523,0.23641562046762848,0.0
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],-0.4919290691292865,-2.484008916033508,1.3676659510058424,1.0715226567365461,-0.1349597309681828,-0.12619214593191835,0.07221644000972555,-0.29670789660150587,-0.22518590838630173,-0.17046031302509812,0.4540124465622876,-0.21549390109992958,-0.4841833103134484,0.17245227604711683,0.1345595424424743,0.336950529604199,0.0
Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C.[Cl-],-1.2552578544556405,0.31943351576327134,0.9586225624580186,0.16448849621577308,0.3457514946730396,0.07972182484651759,1.4865583097883575,0.8002758174370267,0.00041835636949897085,-0.23369921537192218,0.2818361244462516,0.0894262015298876,0.45129887558132886,0.7827102285644342,-0.7361093250265807,-0.43473041468860024,0.0
N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,-1.0640782310120958,-0.6039028004616188,-0.3330838530514699,-0.16095924290418004,-0.8486619876426201,-0.5390905249698132,-1.0381594980296323,0.7161961058765451,-0.3134980577268478,0.35314020340037716,0.760369051358277,-0.729895166528848,-0.42397146176704953,0.6498412829760707,-0.08406725115268097,0.9337495619954503,0.0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-0.6368549775627168,1.1243745284336517,1.9790360891896452,-0.41031394033914337,0.9307183777006215,-0.5562068874574188,0.7202496175129827,1.6281495517759863,-1.0498343426585426,0.10935052757714182,-1.5824761830066292,0.6154565880606754,1.2343419453904911,0.32507805701486997,0.03795820144108322,0.554148172335577,0.0
