SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,NR-PPAR-gamma
C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6CC(O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@]34C)N2C1,2.625532965186726,0.31951530484470747,-0.7388434867009654,-0.24518968437701388,1.1950469741029852,-0.6926199026561393,1.2420462323885932,-0.4102673180062457,-0.6389624078658082,1.1579586192530535,0.9957682425531802,-0.027929123528083275,0.37690127613318414,0.5414170575310684,0.5580635056779198,-0.9056739220993698,0.0
CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],-0.8915297212118313,-0.3164926116976313,-0.39521620574974836,1.1887595964577826,1.4708145981566965,0.572226914434594,-1.163818750937289,0.944803680261838,-0.13330158865120986,1.7108976745951758,-0.26387999268836965,0.26792015451224366,-1.1223079529759816,-0.044902348016971017,0.08289187940366316,2.2044886457083637,0.0
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,-0.3886188114053193,-1.6016777509452422,0.4767309258123559,-0.7419956848277558,0.742719531678931,0.5109597043520134,0.289210396929221,0.13525819022219188,0.20765034960563072,-0.08118755743070293,0.4915403505504988,-0.11281387444476605,0.11174204581137293,0.3916941128644772,1.0313465785709104,0.23711673329473126,0.0
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],-0.6887655466760815,-0.7245356889147745,-0.6289094000024372,-0.12003872432768858,-0.7364550079664826,-0.581246680669051,-0.4807049518835051,0.9721060369103732,-0.056384302342530765,1.4374530699364425,0.43705280788896833,0.8745590874199985,0.39245620553143395,-0.910833935134035,-0.11096799223209122,-0.7442206062461811,0.0
Oc1ccc([Hg]Cl)cc1,-0.8387574621973222,-0.8086558258213502,-0.9211745296982567,-0.00624994794168737,-0.9599735132510794,-0.2322123236043255,-0.03857698191949324,-0.3165835854875606,-0.13623100282870013,-0.18965211645944505,0.6801335059011681,-0.08944965034305612,-0.04717741128605849,0.7463680221336545,-0.1111249626630117,-0.28251081778981946,0.0
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],-0.9410037394637703,-0.21933678574526635,0.8590872698277746,0.5745017529555483,0.27946308516439744,-0.014729849563046326,-1.0750503928004624,0.5644198003648071,-0.5283889937162808,0.1552944207555181,0.8370046787272883,0.8658865905542807,-0.7828856207484635,0.42588355982208853,0.29350043027648437,-1.040921855576787,0.0
CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,-0.8568230877004581,-0.31202983201593926,0.9082295806914945,0.4282842633359375,0.43459340422513226,0.21779397492585875,-1.655933060262407,0.4905095019326591,-0.9765723825425378,0.32494806798041675,0.7989836301678878,0.48047479887547423,-0.39374557308439767,-0.21449601245197994,0.046756380655935854,-0.8725856893846389,0.0
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-1.215642838818124,0.5373486810313887,-1.0010161347947895,-1.4471091003385248,-1.2490370617314177,-0.040990922239224695,-0.4182078881261376,-0.5624920252408723,-0.10351339350484634,-0.3656764444496289,0.7310380421784297,-0.40670779515603167,-0.24278103245932703,0.15374233536005746,-0.4134559092623226,0.45157433532696595,0.0
CCN(CC)C(=O)c1cc(S(=O)(=O)Cc2ccccc2)c(N2CCC(c3ccccc3)CC2)cc1N(CC)CCN(C)C.O=C(O)C(F)(F)F,0.10510897244981283,0.8001309665960041,1.1806207548865095,0.9098595416786052,1.210664319664081,0.6566548770818865,-0.22973149442674565,-0.6041626287850407,1.2366271056853544,1.2205738727267152,0.9645649763359887,1.59903727343164,-0.34194029005247395,-0.968146109510602,-0.03863071150025076,-0.7078088063562047,0.0
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.07055339516943374,1.1251700228591472,-0.25972220357982434,1.6945139417664465,2.3216594523066205,0.7241888298460675,0.12547286026771085,-0.761461594645783,0.5438772221861733,-1.5925703267107056,-0.09803092680134293,0.5786588664268433,0.2406834516706417,0.8572843293115172,-0.049914305708142696,-0.6108336701242943,0.0
