SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,SR-p53
CCN1C(=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],-0.9964537666899527,-0.07789796783660029,-1.6010759795141818,0.49464914443381147,-0.934917013097806,-0.18029071987211215,-0.02782720195658552,-0.7542204646898696,0.3780190887503846,-0.8910944292432778,0.43719576332546717,0.3178775826868134,0.2784513882238814,0.2626657722285587,-0.7183241102336766,0.40984627190173173,0.0
COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=CC23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,1.1425097280984917,1.4394001845774251,0.4526545448935109,-1.2419188738633025,-0.1713136492328741,-1.3578179009787663,0.721591939284898,0.4211774798017755,-0.6617454938353151,-0.3059706886390859,0.007720989059737618,-0.11248409318093773,-0.5988669617614553,1.1767226609178318,-0.2820059801304086,0.5176873912062494,0.0
Cc1cccc(C)c1OCC(C)N.Cl,-0.9400483231269947,-0.009148590107229708,0.18471234298750766,0.11293306002909516,-0.9077677728849032,0.23400957906205472,0.06705619771156057,-0.6861835249061131,0.0934945630602046,0.71759046934961,-0.13419303605010421,0.7713566058851367,-0.05022658091081632,0.22201667639701386,0.24088105764963175,0.21917909301227684,0.0
CO.COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,-0.6084518004396287,1.0492648880237474,-0.07933519028545899,-0.7049791425809535,0.49602343070038685,-2.6411445163908933,-0.18210113006619721,-0.5800951117568175,-0.23341118913692277,0.5930989308577584,-0.3171099571270689,-0.3955388334644672,-0.7101451512059237,0.510664909894837,-0.3662269420682915,-0.1951359554452341,0.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.3289499612698204,0.2709664247458028,0.22804983906277446,-0.05270347813520613,0.3596123036405377,0.7682407400012098,0.09488200794619514,0.7003180937924461,-0.7644130814601771,-0.3892490465236713,0.06530463622323765,0.26022567290567844,0.09712001012325128,-0.35726049100774315,0.5550745917422211,0.4246773964481556,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,-0.09800628699160467,1.649926655434738,0.692994552929783,0.8292496559183369,0.40431417236597533,0.8332751303029496,1.313417834282771,-0.11053113931979537,0.2992670230677371,-0.46724186144110136,1.713145850225795,3.1772405774397092,-0.754450538812187,-0.46405584275912803,0.6522901735167724,-0.26189825066333167,0.0
COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1.Cl.Cl,0.37567287579939207,1.320809616192182,1.2346142890231981,-0.5873428021920356,-0.8681302848832961,-0.18057593937999147,-1.1288541543726038,-0.7446952122973131,0.011644930104511779,1.7756893286919417,0.006221702834742648,-0.03907099177749229,-0.1069864817812946,-0.13243576534219503,0.2570487902246569,1.3630880186330292,0.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,-0.7234696649280499,1.5512680354360675,-0.592248607888265,-0.09221260244088622,1.1807069447784957,-1.0006467894279452,-1.3898081695232316,0.7409336719150545,-0.6877914754969395,0.6632103460176333,0.7049450700233217,-0.46845264219067495,-0.03623162921082282,0.19709648931225052,-0.630720658512691,-0.12366283165939251,0.0
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,0.9194359975765457,0.6322074773086301,-1.2714157373078245,-0.336767037130009,-0.13295018269312306,0.6707573577331568,-0.23801193767146214,-0.28029556057542876,-0.3021749081784982,-0.17426338748035985,-0.04713730887082307,0.18114389032058373,0.5939643286438171,-0.4786174338499934,0.4345536485555631,-0.3087732456851041,0.0
CN1C(=O)N(c2ccccc2Br)Cc2cnc(Nc3ccc4c(c3)OCC(CO)O4)nc21,-0.20793104490947442,1.252309066476647,-1.113175999130275,-0.7677575064474266,0.16437854513321606,0.16049909584694555,-0.7050511067494089,-0.39893687670325195,-0.9432186162978776,0.6896096655072261,0.5546276686479946,-0.5659458162205939,-0.11861383766292409,0.626501128886314,-0.45199923333281655,1.12142961656614,0.0
