SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,SR-MMP
OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,-0.04749233451091646,0.4660086181571527,-0.5678246603194277,-0.6312668919400692,0.11750568420876424,0.6930284740445088,-0.11984351722158203,0.7662089647721128,1.2531132616139276,1.5163363706346764,0.7923047684374857,0.8105421317143965,0.02973667483883793,0.17938048280689295,-0.37498698023643195,0.02652335528511792,0.0
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1.O=C(O)/C=C\C(=O)O,0.4842890175559871,-0.5417624119264414,0.5049843481921984,-0.7386144704549864,0.36057822219681657,-0.9028591413261579,-0.5873776431296694,1.2992734300767987,0.5505353830927109,-0.10818618621325085,0.465830155121189,-0.57486902446452,-0.3932455305143775,0.040218069305384366,-0.04677428664612524,0.1024536313129641,0.0
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],-1.2558390753575754,-0.7180253251253113,0.9926690744195288,-1.3464787484480805,1.0051516584869293,1.3854492176639188,1.095803190980215,-0.7000496635416823,-0.55902499293263,-0.07237942733254417,-0.030130467828370103,0.48990579710999405,-0.03305518358327714,-0.8664647278607602,-0.07484773942044112,-0.138392669115225,0.0
CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1,-1.1837036752061292,0.35952290390947816,-0.7516859161347337,0.3973006451564934,0.8431416036439722,0.12432924805143239,1.1321399154987934,0.504619523998645,-0.4977117744918519,0.4781355432940279,-0.34868773029014755,-0.0067877623130312625,0.11098312810975028,0.1594766693026849,0.34648087663185273,0.8251111502145319,0.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],-0.7107847923614066,-2.397021037949817,1.1064943431518763,-0.9448686884330905,0.0360855831615192,0.6671125646469916,0.1897590856230037,0.09738563806251017,-0.08165796580249089,0.024323578884483076,0.10248062874660775,0.5554518825786493,0.007013400551576642,-0.19907189732549058,0.4548295706924673,0.007733326108335275,0.0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,0.28389802294616834,2.247949451300822,1.2945704448570112,-1.2193497880290591,0.15161763638480985,-0.9149279219311686,-0.5629531324743893,1.1950861759820521,0.3152623846178665,0.09809748001956696,-1.4360902723999627,1.4458903018878917,-0.3433385622372706,-1.4964573396185827,-0.15754807585276062,1.3504116979355345,0.0
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])C(F)(F)F,-0.5051114143211533,-2.205088815477048,1.1529903086006443,-0.5474004435909753,-0.03786030560862668,0.4449903149302607,-0.17554406566841074,-0.6445975312166647,-0.9545177537601427,-0.02488260108492355,0.5667947643729826,1.113157871382406,-0.21225317449265346,-0.5773922578572314,-0.21377450904985956,0.8176177245397479,0.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[P-](F)(F)(F)(F)F,-0.6598250567266697,-2.345233195807317,1.115322035775073,-0.950667927810449,0.009394365179740951,0.6395445381457265,0.0840339334765426,-0.01898685752505,-0.10832250069359639,0.14721785123194311,0.118028911172431,0.6336559696991056,0.0015513716134963166,-0.1493911944302066,0.5065164898293654,0.11311433916291257,0.0
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],-0.7509786922820911,-2.3722351847059664,1.1068544261474556,-0.9852377937463765,0.0019192924366152944,0.7186331290962404,0.1610015082968601,0.02488046256304039,-0.03964425963603362,0.019322290361500776,0.03404475640472726,0.5840159966057573,0.11042359696466286,-0.2258561954489482,0.4406207421558426,0.04380102565755082,0.0
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],-0.7509786922820911,-2.3722351847059664,1.1068544261474553,-0.9852377937463765,0.001919292436615222,0.7186331290962411,0.1610015082968602,0.024880462563042178,-0.03964425963603128,0.01932229036150342,0.034044756404722216,0.5840159966057568,0.11042359696466565,-0.22585619544894506,0.4406207421558374,0.04380102565754935,0.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],-0.7488509480410208,-2.3652726279408727,1.0908002904776797,-0.9832666798699672,0.013636171834961125,0.709681424514588,0.16477678383006777,0.024114596756555567,-0.04225893878948706,0.018591532169214185,0.040521956593042495,0.5816142765343003,0.11988584594747956,-0.2289274620565468,0.4446861966307221,0.04706163370688707,0.0
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],-0.7421436650057592,-2.443247486230033,0.9198324038989378,-0.9200050663835954,0.06770095266902475,0.8277994183778721,0.09202849007229714,-0.21463689816655937,-0.3364603195755643,0.03536618797659826,0.25717177139376907,0.2770162789157715,-0.019255400063672417,-0.45429849186885896,0.25367136248755695,0.1579165071425216,0.0
CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],-0.7107847923614066,-2.397021037949817,1.1064943431518761,-0.9448686884330934,0.036085583161527074,0.667112564646983,0.18975908562301133,0.0973856380625057,-0.0816579658024937,0.02432357888447969,0.10248062874662305,0.5554518825786415,0.007013400551576692,-0.19907189732549688,0.45482957069247326,0.007733326108330497,0.0
CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],-0.721261258643318,-2.5323949924057256,0.9394583937133448,-0.8900543036119645,0.010185163882693679,0.8817258345123202,0.16999874459080153,-0.3016448083165424,-0.4143063358746301,-0.0644316555484241,0.35912186796902246,0.35831746454790253,0.005488680044436289,-0.5384838164784269,0.11919974154690341,0.2916373294360583,0.0
Cc1cccc(C)c1OCC(C)N.Cl,-0.8653025221757542,0.07753346799201834,0.22365092720207616,-0.12992174744486593,-0.3766669909637475,0.30226262001313614,0.6993937263037866,0.05992296745957025,0.5633603520421531,-0.9547024618384394,-1.0379015813019736,0.30351620265059104,0.12405880360561901,0.699948377486627,-0.09495710888297024,0.06893154401842828,0.0
CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1.Cl,-1.0021321171697954,0.4132075832706117,0.38993412120915405,-0.8294573663285474,0.6739096626206433,-0.22218534536786075,1.0452287220370977,0.48165654642012895,0.537630481012064,-0.6924505855022552,-0.6257223291293968,0.7798586853384109,-0.09486377784539506,0.23146818641890712,0.31205171588484387,0.29286024722237164,0.0
CO.COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,-0.20900503440546758,0.7014826489317003,0.03131296868896739,0.2689423129848747,-1.629502107085258,1.8784324703283948,-1.0642557871794436,-0.0678745572953962,1.1527533217867965,0.2870452882218199,0.6353943446086455,0.13814663828905857,-0.031709485290562084,-0.15925394546829572,0.6892196448469288,0.19696610345347512,0.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.5089292188989961,0.9053584262724468,0.07547536022490474,0.09981164389832115,0.4158531888255822,-1.128497669000784,-0.35751557076130003,0.7076546126987338,-0.887220674289492,0.48754331254831396,-0.43289346164119913,0.6917171704017848,-0.3734073854597118,0.8499608880008029,0.439936827702505,-1.1421474715402753,0.0
