SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,SR-ARE
CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,-0.9529227721186698,-0.48926533712029446,-0.47057691764156034,-0.667635854735558,0.7920848987229789,-0.5066190225005233,-1.1956459359954472,0.5454024805606159,1.6344608047402522,0.12043788222939081,0.3842377324151036,0.10049603738542517,1.0170444315446476,-0.38261781139351203,0.34377670885125516,0.37581375328162625,0.0
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,-0.32526247992425616,-0.268614643810576,0.9641705151647985,0.3381450572604759,1.63509104746332,-0.8632905189565406,-0.48483767678011547,-0.1564413174661838,-0.6565230405996917,0.06910386758139986,-0.32162335982672785,-0.17577361602079866,0.5495314394118427,0.1789830964853368,-0.9968375775713059,-0.49124526309325156,0.0
O=C(CCl)c1ccc(Cl)cc1Cl,-0.5243654054486979,-0.15523633960176866,-0.012085106306420852,-0.884422065196687,0.2719587382570649,0.3476641279464793,-1.0649004642482056,0.36915839368245396,1.8253514059514169,-0.5083813142027696,-0.22526058540734095,0.34170038765409017,-0.06773400423773918,0.13449596967949504,0.024874765890072096,-0.06515835725035181,0.0
CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],-0.2532872629622633,-2.3315316659492202,0.5325870466936147,1.4743415581851465,0.11461255810202776,-0.4615920709329867,-0.7200617043197949,-0.4199081231745704,-0.3828333209889158,0.14699758345572372,-0.06256597158856034,0.08559320056277285,-0.1273424972942471,0.11813919888042676,-0.3967338605162358,0.1466291270760376,0.0
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],-0.5777570583823853,-1.5687518503817157,0.4117935600122302,1.7280163509530033,-0.368730879715872,-0.6201231525915039,-0.807402090205078,-0.7650741635481609,-0.3442627237730137,-0.07522721339118528,0.07035989431806149,0.314137260133475,0.20032140121024897,0.006525455561749807,-0.7768584855643469,0.1367156826430801,0.0
CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,0.3676029270850019,1.7107805893047647,0.09158489219236879,-0.500377810413269,-0.5539351785684222,0.22379453444615693,-0.07688467860381773,-0.061595301263931125,-0.7860370053898119,0.6361736656221066,1.613384394008748,1.2742404067562445,-0.35725727712380767,1.4049865790360927,0.4674161565891131,-0.16955636817718872,0.0
C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N=N2)[C@H]1C1CCC(F)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1.2466859237952193,0.2736442046901168,-0.745552446091923,1.1538895709283814,1.0206406828919334,0.42054930138777474,0.4578244697428177,0.721571070799658,0.13955253658002212,0.011553806729397268,0.947595627796253,0.5057180177462279,0.36922863534661404,-0.0026122797675155645,0.31550854484639873,0.0017704703765530493,0.0
CC1=CC(=O)c2ccccc2C1=O,-0.575526636042515,0.07700427117654474,-0.7359747965201422,-0.14214409378534462,-0.614400914016765,-0.5188121792633559,0.048584530206525034,-0.6093549151997395,-0.5669998816195686,0.20980688979570833,0.9489943082424179,0.24059580776480022,-0.2866962153264621,0.21778849631068384,0.09939308508869853,-0.08216672691377996,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],-0.24325596241289288,-2.3104370033820265,0.538698941750174,1.5128534799306972,0.0714242083205081,-0.5147599408098932,-0.6527186131913565,-0.3375827520365861,-0.3414792487301579,-0.019986530917080254,-0.014347889571485039,0.03728030448133256,-0.1496369515019421,0.17086961181162125,-0.43148232245794155,0.12483897567097128,0.0
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],-1.2739731751722818,0.45749059245992246,0.22049293720796007,0.6967297189454094,0.04594142958789239,-1.645048313792614,0.46676062251536393,-0.1263335490988064,-0.019608816970291928,0.1360693035086098,-0.8384547262607286,0.30587874249969815,0.34521242023377186,-0.4010153830000273,0.1534879447108679,-0.4314640375036423,0.0
