SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,SR-HSE
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1.[Cl-],-0.8239663039187524,-1.1676470272279245,-0.9335990237947946,0.9603425060919925,0.22691806481533203,0.23699935966825283,-0.9278488256712308,0.9399357619610121,-0.3299450863848274,0.13914031830249163,-0.056986552507459154,-0.05631778629123927,-0.0035781758640956655,0.30275810335910214,-0.049825006220780184,0.3792609888861998,0.0
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12.[Na+].[Na+],-0.40812560170547196,-0.35502419392559237,-0.08682103894790101,0.3625567259204041,-1.8120496740394856,0.4344223921274431,0.2653397431810278,-0.10043392461140353,-0.20982359130594003,0.4202956637163802,0.20055221283783317,-0.23892512719529,-0.6247211129753092,-0.09507968039963875,0.17764078108293346,0.09354504913088844,0.0
CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)[O-])O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4OC4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C.[NH4+],2.648581565282583,0.14480058125461348,0.7039543053871503,0.05743127539012984,0.6744932360972131,-0.42233921247238587,0.07695054350833615,-1.112853268869231,1.894955847004551,0.46390756242786846,-0.4587891364145579,0.6137420274061094,-0.325190707457416,0.3828744318135518,-1.1537735901000339,-0.09318254768297918,0.0
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1.CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1.O=C(O)C(=O)O.O=C([O-])C(=O)O.O=C([O-])C(=O)O,-0.7121886184323025,-0.258318134887007,0.5306505629848115,-0.9341166809420414,-0.943747984426908,0.3074205972855866,0.49796403545989704,0.03476804786169798,-0.8008873501694679,0.5315373962382184,-0.41596273291750957,0.18252222444168445,-0.045776794626242165,0.18186948089882235,0.21190642016439556,-0.33437029366703425,0.0
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,-0.6718149124397584,-1.1005204410581082,0.5229073504053573,-0.7976768204552193,0.9627238274155878,-0.4068098919865074,-0.5854167975281171,-0.3370706856863902,0.6344248545482347,-0.5163709272222208,-0.30908108772467274,-0.928517181180156,0.8870416233429435,-0.6254572775071926,-0.2962101739747717,0.4012948087028009,0.0
Cc1ccc([N+](=O)[O-])c2c1O[Hg]2,-0.3550315395390009,-1.1599478839087085,-0.43700478162862844,0.3013223341205892,-0.4515542291542245,-0.09335150268516966,-0.33253106175107,-0.20293136741260356,-0.22199234950028318,0.4911468026774421,-0.7711656499330801,1.0398997058029602,-0.3502604981835524,-0.7733738065077786,0.36921008206610034,0.0424330886234198,0.0
CCN(CC)C(=S)SSC(=S)N(CC)CC,-0.1812192378809016,-1.4944118425688078,-0.2929137525930023,-0.7545472033031925,0.8737310004911873,-0.510339855428128,-0.8526417218649648,-0.31616447088593175,-0.05041758299048116,0.2681180063225518,-0.14127227714185295,-0.22445479156060652,0.05671552787786806,0.4615362786298197,0.12371990176225615,-0.04499741650118817,0.0
Cl.O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,0.38496601759156995,0.1382320241280733,-0.6328337790877911,0.315264246152408,0.0322781546950783,-0.33151549298356614,-0.4216012129960665,-0.5211903800991703,0.6098395154520003,-1.111398085221134,0.8008005351890294,-0.39375607807387003,0.9946581960820933,-0.7766554583765332,-0.7160893782758888,0.681323905678993,0.0
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,3.4506844574459112,-0.2610251005434123,-0.3572369996133352,-0.053633845619534985,0.1744289954223965,0.10047054448283806,0.18736456357153378,0.2864517072199106,1.3743733862053218,0.7019181765534898,1.17642044892834,-0.023726673695714833,-0.5868800807878515,-0.14156793922895491,-0.8204738136529169,0.10503952873535535,0.0
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],-0.5461776296258177,-1.0826888132192831,-0.5795314337536881,-0.35488357533457615,0.15613606350990247,0.19430883272525,0.08809558922147781,-0.14910038753792337,-0.6466869397277185,0.37960757439972737,-0.1525078716495091,0.09967730606912001,0.15650377358977205,0.02150840642258766,0.06586777609938696,-0.41349464893047244,0.0
Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O,-1.1926971263901915,-0.4552861230868144,-0.8084450647759205,1.0476007621946921,0.772510670209079,-0.6093981913368283,2.4247706189890335,0.07512217381554208,0.7234298024787085,-0.07306959120430712,-1.015756092160842,0.3593786063609712,-0.7773129443187639,-0.29084828888960096,0.25535522295126833,-0.17178864515790995,0.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,2.921616092175655,-0.6989069165301346,-1.5899098648882404,-0.252947784250342,0.31287518782333384,0.5163954242086186,0.11793360018792655,1.5496508474036135,-0.5311303696225845,-0.6685499515023905,-0.05813663241191677,0.37935006206677696,0.3667784711784598,-0.832043590987882,-0.7788375892332817,0.1306288006691849,0.0
