SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,NR-AR-LBD
CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1.Cl,-1.0891662898030259,0.1408777970413467,0.22055576595913745,0.13813337582368423,-0.24890602123288919,0.9655379659558632,0.7508282136278407,0.8418668057751663,0.31247995547577884,-0.1922031998658432,-0.3913832072946162,0.18434627852297264,-1.1288343100004514,-0.4016893545489549,-0.43434501069069475,0.24422106174048766,0.0
Oc1ccccc1[Hg]Cl,-1.1440992141608324,-0.5372127992348529,-0.6055889662291892,-0.8032697710337,0.20581504230942962,0.04994385599685202,0.8804072145431414,0.053593493645551216,-0.028619268749730316,0.2919246519512291,-0.48521686445889933,-0.16623211336808744,-0.11309601173686225,-0.4170168575522086,-0.017409954960551498,0.04918603369151935,0.0
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-0.1564116422203185,-1.708736935283942,-0.2952501788077043,1.9484865229309216,-0.7196921113254896,-0.346058906219891,0.040330196461143,-0.013862413236714704,-0.593174594231552,1.0009399417902547,0.9613413037433901,-0.053867508256802615,-0.20902676733531061,-0.39426469492038857,-1.1565949657057721,0.45269472494564283,0.0
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,-0.5125687353312487,2.002126854609142,0.17844335477651135,0.5222907489649481,0.039350156372764594,0.06908190763750953,-1.5262333900156175,0.7660994458458132,-1.267855619099739,-0.8625323682388403,0.2903391498521348,-0.6500996700537066,-0.7007605584170271,-1.4451681504557052,0.34287909982014164,0.659942670221959,0.0
CCCOc1sc(C(=O)N2CCC(c3cc(CN)ccc3F)CC2)c(C)c1Br.Cl,0.14751053406775655,0.7838245979374974,0.8822085429626871,0.9608272285134168,0.10750934773520895,-0.5481698655125049,-1.6488598240557593,-0.3684235558616306,-0.616122822786324,-0.3196549075289363,0.43047540733078,-0.13729634717870445,0.5047941888966062,-0.06823042228877396,-0.10873474363692112,-0.15127764133306354,0.0
CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,-0.8818469611047789,-0.41910712645799814,0.48187579471004716,0.5938463361474494,-0.04863553370634716,-1.2859646391619783,-1.2308376414404607,0.0006197027423887934,0.8392797191210372,-0.9895388670642191,-1.4289839953678247,0.2433059103174764,-0.8841050245378265,0.39271949684639834,-0.07114921092922115,-0.06975980600030049,0.0
CN1C(=O)N(c2ccccc2Br)Cc2cnc(Nc3ccc4c(c3)OCC(CO)O4)nc21,-0.28909144184781105,1.5869280384998783,-0.009636487308205042,-0.38037721723072804,-0.13764796017037437,0.1753472936630661,-0.6181956998780226,0.6033065499054504,-1.0208743704899241,-0.04289450313193924,-0.10586056592767093,-0.9369504220447998,1.3888051366195164,0.8428413253389554,-0.15581402407358136,-0.3592047694506012,0.0
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Cl,-0.8834178121543906,-0.8296673773389461,-0.8384110295827066,-0.7899548635321179,0.4324704428619462,-0.41482943843881664,-0.7649062679823182,0.06813775927464644,1.11510420883363,0.4601781839658487,1.519883067601363,0.5266753788418124,0.05287303876407955,0.0408123864426433,-0.6183622119942569,1.089259576323061,0.0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,3.6259537025063806,-0.014358992659347276,-0.5276989951200205,-1.1548330715003798,-1.2065251133494486,0.11326341153086092,0.09105101851203068,-0.7156880111942105,-0.6339579725116435,-0.3524772894112917,-1.0648345174735825,-1.4296662372243873,-0.7348754788986476,1.7957555925307342,-0.5422913874407918,2.8997110677955034,0.0
c1cnc2c(c1)ccc1cccnc12,-1.346805666032882,-0.55055674801983,-0.7425595634520101,-1.046187188905672,-0.11567102203414151,-0.09443655046554848,0.29893827957208646,0.9595666774099265,-0.8472953457782021,-0.6516860334398782,-0.2525597366126522,-0.4989572485005989,-0.0660892311157535,-0.07910142516741592,0.1366719858100305,0.05737019363101923,0.0
