SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,NR-ER
Cl.O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,-0.20899271209364598,0.37250457935824116,-1.033669305022422,-0.008305087292478504,-0.33557631219862977,-0.4743929572393678,0.9091510987033443,0.18250817520940557,0.13828261110751489,-0.17547337890825557,0.8608254712664313,-0.4110549565227514,0.05928366405481241,-0.11683097837984031,0.6469777635668359,0.8057723650907269,0.0
COc1ccc2c(c1)OC(C)(C)[C@@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,0.0738290075598119,1.7472414157138811,-0.7950780608310781,0.27139787864932546,-0.15840747645475026,-1.7174469579980225,0.35071885149836307,-0.7632443564017835,0.025093027517979614,0.6059203113429809,-0.9988998950523013,-0.24622719858095563,-0.8220255565480106,-0.221067102406369,-0.2955230167874213,0.29256325540253797,0.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-1.4171682882716965,-0.581918934366754,-1.1488605221254582,-0.09552097619490456,0.21782108603589623,0.833428423704576,0.7440252436714809,-0.5698146337301324,-0.4324355631901499,-0.768096592883869,0.47456038126041844,0.07042021851642588,-0.8689874162532185,-0.1390281549298535,-0.04435036239562972,-0.05781932033997757,0.0
CC1(C)CNC(=NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,0.1719368190434794,-0.7292095955355798,-0.771795268123246,-0.10811016060775144,0.1331158698045376,-0.07234985070597658,0.25940343748329975,0.1812949152030528,-0.03726031645028674,0.3213104545626078,-0.25931714822081475,-0.43615933058821477,0.19218818907907786,0.8015471134734818,-0.08064455453955723,0.7553594370010863,0.0
CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC.[Cl-],-0.15675284060141842,-1.6081423697920196,1.2899425331147496,1.1537190220938591,0.05464809611553597,-1.2464389605917834,-0.23861525825274343,-0.5437826292044581,-0.47865974851022575,-0.6069694770552251,-0.044206782246324336,0.16647545131998961,-0.34025969941249845,-0.7660660545227853,0.12276039686135738,-0.09569330622098719,0.0
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,-0.45514232957178846,0.3437443388576848,2.1288949850671672,-0.5535185019770656,-0.36602548971934834,-0.9754964365815024,-0.9175857831046971,-0.46508807008552505,-0.879055016958463,-0.0483673519376589,0.4186616871701039,0.661907078790572,-0.0892923977567403,0.17146736157802114,-0.5933894740023908,-0.14729664440762208,0.0
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12.Cl,-0.9613344778750763,0.7831227967410122,-0.42305412857777325,-1.0324279066186548,-0.8722151000706728,-0.6935086629167514,0.7817901939841223,-0.6380971949576238,-0.5114678917618063,-1.1654524554783547,-0.16422197730385826,0.009362196088235289,0.1817532802570531,-0.7258369389320208,-0.43354453439518037,-0.37125348731635033,0.0
CCCCCCCCCCOCC(O)CN.Cl,0.044826589685176756,-1.3496588903609532,1.8017383197372745,1.4173289864202743,0.5781966271844875,-0.8518146867552739,0.12965959966846197,-0.17057238149059176,0.03649657530126535,-0.06911879284081125,0.1850653854630037,-0.14947859386536144,-0.2066657051634414,-0.8261669333837358,0.09456224823243889,0.03856456759432676,0.0
CCN(CC)c1ccc2c(C)cc(=O)oc2c1,-0.3584072747960425,-0.5385358955977286,0.04690507929044746,-0.13225002664278804,-0.4489963802364875,-0.39853840924457007,-0.3015253948496454,-0.3877273244088905,-1.0726168800148388,0.37899552788809404,-0.19710188160338274,0.6723207391258973,0.5051622092902106,0.419275952518476,0.9933024466004121,-0.20965618796078356,0.0
Cc1cc(=O)oc2cc(N(C)C)ccc12,-0.42021777617311273,-0.7059706555736016,-0.4884478217264023,-0.43580496142163766,-0.5348267056443412,-0.3193661405222461,0.029008388847513996,-0.18323157810553029,-0.9049259038955044,0.22771805592375663,-0.6366624698867985,0.7073502734284861,0.6298648121991027,0.45670980947344014,0.8767393868351654,-0.27477111877408844,0.0
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,-1.0814947238444375,-0.08706150912176408,-0.16808593783369621,-0.22434854234283208,-1.036959870253911,-0.04525486217187298,-1.4842309788294732,-0.8341540462434843,2.2457668053967805,0.562784957631499,1.0056406809666671,0.6364593737653428,0.5045378522928848,-0.10777451163233119,0.40067133921688325,-0.019645787614696587,0.0
Nc1ccc2c3c(cccc13)-c1ccccc1-2,-1.032452685129597,-0.6014964401275356,-1.2509700027632817,-0.3374857688547186,0.49484511051624097,0.24678741268960908,0.6970728557434266,-0.27736073622415514,-0.5489652127512548,-0.2840859207820614,-0.19518470634381413,0.20518793155045126,-0.1519275461747348,-0.5839901013017087,-0.33680225333312397,0.04582531089529559,0.0
CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC,1.1575804194078867,2.05106007076324,0.8969859203845257,-0.566731434353805,-1.6492289686172577,-2.0368762768697914,0.1252989156072534,0.1651162010273277,-0.39415289082639643,-0.3229634138081442,-1.1187642191854839,-0.23422152769109164,-0.5556267665324365,-0.7301889527614346,0.4731702472858283,0.6469392983687309,0.0
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,-0.4268853003164959,-0.31780620315053576,-1.068529200863198,-1.1365201229477475,0.16828185608619078,0.33530225997734253,0.03060847656986227,0.5473112462685533,-0.9408755448838176,1.3001628506175273,-0.2789150611373808,1.2750369976836702,0.1592197997932426,-0.10674854814224104,0.10411234009590868,-0.29266730087341336,0.0
CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,0.26414931134465214,-0.7141250323615005,0.9023298865633053,0.6816758254165278,-0.01559144900898679,0.5698962838395305,0.21299704815258022,0.0483691475961208,0.9660809676596444,-0.09564458825777117,-0.38581896420324285,-0.025881260914458415,0.5112681323233874,0.3185602359833455,0.06423051930858518,-0.28172477282733693,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],-0.2246595013739751,-1.94715533215693,1.057678129939603,1.4453394380579994,0.6240663886070139,-0.7201828693187432,-0.40240231157648804,0.025919400266740996,-0.5337023972900435,-0.3110930658999764,-0.011778336794011472,0.30491144606949616,0.08729943509157463,-0.7357396128839337,-0.06190223688241464,-0.060402942404499456,0.0
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,-0.2655055177084739,1.3429560048301599,-0.5806841726434159,1.5793652523626642,1.1189842173399092,-0.12610426485672538,0.5478031761161528,0.4992874358788711,0.307742164799839,1.0803502242393066,0.17873473367434584,-0.924865596137654,-0.12464845384259818,-0.10543016173293526,0.07663349593118587,0.4874208463129655,0.0
