SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,NR-Aromatase
CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-0.8961391588326711,0.4939247961100216,1.9269446724907258,-0.38281055079094184,0.2619758989963407,-0.6397791378592961,0.42133564289296505,-3.178326661106226,0.3981676651594843,-1.197279834633838,0.6054213186797358,0.41902100277073057,-0.23574034722125953,0.7413507370490793,0.003068355782860038,0.4383122256664924,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],-0.8693747637709166,-2.599915183230843,0.2481968317117396,-0.30981362463953144,-0.2205128555048072,-0.22871411921537843,-0.05709193168445868,-0.29084855631789797,-0.4712247618948246,0.0912142251570475,-0.7129381055188188,-0.48382930291006043,-0.11120531987454861,-0.3375320742142877,0.23264759425285522,-0.13076073317357526,0.0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-0.6706661252935585,0.7887959208335003,2.6961722571307036,-0.22563629096781487,0.9459775519473429,-0.7040839857978196,0.7849560017146612,-2.880231132654682,0.7942628674015625,-1.5822433886178189,0.5673715046583336,0.6400469606575594,-0.644124039960825,-0.39348075898529683,-0.5030823603367386,0.4644347805960922,0.0
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,4.542297488921498,-1.0065645218621513,-1.2098532114608165,-0.06490958759049797,1.1952304552662383,2.7891542936261744,1.1393079314144314,-1.8506807944917296,-0.1117701416409574,-0.609402564661345,-1.28805080806528,1.867181439058835,1.0794256223185623,0.6001498674102707,-1.1054962346957606,-0.8244855472771376,0.0
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],-0.8778394401563492,-2.5699865818448764,0.2595440866384129,-0.29071684342595605,-0.23690410110452165,-0.22728889396071764,0.03940021615712384,-0.22658865774257936,-0.4453745662409915,0.033799729735294715,-0.6333899497083441,-0.456552413041155,-0.02823743401633325,-0.3400500421774477,0.24601533012459717,-0.180616159467256,0.0
CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],-0.7974302003246108,-2.5549775972143705,0.34584509943923597,-0.2097539670089115,-0.0634674795630637,-0.2678219810067402,0.46080489678113057,0.07660999174553872,-0.5731934838575714,0.19783390219892708,-0.5833521167006929,-0.4460559443304509,-0.12988221381469392,-0.0521545765291369,0.3341038944864837,-0.04132870481413648,0.0
COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=CC23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,1.9094383557316075,0.09864418968733209,-0.15792393817506423,0.8643258503058419,0.7734889843475109,-1.8483078788069764,-1.1891770003197737,0.19738959082181473,-0.9411330920989298,0.9211063551627187,-0.22397245915753689,0.12280825307967308,-0.22909996834945032,-0.652116497279013,-1.2626155651847715,-0.4949878240189015,0.0
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-1.1743470128951736,-3.937133366778769,-0.07431826843071002,1.5661122076477658,0.8201136175855167,0.659856186863601,-1.2930975050363087,0.4141065096559595,1.5346238634529368,0.2938736965229704,0.925703228735267,1.0797070016419008,0.16818624440853946,-0.30311468903278727,-0.09745615259047899,0.2757103069445259,0.0
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],-1.2520248561226857,-1.3657652919489385,0.9822381520537988,0.31227844739791066,-0.45473034465003975,0.19252416431892685,0.36752541750522166,-0.5176099691426346,0.15109478630717013,0.5062328319919313,-0.5469604591894276,-0.5786101235220532,0.24198707980577083,-0.18206146649630292,0.272299091386604,-0.33289647534840056,0.0
O=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br,-0.15092415043952742,0.8934505974160202,-0.3084960519437158,-0.5964753502077358,-1.309118342556041,0.789128561088823,-0.8333623891599135,-0.365584787473359,0.7917723326345569,0.025128886224326043,-0.4717616794663907,-0.6699376420878869,0.15642051797346262,0.8640092207591122,0.7268492144918139,0.002027262505499527,0.0
