SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,SR-ATAD5
Cc1cccc(C)c1OCC(C)N.Cl,-0.4786284815393291,-0.2351892132883417,0.3045292803302312,-0.1493067643090386,0.33424351615746006,0.0434903710388872,0.5244550043846498,1.2037919052861206,0.5368118484975046,-0.2586601749539677,-0.21444277034316153,0.2106752417606663,-0.07955818567726233,0.3812788925178127,-0.39921718287898167,0.08492512388375059,0.0
CCCCCCCCCCCC(=O)NCCCN(C)C,-0.1765163109642578,-2.1029806045261945,1.6676440162625241,0.27014854125331195,-0.41703235042748493,0.0491187146645955,-0.276631077615802,-0.4204422895519452,-0.6128663194808583,-0.14437699175346264,-0.04988874337902666,-0.12391515436742043,-0.20196579069155388,-0.6495018297520204,0.621298382605419,0.020726110332034812,0.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.7190224583406905,0.379333179232178,-0.16475554427646913,-0.6476465921744885,0.054971154259744255,-0.6485945137787139,0.2776756446027812,-0.7007609138064848,0.10566662940088448,0.4158249569118726,0.6332616665108738,0.40877841169242435,0.31892988108424336,0.6144164969020086,-0.8145308143800689,0.3542518290443822,0.0
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],-0.7790356896630858,-1.0215219525549561,0.07085983977480512,0.05717976247453086,-0.6815900823993372,0.6064060480429567,0.11700642847526964,0.3476138867393546,0.45255169170389636,-0.26983428390612213,2.4985877045479725,-0.015320835493433674,-1.6483026722723406,0.4835761347090593,0.35792491594695053,-1.0826876072289133,0.0
CCCOc1sc(C(=O)N2CCC(c3cc(CN)ccc3F)CC2)c(C)c1Br.Cl,0.6288798651015944,0.5375452765754363,0.9127575386527895,1.0280319186402214,-0.8160501026387654,0.8746353583498003,-0.6803292501762657,0.022643702937302317,0.44859158413443284,0.4482126928630797,0.7854880892810577,-0.2625260429761627,0.781595296947235,0.08528443638771503,0.34172112917275044,-0.18390304889898132,0.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-1.3344093246553312,0.20516934764242944,-0.3306165091689797,-0.8121268062760416,1.254028793919847,-0.35337159608286894,0.4539856672676499,0.2868528837566726,0.8645831642199511,-0.9773390026288866,-0.421015877689945,-0.20386820670982087,0.7459372047274141,0.39993110384852726,0.6390140444242618,0.19335877446889166,0.0
O=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br,-0.27795277956620756,0.8062857183284947,-1.0467542991425844,-1.150890731754125,0.7926800204692597,0.8321766538835034,0.3471197515591711,-0.7746252475248048,-1.4684265681799196,-0.04060361204818901,0.3283978984682084,0.7086765363355865,0.5217016335294556,-0.1422627510183774,-0.10763855541839626,-0.42161769598866,0.0
CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,-0.9382378481133267,0.0207414728622137,0.5380512164730901,-0.4140571520564843,0.9458164222575268,-1.0980043317680601,0.5680907702258541,0.31441166944935783,0.5415998105977461,-0.062453786523207336,-0.8114414515510513,0.03879945630652005,-0.2547456856930902,0.5917373097418556,-0.4467390632565005,-0.09339292981398409,0.0
CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl,0.17960579460921894,-0.025488060885640835,0.02535433649823569,0.43487329691662563,1.3089681662613393,-0.22563814056263515,-0.6895366393684454,-0.007506090585789034,0.07268604515551674,-0.30608031253735357,-0.5346098819343741,0.7516683202232969,-0.0021100942672214393,0.8373862714375377,-0.19490617930036105,-0.4353979953913703,0.0
C[C@@H]1CC[C@@]2(OC1)O[C@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,3.0185934271721635,-1.2334113936017643,-1.0605979586002259,0.6729501194676035,0.3032401470321662,-0.8015813778732191,-0.36024040443152244,1.0266242464759685,-0.5834839798900658,0.1435302893079997,-0.42561895948560463,0.4015533154292816,0.16097314524600667,-0.2122062033493962,1.3281494550333945,-1.455229386085703,0.0
