SMILE,QED
C=1C=C(C2=CC=C(C=C2)CNC=C(C)Cl)C3=NN=NN3CC=1,0.9427341589557963
C1C=C(CN(C(=O)C(C2=CC=CC=C2)C=3C=CC=CC=3)C1)C(O)=O,0.941368363601155
C(CC1CCNC1=O)(C(C)C2=NC3=CC=CC=C3S2)=O,0.9400251094322188
C1(=CC=CC2=C1C=3NN=NN=3)C4=CC(=NC4COCl)CCC=C2,0.9396375469860871
C1CC(CN1CC2=CC=C(C=C2)C3=CC=CC=C3C(=O)O)F,0.9375382200407932
C1(O)=CC1CC2=CN=CN2CC=3C=CC(=CC=3)C(F)(F)F,0.9358919322602551
C1(C(NCC1)=O)CC(C(=CCS=2C)C3=CC=CC=C3N=2)=O,0.9306618057415537
C1C(CCN(C1)C(C2CC=CC=C2NCC3=CC=CC=C3)=O)=O,0.9290091038351983
C=1(NC(=O)C2=CC=CC=C2)C3=CC=1C(C)(C3=O)COCl,0.9256744655388225
N1=NNC(CON=C1)CC=2C=CC(N3CCN=C(C)C3)=CC=2,0.9248299408598898
C12C(C(C1(O)CC=C3C=NC(C4=CC=CC=C4)C=C3)=O)CCCC2,0.9202111378196083
C1(=CC(=CC=C1OCC2(O)C)N=CC2)OCC(C)N3CCCCC3,0.9199738639515119
C12=CC2CN1C(CC=3C=CC=CC=3)NC(C4=CC=CC=C4)=O,0.9181108770707138
C=1(OC(=CC=1)C2=CC(Cl)=CC=C2O)C=CS=3CNCN=3,0.9106249326135697
C1=NC(Cl)=CN1C2C=CC(C)=C2C3=CC=CC=C3C4=NNON4,0.9096239120771823
OC(C)CC(C)N=C(C1)CN=CN1CC=2C=CC(=CC=2)Cl,0.9090653134236398
C=1CC(=CC=12)N=NCN(C2C)CNC(C=3ON=CC=3)=O,0.9079609560679053
C=1C=C(C(=CC=1)C=2NN=NN=2)C3=CC=CCN=CCC3,0.9073349523140207
C1=CC=CC2=C1C(=C)C(C2CC(C(C)=O)N)C(=O)C(S3)CCC3,0.9011055293692951
C1(=O)C(CC(C)C)NC2CN(CCC=3C(C)=CC=CC=3)C12,0.9002365756128208
C12=C(C=CC=C1)COC(=O)NCC23C(NC(C3CCCC)C)=O,0.9000749660348656
OCC(C=CC=C(C=1C=CC=CC=1)C=CN2NC)C(C)C2C,0.8991554414321762
O1CC(CC)NC=2S1(C=NC=2)CC3=CC=CC=C3CO,0.8967447004961195
C=1C(CN2C=NC=C2CCC(O)=O)CC=CC(Cl)=CC=1Cl,0.8965926890345945
C=12C=3C=C(NC=3C=CC=1)C(NC2C4C(C4CCC)=O)C,0.8946887234560476
O=C(C=CC1F)CC2=C(N(C=N2)C3=CC=C(C(=C3)C)NC)C1C(O)=O,0.894004615449597
C1(=CC=CC=C1CN=N2)C=CC(=CC2)CN3C(=N)C(=C3CO)Cl,0.8929318595753551
C(C)(C)CCNC(C(O1)=O)C=CN1C2=CC(=CC(Cl)=C2)Cl,0.8923641458603908
C1(CN2C=NC=C2CC(C(O)=O)CC1CC(O)=O)=C(C)Cl,0.8916508341277514
CCCC(C(NC(C#N)CCCCC1O)=O)C=2C=CC=C(OC)C=21,0.8914167628289157
C1(C=2C=CC(=CC=23)C=CC4=CC134)C5CCCCC5C(=O)O,0.8910500361113659
O1C=NOC1C(=O)NCC2=CC=C(C=C23)NCC(CS3)C,0.89030653004748
C(O)(=O)C(NC(=O)C(C)C)C1=CC=C(C=C1)C=2C=CC=CC=2,0.8899334750152937
C(=O)(O)C(C(CC1=CN=CN1CC=CC2=CC)(O)O2)CCC,0.8896576671751882
C=1(CNC(C)C=CC=CC=1C(O)=O)C2=CN=CN2CC3=CC=CC=C3C,0.8895818384671095
