SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,SR-ARE
CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,-0.9762897442584582,-0.23258837499239582,-0.6321415083036052,0.9827187898901719,0.4383596544180715,-0.12189214545182228,-1.5410529055244424,0.4021517522869092,1.4869372675625152,0.3415233115350888,0.023412039226177885,-0.23747845367202527,0.7679187773641701,-0.7987175199048347,0.4635665399423372,-0.3946685644929461,0.0
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,-0.4641190807065887,-0.21130656824613214,1.0341178960400814,0.5059240171061673,1.5567322357277025,-1.1001917376922314,-0.6713200954574432,-0.47889369798105097,-0.7034680842388631,0.09387136659132868,0.20174276968464816,-0.3971952385096678,0.19794817996080047,0.4003733814371928,0.4255924357566009,1.9577675262838932,0.0
O=C(CCl)c1ccc(Cl)cc1Cl,-0.545610786455046,-0.1459562320268789,-0.17865087964069779,0.8098843481986755,-0.07026704823995636,0.7136631336354342,-1.3625549872047629,0.2752713794444991,1.5572483598858986,-0.3529719264131755,-0.4716874165676212,0.12937173521434736,-0.09981626476117764,0.3607848672647953,0.3374709903766934,0.3256849866948463,0.0
CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],-0.7852402845831115,-2.178782011674368,0.3832892568634324,-1.234000468052176,0.8176038602025728,-0.6982612890453757,-0.4997162092602628,-0.6992649436043766,-0.40016254304427923,0.4695895212674391,0.1839217301606492,0.1075204486248326,-0.042810386467408194,0.0836841636193749,-0.14449927536456725,0.5089981579317139,0.0
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],-0.9452006901997548,-1.407031818385746,0.3348306639543604,-1.5981997605693716,0.4632868476819926,-0.7959887056750066,-0.49226661670029737,-1.0734478344498226,-0.211505125676944,0.18882819528624747,0.1274480371830815,0.25109027689219965,0.3965284726294319,-0.16591419355132456,-0.20190329568181262,0.6791408788665632,0.0
CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,0.7734244815113976,1.445761463844595,0.42097014142834877,0.09260451031947242,-0.8273002384038365,0.29370432149975434,0.2804420895201036,-0.31345380385780286,-0.3363651854147479,0.5716527311494205,1.2960310829704424,1.8146906691169407,0.8706624385304877,0.991534950325521,-0.9944370492462862,-0.5181568483568876,0.0
C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N=N2)[C@H]1C1CCC(F)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1.3937139408028567,0.16665335278395296,-0.4140057871513072,-0.5909478949009206,1.1947138538090272,0.07507297214626366,0.26027269344579895,0.7716145551867768,0.10443085628622918,-0.08952614542175902,0.5785907899347482,0.5716688494974157,0.44272568925910766,-0.46243556216471593,-0.162059714094909,-0.9686752479656727,0.0
CC1=CC(=O)c2ccccc2C1=O,-0.6551508000126995,0.17992454090951343,-0.7883884720128105,0.03934437388277692,-0.7077153214560383,-0.3340087015061761,0.3158572035809446,-0.6241305718968571,-0.34904559827914944,0.20976936090441073,0.9828837352454562,0.5961221461576474,-0.18676024795772758,0.03825659197142056,-0.20778649276679403,-0.26768339467933105,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],-0.758808006194849,-2.1378557763367323,0.36826501680113544,-1.233939815021427,0.848744027775141,-0.7820646049495263,-0.35711096402369563,-0.7380999452670678,-0.25455465342331773,0.17227126064778137,0.16142367338135113,0.17804945278534695,-0.08776564371027162,0.0716297277710487,-0.12303537598280846,0.5730728379768933,0.0
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],-1.1063411032311026,0.7349290259037888,0.1822621086553407,-0.2240164007832928,0.14969748136438463,-1.7819970140789114,0.5475707280611637,-0.13207848189300012,0.09882067985723965,0.10789377262700268,-0.9886150822450794,-0.4622709577319656,-0.006197190427056019,-0.9681866490066585,-0.1279985803875613,-0.1604833500807386,0.0
