SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,NR-AR-LBD
CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1.Cl,-1.1908911983203483,0.3511692460460902,0.18217698646771896,0.08105540824566691,-0.5202013468426636,0.9675409384871466,0.585326894017762,0.9502877687829406,-0.25462691026721496,-0.7313510760013829,0.12262616419908832,-0.48443308554329284,0.7396099694039595,-0.5503696110620184,0.1627140503585227,-0.1881745364551522,0.0
Oc1ccccc1[Hg]Cl,-1.3432034784363238,-0.5407954323914037,-0.5532221585325179,-0.8096939292961866,0.14478642248727946,0.3349891803539352,0.7531138421916194,0.14174413740250041,0.09843662043490822,0.1695326360189357,0.5419309254885281,-0.35010480197297283,-0.0490037388377503,-0.2699609724077918,-0.005191064416916751,-0.27793690390297165,0.0
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-0.06287497887499549,-1.6658253420101559,0.40244409416465476,1.9342966968387743,-0.40447782566045415,-0.5015551146860987,0.3717004969849434,0.344990761375501,0.05780534882202908,0.9967847454791295,-0.34795401640536155,-0.0419566716139161,-0.16807901721010174,-0.16008732542775841,1.1744149814795735,-0.09166538900353921,0.0
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,-0.369669193401732,1.980250153134748,0.31557467199316164,0.27548952302173507,-0.06812180679646994,0.33357077858761486,-1.3768205143728245,0.07234460348332808,-1.8959697867038225,-0.20246249019133666,-0.9406679018755235,-0.7755944766360112,-0.27927285025041076,-1.419933574758643,-0.01138561127936316,-0.30583013098956024,0.0
CCCOc1sc(C(=O)N2CCC(c3cc(CN)ccc3F)CC2)c(C)c1Br.Cl,0.16472087154971835,0.8048443811155934,0.9061508047763878,0.932259663530071,0.49966519439263896,-0.7657337877676411,-1.720944210589708,-0.06382813915653486,-0.2935332681180387,0.1915511797315331,-0.2853745791267528,0.016208347319627392,-0.44159493815470424,0.1665995703043948,0.25784399491443477,-0.11820711945527287,0.0
CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,-0.9265685691187752,-0.3211533665292994,0.456764214584962,0.5020949315913368,0.15677858674101713,-1.2248041091956705,-1.4634269850960981,-0.12050704515550223,0.4762123444155578,-1.2262387988669101,0.8340951911644974,-0.424186395966695,0.939508825144779,-0.055102777411939745,-0.5867195284559799,0.600880364002973,0.0
CN1C(=O)N(c2ccccc2Br)Cc2cnc(Nc3ccc4c(c3)OCC(CO)O4)nc21,-0.16396770530548396,1.8439837696169976,-0.1711153624024659,-0.1687402352505403,-0.2174042557490038,0.06110382190041104,-0.3866855556877997,0.06846258693777159,-0.8625414428204512,-0.05258797704970833,0.14989773963600048,-0.3431901847050234,-1.353281566361512,1.4347471934014613,0.14304888672288538,0.6669531038305607,0.0
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Cl,-0.9099804243147835,-0.7878350580250391,-0.871231392914877,-0.8736349728825539,0.21981105089100703,-0.30473061297495413,-0.4650636454619527,0.5713089581981349,1.4577046639856084,0.3912185567723351,-1.0896886083263144,0.5666199972694695,-0.06893089749053821,-0.26501123529706666,1.0122659552466677,0.6081391275867513,0.0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,3.386445003009591,-0.33059078872563574,-0.770327729015452,-0.6773553447704648,-1.3755941722412341,0.024411298857259015,0.11348142624569381,-1.136567989396752,-0.8763216736676166,0.40555394470751105,0.042805322380929094,-2.0875065312602192,1.0658127780904034,0.11504114643906774,1.0473587993513478,2.6080470246774303,0.0
c1cnc2c(c1)ccc1cccnc12,-1.4216102642680541,-0.6135351309838387,-0.7670074474792835,-1.0322056662242154,-0.28567623039329165,0.02802512892477673,0.16032706595252105,0.3850370742265443,-1.3721873161460076,-0.3830226575245115,-0.023918919802347106,-0.44768171141814167,-0.24137319109374122,-0.17109164843411603,-0.01294911303172145,0.01451545958168163,0.0
CCN(CC)C(=S)SSC(=S)N(CC)CC,-0.5235720711786594,-1.581620429295607,-0.4045065464267102,0.834853039062706,-0.7511273459324038,-0.2734245022229238,0.09692560960476336,0.04898449679071865,-0.17299612676313997,-0.3310904254955348,-0.21220573438376794,0.2647698460925583,0.026698076914369876,0.38979721712348436,-0.11189811827773449,0.17683941759894314,0.0
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl,-1.1437854807568741,0.17540233107823597,0.6121312969998851,-0.10828492607705449,-0.25204969604133143,0.4852217430146186,0.2723196791872184,0.19737616162577626,-0.717024380449422,-1.2376000431326755,0.032622121644999336,-0.3597921797754867,0.23801371476709204,-0.41389384175300215,0.1365786669538096,-0.5110955107972481,0.0
CN1C2CCC1CC(OC(c1ccccc1)c1ccc(Cl)cc1)C2,-0.37474796193513527,1.2890476518172673,-0.7352734915839861,0.015501296646415282,-0.06946458230617121,0.5008560444236743,-0.12602420501517242,0.6480494228582824,0.22224399574078685,0.37246880666060467,-0.24430892270433774,-0.944656412106773,1.6005778030128959,-0.8054625961540602,-0.3523848728829919,-0.38015673372067843,0.0
CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,0.3539171783839974,1.400485877386652,1.5716852299348973,-0.26466359300257125,0.11845191196691161,1.9317897447421681,0.49244569205060956,1.560853274519816,-0.1142806121679717,0.9621898621596294,1.6064824862180838,0.6555046855953864,0.4608687541059522,-0.5724996674262943,2.0705798277462386,-0.6297727949331677,0.0
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,-0.440873481931025,-0.5530606673165969,2.117575074270422,0.8347114882453929,0.7440612815686071,-1.1897842821949802,-0.5207534286190283,-1.4518254993169442,-0.12470809629282735,0.006370767755731268,0.5684424202289879,-0.5335947390639999,-0.17003137647988617,1.4994534454834358,-0.40810312508572066,0.2445132377794013,0.0
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,-0.8621889355879635,2.2849911493358386,0.26799905795789447,0.7912316658446832,0.23116942055792603,-1.0023033334635358,-0.9483638403504432,-0.29189389151957595,-0.35450166774136704,0.37365731588120565,-0.8155425381233365,-1.3567852234377527,0.25838124068732066,-0.6895569167325248,-1.1695116449513834,0.9184886191747769,0.0
