SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,NR-AR
CC(=O)O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,2.230766403641784,0.24920962140381223,2.580003948894162,0.22588302223941312,-0.4215985559090952,0.27637785933281334,-1.2505033049957435,0.8957930562925008,1.461046550604138,0.7089718021539441,-0.30064982090160824,-1.1659145825836787,0.8044455115290449,1.2666232299738083,-0.8495655945601925,0.9910840826782354,0.0
CCCCCCOc1ccc(C(=N)N(CCCC)CCCC)c2ccccc12.Cl,-0.9674077792566055,-0.7550304718053068,1.6642084631412728,-0.612170297901381,0.3422613748420227,0.3353130362966284,0.7919885860874998,-0.7463518214575788,0.2453578946730422,-0.4233669862753575,0.11230781049930759,-0.1623502838410212,0.6690450994612254,0.3745253365556176,0.12948949597868983,0.1413821763891809,0.0
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C.Cl.Cl,1.5835035412167886,0.1939240064962137,1.4901829526179833,-0.05978865551924527,-0.11008443624676804,-0.7368359467851462,0.028080036972845605,0.11940490744372009,0.7759482089320422,-0.21282380103374562,-0.07913481673900934,0.8026205518519093,0.8075558009428657,-0.7087712053064502,0.03933096024439196,0.7454304064231938,0.0
CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC.Cl.Cl,-1.416103044189396,-1.7012024213496248,0.4486568671448112,0.4401632013536624,0.4230765356747038,0.16519565973062603,-0.1441382773105214,0.5867125943465019,0.42719335691630506,0.24348184612497917,0.4132734529029822,-1.1158729083821073,0.5842429608757117,-0.07978163904308477,-0.22449306686011788,0.7605056721385641,0.0
CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.[Br-],-1.5335439354479157,-0.9504388208223182,2.0578452313542757,-0.8662161295541085,-0.20228066088733843,0.5496688215217223,1.0289689218680482,-0.3296093181998663,0.9449645847952018,-0.601776201927467,0.053634459033811,0.5269671107937028,-0.23234474447406633,0.5515352249608043,0.9329130845383423,-0.8002346862798989,0.0
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,0.8294809638707848,0.929715830617336,1.8282226397598988,1.0971981517955285,-0.9960472890897956,-0.6823611506502472,0.07004945906472222,-0.43403066907847665,1.9278567679864658,-0.16289551947058542,-0.029657303552233272,0.8014458657097421,-1.3093153040277867,-0.043476106290848256,0.7108838989029697,0.522779289667292,0.0
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,0.347128967533782,1.139308716350201,0.9253237820603957,1.6376652291621818,-2.2902508060160605,-0.38212503590318914,0.06653129179732803,-0.5734086362750203,-1.0065230707926396,0.6826436911258755,0.6811912211703416,0.04839820466081077,1.295292822023594,-0.1132780720325073,-0.3449730056376762,-0.3311290408920299,0.0
CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-0.5067044655924275,0.5809809419768277,1.3248306372354366,-1.704681048150185,0.36112688548248806,0.43017798424869896,2.867956338213897,-0.08039717362327944,-1.0657078805407443,-0.09369990459912057,-0.26955233526893935,0.481459214531955,-0.43876580503807106,1.026315928426339,-0.09714498967383507,0.9763042814584791,0.0
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-0.2893171913439905,0.3989450832925434,-0.0834190853281363,0.30078262180970433,1.2487548813586211,0.3053082888120268,0.8488653619273663,0.6558118342772635,-0.44764456851927564,0.28627913194733046,-0.02955971629197651,-0.6676238775787332,0.1865262755842309,-0.6515488167797218,0.49960523189617556,-0.2809249652837258,0.0
C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,2.215707781628547,-2.031926252949678,-0.7139812180316499,0.4604593945299035,-0.32092924279821367,-0.817224093523171,1.591622335850014,0.3766234778623186,-0.10138025823328,-0.7665694721832758,-0.44679681924843223,1.6558892014114006,-0.4640056768464635,0.38102989925011854,0.5321994066494301,0.1533668143156944,0.0
