SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,SR-ATAD5
Cc1cccc(C)c1OCC(C)N.Cl,-0.5735931183977887,-0.23773123134910115,0.34867720877165403,-0.22326925491999008,0.1811309402392131,-0.04524890809646081,0.38323793223611624,-1.2829779409067255,0.3848055062970233,-0.6495858803169267,-0.207270615734317,0.21054349964598787,-0.1994600003954266,-0.22845817097407106,-0.073435260183244,0.4397446012458285,0.0
CCCCCCCCCCCC(=O)NCCCN(C)C,-0.16326265448296012,-2.032483029057138,1.6784699267197372,0.5188702214145546,-0.1953605037678211,-0.35132131433038477,-0.09629147357405661,0.36437716213973637,-0.3520430067713455,0.1553945516501158,0.133335657754115,-0.23258147343700167,-0.3335374120732311,0.8132513183754237,-0.05196795607998341,-0.8771792734282491,0.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,1.1124687433344043,0.18092895658044172,-0.14108067315483402,-0.6993321823519334,-0.18663681215577327,0.9890980401252887,0.21069928218742992,0.42750565571841914,-0.2551471601077128,0.22906500183319065,0.12517311098124023,0.6378071932338103,0.23882487792642454,-0.9373600969994215,0.27988420661246727,0.5117126977710779,0.0
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],-0.7508546051257096,-1.0290527327997696,0.13950905229628557,0.2779439749275851,-0.7250924507513727,-0.6117876900741326,0.46201153383044796,-0.5059867366776672,0.1474260984803441,0.1730209150195624,2.8020381297834693,0.09217371798226921,-0.6455529668654614,-0.9812332238588338,-0.3385756039546,-0.09746726635693984,0.0
CCCOc1sc(C(=O)N2CCC(c3cc(CN)ccc3F)CC2)c(C)c1Br.Cl,0.7265117908522535,0.6157435533738053,0.9549842941077281,1.133825812958304,-0.7170013284246357,-0.7854333484135426,-0.40179190506074136,0.19988490416409538,0.6583591962820291,0.06225796729836577,0.4552611565499345,0.32234626726885063,1.036594076350586,-0.25844094707523063,-0.5924941676752395,0.16571222126219606,0.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-1.4589955928752625,0.2377871258966046,-0.3383237789626418,-0.7981541936359052,0.8861596567244767,0.6536591399155273,0.16731679582709572,-0.3853974718696687,0.48393338530489727,-1.2100281137924571,-0.47590519533305065,-0.17600166417454394,0.584735161220321,-0.22379003107045692,-0.31008931059562683,-0.5544532539864696,0.0
O=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br,-0.3265784696002613,0.7952983727217725,-1.0106122315593307,-1.5774395615984775,0.3325579584759313,-0.5875317395531774,0.7699851917884587,0.7043253122327475,-1.0751484940831615,0.19923633019100068,-0.1632102604139142,0.8250547572076312,0.1303991745197368,0.6458930206946447,-0.5194287441466022,0.39319268087640974,0.0
CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,-1.0091991584000997,-0.010400789296493677,0.4595849687944172,-0.6029307188896307,0.9711241774715454,1.1762634348220047,-0.06076963061822514,-0.7823449177574378,0.4905857724624984,-0.22064036160771436,-0.39947236092633825,-0.44625036094312165,-0.5482341988964987,0.0930700665520299,-0.4653619286039698,0.11232505367287661,0.0
CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl,0.12792471905270147,-0.11045693662928234,-0.07804062222573327,0.044943226517379656,1.3654193699031434,-0.1825819889077334,-0.687814486845948,-0.26667447212560225,0.10814381522722091,-0.3048805453024784,-0.5171808947569844,0.2999156817709031,-0.3810183861359572,-0.42540879035817003,-0.8091209763999802,0.49044014053324875,0.0
C[C@@H]1CC[C@@]2(OC1)O[C@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,2.8659915438669006,-1.0925021596882627,-1.0798752937214098,0.6311925971085335,0.3658309886170976,-0.02045087344947629,-0.7848404283201348,-1.2453049564104006,-0.6424282878698615,0.4660127963713443,-0.5977950004694458,-0.010494735160652267,0.3092763932486053,0.3577192338672694,-0.4252922299244332,-0.4570322828949857,0.0
