SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,NR-AhR
CC(=O)O.CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,1.514688213184477,0.30533217324308803,-0.20231267296429312,-0.20672884046330936,0.7041695138028555,0.806602015599073,-0.14035035282696745,0.49872538941346406,1.1192261898918923,-0.49724650688252026,0.267711596666087,-0.217191176704955,-0.07425117555862248,0.5650384726674296,0.4605591409981874,-0.396595947187281,0.0
C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,-1.2804030870005743,0.7916890387484233,0.3830180545727846,0.32178792540495366,0.1928629341233731,-0.5293141285072983,0.5989532853088982,0.25729482187782765,0.7608967389409604,-0.5276955943303969,1.522691392245303,-0.4005950951573632,1.2305505438417186,-0.3352215299200265,0.49089279001259617,-0.30260714871700856,0.0
CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,0.8074922033221387,1.5616229833334674,0.34832565569169366,-0.737560932027277,0.3734002650272039,-0.2327113427142891,-0.6869412575536649,0.11107666739091362,0.5581473535397559,-0.7250952992852353,1.0111767937556462,1.4079555832986945,-0.8823956700676945,0.2697635448382611,1.629610047790564,-0.65890113973335,0.0
CN(C)C(=O)C1(N2CCCCC2)CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)c3ccccc3)CCO2)CC1.Cl,0.2865967846518117,2.1519779868730375,-0.5129360718087943,1.0048073474104562,-0.40044816197909194,0.8660299946364699,-0.2689189685433693,0.23777278950070924,0.000783841498115934,0.6138918361148443,-0.6838986046981725,0.2785507309715602,-0.019064309919304308,0.6682830486070702,-0.942140857236138,-0.25791533525472177,0.0
CCOC(=O)O[C@H](C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1.Cl,0.9346423944902469,1.629602540510537,0.4604241224343116,-0.2994363836980057,-2.031325539532414,0.12656499517718972,0.022398604659644415,0.12105477311442699,0.031889804931359504,-0.7059728464878171,0.4537205555822829,0.022618047426902772,0.03722605748916586,0.38473873817123183,-0.08068093744653393,0.07804074108431475,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],-0.7123404138727667,-2.244973001966451,1.5090180001026636,1.2942080023501938,-0.24205491117305758,-0.09175017115226336,0.14631606712529205,-0.3599763384084098,-0.26829750328734164,-0.11317018677460121,0.5261043883403879,-0.25329888868599115,-0.38148807623553216,-0.31193012673781206,-0.266541197205713,-0.028299472205230932,0.0
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],-0.6614682050684835,-2.2801260212151164,1.4782992754199538,1.3178093778621032,-0.3260320600817055,-0.09487049690315766,0.0460428787743596,-0.3050774847323316,-0.12714557883708003,-0.05287815270758028,0.5793039082981676,-0.16804503894904652,-0.32465164402254654,-0.3804931521706128,-0.31376555257431016,0.099118497215941,0.0
Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C.[Cl-],-1.1288459843123646,0.5638601001464515,0.8898151198586998,0.0847133205651389,0.42991681607397386,-0.5156067785426632,1.7118873964532533,0.2893524985602161,-0.23359851362150788,-0.03651414461342623,0.26083707468638084,-0.3066948296136925,0.9883428933257931,-0.3577661438590091,0.6290512158984838,-0.21702272496378577,0.0
N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,-1.146547977374281,-0.3946732020987389,-0.3544927236747218,0.06292314882410267,-0.9602710109581896,0.5645431738187081,-0.6360096279153018,0.8732741491005971,-0.05851845137641627,0.560102724119395,0.5130516108990276,-0.7812656906280868,-0.24143936775272082,-0.7655272973217385,-0.481529178568991,0.9612898746807538,0.0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-0.4527944898235482,1.1881319255667224,1.847585673503591,-0.18393330347207212,1.0773883656231464,0.7723391330681105,1.1054209729661373,0.9658275631848949,-1.0308439605273847,0.9751094778493683,-1.7988361331647522,0.6688529703492725,1.3964082653859722,0.31709410629421086,-0.3320008224856141,0.10461609184336593,0.0
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,3.9656182414875287,-0.25986603993441765,0.29789646828426397,-0.5358629053477179,-1.30237794793369,-4.36124760811405,-0.17668880697794287,1.0610528045100027,0.9333614816827742,2.939176663671891,0.31805920084070716,0.578836396842823,0.16865821532079572,-2.7707912940993773,-0.2702829732901449,-0.6957743703696019,0.0
