SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,NR-ER-LBD
C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,3.3848948173399465,-1.0403117753600255,-0.5402029159032459,0.1883950931424944,-0.8429529890565782,-0.27975515884152635,-1.0517494129094338,0.8561162410291243,0.625282273332385,0.2881621707809809,-1.8409112950697353,0.4285164636935974,1.269072081756143,-0.45928312220626216,-0.6589743317501975,-1.2878319406153236,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1.Cl,0.9211808965284818,2.3763931605964386,1.0736244938400634,0.422879703276821,1.900424063902791,2.4493029030471263,0.44008179058994124,-1.9744464029664253,0.24669323588266653,0.7191349698392638,-2.109975572394698,-0.4734136592600842,0.33267736944189946,0.47136404706079654,-0.43898250204045375,-0.19552914458486495,0.0
COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(C)c(=O)n1CC2.Cl,0.31411712679617665,0.5946021155588505,-0.2201296686841055,-0.30997698294790615,-0.4952491380555248,0.1376532999866825,-0.22981497813651897,-1.1190923766317673,-1.7972826845527792,-0.5076765507944667,0.23459255125177705,-0.5751298028356958,-0.33047176598373784,0.4660247550768009,1.1125858850889911,0.041811776233823365,0.0
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1.Cl,-0.6244971116039048,0.09537758986888793,-0.9212358883829946,1.3147824498810463,0.5754345196068931,0.2185578381991242,-0.8409922919266518,0.3483685632169385,-0.22085965960338977,0.6140168345522484,0.031345932188693686,0.09504349953364724,-0.3101861945072818,-0.546585145128348,0.02672871294376581,0.25298109528397317,0.0
Cl[Bi](Cl)(c1ccccc1)(c1ccccc1)c1ccccc1,-1.457521258027101,-0.3568353907780509,-0.5437531262292834,0.04328518748677256,0.894985451422879,-0.3302520521406373,-0.4554810443125445,0.5073790593572549,0.3642267505493917,-0.34223187494278057,-0.429989570300348,0.050003237836036434,-0.5577054871446745,0.2037041499415375,-0.11263786338094416,0.07226328523718777,0.0
CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],-0.8390656145114628,-2.3041906956243596,-0.551975464537877,1.7867701090166166,-0.19425063149431354,-0.08854878571766345,0.0013853372426832619,-0.9761177871841635,0.32490337291945126,-0.4488090239794304,-0.29442607076839317,0.436419781998147,-0.6625443911994272,0.21960761794862999,0.285404739438405,0.3243418489970406,0.0
C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,-0.21384920699844503,-0.4787576108629067,-0.21400391313807818,-0.4913635380795731,-0.37669086821113845,-0.3577711255911512,-1.078192734296813,-0.2825261778777996,-0.8407265777624305,0.20775627818372885,0.026335818121385985,0.25222661018822873,0.19097523001125055,-0.26068147325802876,0.17577201318811708,0.22405729588494802,0.0
Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,-0.8257494856029172,1.669826623532014,-1.1205490903277557,1.5623452245222245,0.6762296565739643,-0.5299576561865676,0.4298614694165309,-0.14140119661022515,-0.20192563478472994,-0.6967524755746529,-1.413772462941281,0.04483851236637914,0.513034980080131,0.9711060418016353,-0.5916487605965921,0.35747909839858505,0.0
Oc1ccccc1[Hg]Cl,-1.36240144137775,-0.3175407268375941,-0.13067732369479504,-0.7495299697389836,0.7976776370198024,-0.26711004079764245,-0.4266758634271304,0.5467290336455155,-0.030482203267194623,-0.37632403026342115,0.28858618759732785,0.3828495209621346,-0.03641972907075574,0.2049729526460498,-0.02986461576635305,-0.14115723969254784,0.0
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,0.11847612285700425,1.9869230806631417,-0.8289665590275576,1.0185483585424926,-0.501579472327381,-0.5032825425665128,0.08424900394392733,-0.025470729072689786,-1.3401293248843138,-0.9977808392071604,-1.8583164229266373,0.35703420510041356,-0.21097466973034648,0.3596346109528944,-0.20661971108108876,0.34945567566187735,0.0
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],-1.2734266710877038,-0.7397677267598212,-0.2072259125908682,2.160990005835325,0.5393181457630666,-0.23828939421892464,-0.708694273244263,-0.2434919037625784,0.29977336958206563,-0.4814829735256209,-0.5055359782573958,0.9795048440156399,-1.188989263681076,-0.4166887754316406,-0.057166200194468435,0.7623251020449314,0.0
Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C.[Cl-],-1.105216919844023,0.4361148945112119,0.5774083205882805,1.1862119251669,-0.3234163966945969,-0.13363810043563734,-0.9209496051412353,0.5856578430944989,-1.027145920209347,0.4522979883960791,-0.7988778232339165,0.8056898838558416,-0.1284555517037874,-0.23796115998692058,-0.3104910922560704,1.2991173397995301,0.0
CC(=O)[O-].CC(=O)[O-].[Hg+2],-0.33505573662348004,-1.4221165444667954,0.4813968170418145,-0.48176687812157254,0.5168627333231052,-0.002427906119714332,0.34379830324889227,-0.3667401699863678,0.29076398831791356,-0.12341263218485896,0.3345013778558083,-0.7460604983625928,0.28241967184485445,0.3087316526496628,0.12002956101070854,-0.3371505525139435,0.0
CCCCCCCCCCCC[n+]1ccc2ccccc2c1.Cc1ccc(S(=O)(=O)[O-])cc1,-0.8290120863318929,-0.7005860030181833,0.42179681655931794,1.4519525478816384,0.2980844247256884,-0.19956347047980214,-0.8677636415141486,-1.2833385201790082,0.583538164345574,-0.3299447557281326,-0.18783374480973625,0.8066652455734096,-0.5887114598871667,-0.7998107838198582,-0.03433429555328917,1.5804253112042268,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,0.4506506796108869,1.6013151410765205,2.0197967997478457,0.046903947009554976,1.9406531241339149,2.3635514261217354,-0.3370752032378494,-1.1148537080398355,0.1580661531978217,1.9960369329716048,-2.007405979397449,-0.26364359739004745,-0.3693691836906572,-0.2858994039995876,-0.1533075749409453,-0.5163316418825653,0.0
COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1.Cl.Cl,1.2280287265337175,0.5727035711486059,1.347345243428832,0.41309464249917455,-1.7621630771978871,-1.4123839067602604,-0.2262053128343999,0.4718268717197903,-0.6728153132004986,0.9665346732148057,-0.769630891060673,-0.9936246069066156,0.3396300532722359,-1.262900693642038,-0.2972897393142957,-0.8543330362850043,0.0
Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)CC4)C=C3)c1,-0.6265748198310975,0.05630951759740554,-0.2210077298809473,-0.8414080781821727,0.21249529334358128,-0.38660569245829685,-0.2485512415304746,-0.2529542000307026,-1.1289779968363933,-0.9314672813285535,0.08049379464976081,0.8034951417417415,-0.42208737557990716,-0.37717979286022457,-0.31960798217504166,-0.05190608314811399,0.0
CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,-1.1212913855444422,0.03199151259680454,0.03780951199598125,0.47650729959664834,1.1603043898017023,-0.9284491023336444,0.28900961829745364,0.9307348301988446,0.07393393638728801,0.5487012114136596,-0.2222374198072585,0.3034133496795466,-0.4075642886890217,-0.22403993148298978,0.47965016191723747,0.21799195429102336,0.0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,0.9281208281455486,-1.295749179017626,-0.3125647490966294,-0.5985604247657305,0.48457707167502795,0.5058973329351943,0.4246714368573711,0.24202834753093497,-0.7628394076745745,0.4781817798824919,0.7735435668426445,-0.5301210681480452,0.43777688511142254,0.21124710677837286,-0.8813540208688185,0.13356730581268203,0.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,-0.3059696471999669,2.1337058301850758,-0.11673809575539627,-0.3103546524710051,-1.1469035493554196,0.07688523484744764,0.9134175785638635,-0.48663333725826097,0.0764857449892219,-0.6777341223075352,-0.10271891873943169,-0.038908395861415805,0.6191182763711038,-0.47642327007477975,0.4069341704696911,-0.23548711228869001,0.0
CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,-0.8797841233537479,-0.0208424926763856,0.408042222982968,0.5304133248074355,-2.041708025792526,0.7537557269936425,-0.3973836701729893,1.066166854737861,-0.21896120056273405,1.2031308583798546,-0.09441029450747004,-0.09751938891864438,0.027453973259744663,0.02252568262808216,-0.9146225451586321,0.48790729747734807,0.0
