SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,NR-Aromatase
CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-0.9063117601578842,0.21241691939850285,1.712649850479053,-0.6776367448636763,0.5275134238293315,1.3096862330614754,-0.1964749003404665,-2.286489919393067,1.9154771561733785,-1.1566891155176604,0.11960709904624812,0.5298107804876006,-0.8289135577129135,-0.7225018978538417,0.35101775524342826,-0.011963004763132322,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],-0.8195767648970225,-2.637977312596714,-0.1986243898900591,-0.3177211212653457,-0.21770403857448498,0.2078991460316115,0.01738753889451377,-0.596733409327536,-0.5619769204932735,0.040585018395812925,-0.24795066491477716,-0.46125801713716924,0.4645278434919516,0.035536250988140554,-0.3626587306317566,-0.4209032938348294,0.0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-0.6170048187280313,0.31715486450603875,2.6333730819551207,-0.23487389899978442,0.8028266841522308,1.8059897258220703,-0.09287073557974856,-1.6939406151632561,2.167044609254639,-1.6967792418985417,0.2636876968065211,0.8045631194152315,0.2146920267742124,-0.4710746606120102,0.7115733817792496,0.4458043079742196,0.0
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,4.549450164590629,-0.49394876559996836,-1.2472703570774464,0.5559983358568297,0.888244619028493,-0.8238483009253872,2.5585706582550585,-1.4819502516906102,0.29831124027606915,-0.40341049651420063,-2.289173753865811,2.087174276075035,-0.17062110114813248,0.1886106169175942,0.9121977171588861,-2.115863424334746,0.0
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],-0.830903870838023,-2.639768803758671,-0.193824772996753,-0.3185934343043048,-0.30672954885290304,0.3115747149804602,-0.006762492088982031,-0.43980720006853313,-0.4661214726285235,0.036930113466542486,-0.351922743468713,-0.3287431355083554,0.41148478634177543,0.004391787439782154,-0.4443312834184967,-0.4832388502413982,0.0
CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],-0.7360646099558223,-2.637623368902664,-0.1801747611859405,-0.24418988951737663,-0.2668599696132328,0.5955537584265378,0.25034406838927226,-0.19257282870522233,-0.634159993205105,0.2145944060416032,-0.2916798439858026,-0.3922031817697588,0.24673797755025115,-0.2791941941834617,-0.4273867288490195,-0.5908441384541568,0.0
COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=CC23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,1.8334586799821935,0.2621202777601642,0.2750485075348393,0.8427126326269653,0.037309375800878355,0.8954117730959673,-2.151557617383165,-0.280315034628526,-0.8988981642734637,0.8294613469652811,-0.028685307930765295,0.7269289516575111,0.9330477707615504,0.7101976462723274,1.3275471989519223,0.64473932120855,0.0
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-0.392244144625955,-3.5708765504987388,0.43664491401081235,2.258846452247376,-0.1428871842556049,-1.3503447248692213,-0.6339323007083103,0.7955953446755596,1.157654191317064,0.23121251356267278,0.6710622092215798,0.9761315790537216,-0.20011546678879807,0.41405504208811433,0.2177227035880939,0.462512802933839,0.0
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],-1.1004585308970551,-1.4666048409566077,0.7382983771010999,-0.26524855205789805,-0.6992820415379023,0.07234833175225601,0.728122035579492,-0.6577256204238776,0.019522397433476918,0.4080032237356461,-0.25935053147839704,-0.5660724297585306,0.22829057802796232,0.28539155269260513,-0.26640149600052804,-0.848791307655883,0.0
O=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br,-0.32101899771617404,1.000092551961261,-0.21918400070198224,-1.199369137131037,-0.030607267418172164,-1.303344745487139,-0.1210742759659653,-0.15730147108465764,0.7599166600912585,0.006037234110181287,-0.7092352572634869,-0.8384893091645647,-0.6370778680568473,-0.6074853370981806,0.07068136248756203,-0.019653057971602432,0.0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-0.6170048187280313,0.3171548645060386,2.6333730819551198,-0.23487389899978486,0.8028266841522311,1.8059897258220714,-0.09287073557974859,-1.693940615163257,2.1670446092546385,-1.696779241898544,0.26368769680652404,0.804563119415232,0.21469202677420984,-0.4710746606120114,0.7115733817792512,0.4458043079742174,0.0
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,1.0314422249449566,1.0304217276095957,0.1540074659145482,0.11137475902602613,-0.8485393494522898,-0.06165906921610351,0.5518497398994563,-0.3414911817678685,0.3226949614887808,-0.5875974024063293,0.4817456212410135,-0.8997226058755542,-0.12673663967523224,-0.2064686093018512,-0.4832081823690207,-0.13855181324280819,0.0
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],-1.025605718157151,-2.624073499110514,0.3247672023972975,-0.17269516699600765,-0.6222896493156065,-0.07483978057022952,0.3304190363853493,-0.4757764697628484,0.1524324339714895,0.33689885689193333,-0.16533859179509666,-0.4229228791464136,0.4496976642400784,0.15247340813709448,-0.16812958611258128,-0.7690133060813437,0.0
