SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,SR-p53
CCN1C(=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],-0.9132531864347633,-0.023842304293730018,-1.3798290762870573,0.47652296033373,-0.8601617126998451,0.3146897569321124,-0.4015703479698412,-1.076214958779949,-0.6836636749183206,-0.5867950710924463,0.5464813634934493,0.055833550939014445,-0.22559013219943957,0.142540590449812,-0.2931577986545118,-0.3901092878784643,0.0
COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=CC23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,1.202271212966743,1.3320571261509777,0.2926808515211747,-1.2938154147519103,0.021839822350345903,1.2537806224822912,0.8733178131393536,0.2979527621529398,-0.4023873794769659,0.49572051847854115,0.2845727440129316,0.11305467302315328,-0.41418105735503635,1.4138759127995078,-0.16934246928141167,-0.8132515681249686,0.0
Cc1cccc(C)c1OCC(C)N.Cl,-0.9615808285373195,0.006171433870795026,0.37792482166949437,0.19896982960099122,-0.9065367363222129,-0.06819890383044445,-0.13325316884067687,-0.7996013648014426,0.5809112069736159,0.34137620302060134,0.49182579872669463,0.19077752004389859,0.21140674198784673,-0.24476227111605622,0.23676882445928157,0.2003362858910866,0.0
CO.COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,-0.6556605343147557,1.28827568744573,-0.012507106722022604,-1.0015251426124085,0.9701428284091969,2.4224378650334133,0.21062447382223967,-0.4603406125562396,0.10857285179429757,0.5195463843756485,-0.5241576190598247,-0.28311950776054345,0.6704877891721236,0.47247964258772607,-0.6067585235743366,0.2971114976066268,0.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.8061661650261487,0.27620139715041386,0.3159342352489924,0.19324722979362902,0.20709726708828965,-0.946974966633511,-0.12199543583110996,0.7114113832312541,-0.566856658817525,0.13375024851772052,-0.25550108600095756,-0.06775643634652408,0.3207412747434157,-0.5003911350729972,0.4497524856266507,0.2192165327927909,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,0.03461775717328423,1.5020827381429085,0.6678146150250557,0.78311522440472,0.11404867053733017,-0.9406501261295068,1.42317895772192,-0.19599896864363753,-0.8702051886262344,-0.4854944652119649,2.6772016885377186,-0.5009279220138014,2.0552883353898945,-0.2889599686925705,0.29461914217510715,0.11223932695900453,0.0
COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1.Cl.Cl,0.645794455513558,1.3712528790042173,1.3815622959463194,-0.770558647339391,-0.5269240628036431,0.147101067535627,-1.1641528742971576,-0.7548085984880395,1.740395625926586,0.49045298280344046,0.16983017982258206,-0.008041442926557705,-0.3295347777714002,-0.2782334330385323,0.07519497367108048,-1.4360182689602943,0.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,-0.6672100709261302,1.7238218507243581,-0.8298948846457398,-0.038173255502821676,1.4573574152389241,0.9855725489194312,-0.8403216123445353,0.8693521990170816,0.40746904593721633,0.8011623488834023,-0.18620535282189077,-0.9266780283801651,-0.02766813291129251,0.1358893748935384,-0.7333637076630753,-0.4976006945039803,0.0
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,0.8771995827144387,0.8865888157401212,-1.1243967126697436,-0.05700751229323353,-0.10913218579849507,-0.6072970940667127,-0.22711643018590075,-0.12110500928607253,0.07891547070265921,-0.04192925354360202,-0.20586412480433708,0.06242902908350265,0.0438321824143504,-1.217591579411567,0.44967920432923225,-0.7135076931724954,0.0
CN1C(=O)N(c2ccccc2Br)Cc2cnc(Nc3ccc4c(c3)OCC(CO)O4)nc21,0.003913416758540298,1.3507426517401118,-1.2584069507960642,-0.5290088681197659,0.09161007082482635,-0.2317956373367422,-0.6255562443909465,-0.5266307859661055,0.23186538536210188,0.9148848970405664,0.17626536515808916,-0.6492367553582221,-0.5629638189469248,1.0033815986375847,-0.2307721780265855,-1.1929096664735088,0.0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,3.3451876286342865,-0.5982413833381093,-0.5001626478238056,-2.4632682721592793,-0.5155524005389096,-1.3756310750464003,-0.48763739705923936,-0.018804074800044295,1.3451302074754996,-2.946984110868582,-0.7238622950678713,-2.298513176176245,1.4384382238063054,1.498801150174749,0.13178990425571555,0.17291282585812812,0.0
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,-0.953096257164815,-0.6805629117560376,0.8178442222574163,0.23296303553250633,2.8691331382652367,-0.2876165228341099,-0.0834271808043361,1.1555834608061977,-0.7783529016675115,-0.8170571714445916,0.8505917541295344,-0.015475905645428984,0.632105319029185,0.21416938057767512,0.4049759604785733,0.4697719401531918,0.0
CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,-0.3019119333664676,-0.02237477671552877,1.6950412642103956,0.17598341327753791,-0.5994048270647482,1.1523223908613816,-0.03919274649125928,0.38139193148621797,-0.9980714438039267,-0.9175256756141313,-0.40075657581129603,-0.8524455016317427,-0.23059334929520575,-0.22837511893064363,0.6308926591693641,1.1032185563689973,0.0
CN(C)C(=S)SSC(=S)N(C)C,-0.7558328663865451,-1.7163494673987494,0.14215784367236123,-0.46355657392861876,-0.9474223806456387,0.2953584739663615,-0.07750791223787488,0.029811874182082598,-0.14779573839935475,0.10891652451217272,-0.06734318614706214,0.2883652066233773,-0.17542044602765525,0.0906124066160261,-0.5125775027959089,-0.28473260566139524,0.0
