SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,NR-PPAR-gamma
C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6CC(O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@]34C)N2C1,2.636608607524811,-0.10066319600409536,-0.3583641735378198,-0.2475710478995893,1.7647550442322044,-0.45910590923258354,0.1264481139369373,-0.9108897427935696,0.27814935776903166,1.6357109235992844,-0.321163969801001,-0.24671241441337396,-0.1802369328289953,0.5020091183652421,-0.4717976774446741,-0.46343933022179457,0.0
CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],-0.8255934648164563,-0.26577022184287874,-0.10224925358944532,1.3176857180827388,1.180562118574101,-0.3035112112051015,1.313139432518228,1.5684387954025747,-0.13859524096838793,2.068894786500395,0.037004445948423705,1.1934947181002535,1.0208187446702661,-0.5082545679187864,-1.9264987238944131,-1.2961056292114828,0.0
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,-0.2561549213600482,-1.5002733311247554,0.6515366295781393,-0.6510974485997217,0.9081673422532299,0.5447465323385164,0.06426491209422938,-0.25650787935213226,-0.019432629248922195,0.203657270913211,-0.930283350752195,-0.18118688744027078,-0.5326807881134492,1.189027430899271,-0.20736252134900732,-0.29790665565734187,0.0
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],-0.6678784734801252,-0.5829016887927395,-0.7705820248584584,-0.3737625132195589,-0.5773628082196719,-0.6688705858714795,1.2546191780043392,0.5143060495929651,-0.783177367053253,1.3009245821341722,-0.12445679945595534,-0.7770476258840967,0.32468982357504556,0.044209768203094565,0.710287998570847,0.6601522926313592,0.0
Oc1ccc([Hg]Cl)cc1,-0.9435549489558539,-0.8545464210008044,-1.0119296484435645,-0.19828262984484246,-0.6987850556135842,-0.185927647003217,-0.46288251047982604,-0.13289343391087208,0.11950336456136916,-0.12060111176585983,-0.6287790710788203,-0.47621667859965333,-0.35072871009177403,-0.30828309982072427,0.5945683793239855,-0.39306755322446757,0.0
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],-0.7906249801081746,0.030782151448066456,0.8890984571353592,0.692488980964173,-0.05239010556320122,-0.6269562893186164,0.9422029717018364,0.8663502266303572,0.5797008224891862,0.47942737528149737,-1.1622760129658278,-0.19951803954363814,0.25566081043355815,0.33159483025216463,1.2825832772848342,-0.050784323178851454,0.0
CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,-0.9004559219991204,-0.28735498298157186,0.9099672928357645,0.5698894933943274,0.17149769697869205,-0.4620661796999716,0.39382321952694255,1.716979471776596,0.7409020922920896,0.6651910563202095,-0.6535479744582053,0.21949879457258487,0.4608477693716159,-0.2818709492680059,0.7884938789643474,0.23255256080517697,0.0
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-1.3247099663482196,0.49174330684116413,-1.1043973450544238,-1.5527915702652064,-0.8178278132403451,-0.008599852127760483,-0.8210938896195297,0.26541712317183774,0.2175307324197485,-0.22063568640559886,-0.6184947121303994,0.39521881154997324,-0.3921877382106796,-0.48126944427982976,-0.29567786219215536,-0.3092280308265052,0.0
CCN(CC)C(=O)c1cc(S(=O)(=O)Cc2ccccc2)c(N2CCC(c3ccccc3)CC2)cc1N(CC)CCN(C)C.O=C(O)C(F)(F)F,0.34084742982856764,0.9133762098037094,1.0401348552349914,1.1268123896035307,0.8268275753258179,0.7719792987430187,0.08041855133549917,0.30179056283361017,-1.4927388307802274,0.9690431644920153,-0.7833649316883925,0.37186300717633397,1.5380607150492285,-0.4268836732101143,0.9461042837781346,0.4671069390434255,0.0
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.0332842745026616,1.177508716225655,-0.16286520598639084,1.621543250069562,2.232247325658637,1.1003885566505798,-0.6428649417329985,-0.04857296471429601,0.06739303156999443,-1.367141248109169,-0.013512638901657442,-0.8476978920889839,0.23438248762821304,0.16522944562102648,0.5991984424916711,-0.675534850907043,0.0
