SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,SR-MMP
OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.025435454199910702,0.6064501279995324,-0.7471317621936593,-0.8089004957552561,-0.16882423350882114,0.5037731336586018,0.6185364625933,0.8787190068951924,0.6990773275189158,1.9614027409133201,-0.4648584182151092,0.7335524407883611,-0.21109613279134148,-0.3669587714322356,-0.35105495224088,-0.3527332900457427,0.0
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1.O=C(O)/C=C\C(=O)O,0.34760738140309977,-0.6357926827792554,0.4619268974252638,-0.7933601400089214,0.207489965179311,-0.7113656294566808,0.7138668133258208,1.3902442564630972,0.24417494047522845,-0.31583656366456175,-0.4118342230400032,-0.546201258461073,0.30620645180551676,-0.1617967047857808,0.1283746152507489,0.10644100435226847,0.0
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],-1.2607017081551875,-0.42241137329364453,1.0740173074380008,-1.574950328529731,0.6450309281807878,1.4130016710870184,-1.0288157208547426,-1.1537550862261559,-0.20237994784412988,0.1473206358267908,0.022513118369559645,0.5416071416262349,0.21279454473809425,0.6507013942750536,-0.14980376856429542,-0.08573905766037837,0.0
CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1,-1.2598248919967499,0.3697188553080717,-0.8356325013767391,0.2935154732009218,0.9104462090555014,0.3389678627974974,-1.1031813201938703,0.439407118543531,-0.5413479232535288,0.46853849131867237,0.3217709356751342,-0.21976163280769764,-0.18784181349226808,0.006185141970145904,0.11419203024051433,1.0138161916857769,0.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],-0.8734041075301319,-2.230335743693124,1.3237665735337023,-0.9347100868959007,-0.1409025945250871,0.6991243766483133,-0.15573940835151337,-0.06708003060704015,-0.07415932544596068,0.2040270278046749,-0.17221205850202914,0.636127134932115,0.1521793974545175,0.13873220707547002,0.23205938310549448,0.1612287072862271,0.0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,0.6131142556615263,2.3587232675930703,1.2346323678890847,-1.0913983789623911,0.2051100828913619,-0.8195722052321817,0.14798601590413973,1.3275265409484627,0.29794835284791854,-0.218606271663504,1.4702899612741742,1.2315884101219536,1.2211287062473246,0.869047683087219,-0.5537284511847776,1.429622173748909,0.0
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])C(F)(F)F,-0.5218556361943915,-1.8737788750126454,1.5319943777654605,-0.3485379695579515,-0.083885675746556,0.11534934314931333,0.08595703281815353,-0.6594533411856424,-0.8938205780598137,0.4221553753859878,-0.4804657765874156,0.8426570459031999,0.3684266688483495,0.4842227520351644,-0.513976531083319,0.8234124537165989,0.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[P-](F)(F)(F)(F)F,-0.7848795607373756,-2.177544135566669,1.3383906131060732,-0.9204086181732328,-0.1707590852303928,0.6221416662237947,-0.0700880430765746,-0.1784784169802106,-0.12264280783193753,0.38801996103559544,-0.19222182639023025,0.6854009723794635,0.052555411297613014,0.12458574905456667,0.2858749838061621,0.285196923618978,0.0
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],-0.8922473848321686,-2.191201907509239,1.323620786611827,-0.9690048383889016,-0.19529691313270595,0.7377834703244812,-0.1545078980052214,-0.12689453298963682,-0.03945248413079189,0.23670892082073106,-0.13492787823406774,0.6749697898919857,0.009510894372998888,0.21061598159319872,0.29250154717454613,0.153790743439574,0.0
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],-0.8922473848321686,-2.191201907509239,1.3236207866118268,-0.9690048383889031,-0.19529691313270608,0.7377834703244799,-0.15450789800521655,-0.1268945329896484,-0.03945248413080437,0.23670892082073233,-0.13492787823405858,0.6749697898919852,0.009510894373004113,0.21061598159319803,0.2925015471745444,0.15379074343958002,0.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],-0.889167300365758,-2.1862896912579983,1.3076517803365348,-0.9695046849456695,-0.1787601105926327,0.7343021484944221,-0.15833414902437823,-0.13022172013761169,-0.03892513012734438,0.24075571570701743,-0.15278726810211762,0.6825256298858435,0.0018529051617495252,0.21702081780798985,0.29317994632831956,0.15848560952761062,0.0
