SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,NR-ER-LBD
C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,3.5563584297988298,-1.1753062052339376,-0.8560040187215591,-0.46827031215011405,-0.6763077664195716,-0.568060462986854,1.4488451932345503,0.340570209301324,0.39985483673643313,-0.9865719366342285,-1.8619712739316143,0.6856942488676363,0.525178240270901,-0.11719033745786847,-0.9125623191958324,-0.8047321091475532,-0.45356172941322304,0.25766356997725764,-1.2313071276575356,-0.0801684614214068,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1.Cl,0.6275801834263005,2.5275662993285812,0.7800645509668332,1.098047096202341,1.8665570730173358,2.2950919735868913,-0.8229342134533792,-1.5809093159557472,1.4405335580988177,-1.468676826048688,-1.6103485810397427,-0.1156420708171773,-0.3264973485024114,0.7038841289630058,0.2717851664662141,-0.6238992958302109,0.08399817520572375,0.4320206597022811,-1.3282470447058319,0.9999748064451845,0.0
COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(C)c(=O)n1CC2.Cl,0.28135041205038064,0.7594509709229642,-0.21957163124096388,-0.3789494141385559,-0.4800809404394119,0.33440100554384744,-1.0475389718721448,-1.2964472318169005,-1.325098417556141,0.1424734412430235,0.07239473417171773,-0.5984946736336371,-0.06837556747114718,0.7422954035036311,-0.36088502964890146,0.7459392600777994,-0.7108506386699764,-0.19794188488350795,0.2715479325593519,0.13701060704535456,0.0
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1.Cl,-0.5791301913218075,0.06653840809083628,-1.2865993453013662,0.8371178744926978,0.6426344109766431,-0.015336574426209924,0.9790330604357846,-0.09274387310145629,-0.2635466261253067,-0.3774142841931232,0.06809323839983535,0.12823790817670117,-0.5157601723110015,-0.4386961002564077,-0.18056693711989016,0.09836988346056524,0.3393045906605009,0.003222748175689465,0.15166307538626123,0.2771528924797322,0.0
Cl[Bi](Cl)(c1ccccc1)(c1ccccc1)c1ccccc1,-1.287720015584649,-0.20216985881600044,-0.3510266678427972,-0.5926219446264352,0.8741178456661783,-0.49477976651313,0.6907104468306697,0.33769467199398134,-0.009991552114779825,0.17548509390758102,-0.3228357809142178,-0.11203148685734862,-0.5512106295574617,0.3272013585752578,-0.049701577011697994,-0.09684829163640349,-0.020827613036531488,0.1725622086491314,-0.03065947768764037,-0.20036844267143886,0.0
CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],-0.6201346027931792,-2.435957043167658,-1.174876785886449,1.3048583085878949,-0.277697106441916,0.06964673598959997,-0.41076876288172165,-0.6325703422811002,0.34067726869216763,0.5027386093893821,-0.2417664480173704,0.642168932275163,-0.5768815781238371,0.39974619478982903,0.09580315727799789,0.537803036913111,-0.4045201735229547,0.2133236284221366,-0.18381222494418847,0.02454125563604778,0.0
C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,-0.14904407606559353,-0.4206905147779482,-0.08392621841835309,-0.7624180083815952,-0.22635496602803257,-0.422532781966173,-0.03309270122928412,-0.7710832531340964,-0.8835602598545396,-0.12973448704532753,-0.048416719293560666,0.3510981257348703,0.11292618102353737,0.021033270276404663,0.2284939616465189,0.412484160662866,0.019751804392044915,-0.5452866537254067,0.32957791717983914,-0.41375871920749496,0.0
Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,-0.9707104620824871,1.499594146629588,-1.7137603872905096,0.9190783625981974,0.43667334857430123,-0.4371408142890785,-0.3899276643361107,0.3681073427317881,0.10721987724869128,0.3785761222498632,-1.2757025098159125,0.4740182961568256,0.28706403438756106,1.0763481519366036,1.0066301759014515,-0.7810081166213872,0.6970602817991238,-0.4686284621051154,0.1278650821150787,0.47942394220144186,0.0
Oc1ccccc1[Hg]Cl,-1.118017793748721,-0.4686727879551485,0.05974697245159551,-0.8141904779513083,0.7118125170752584,-0.37836599725010045,0.6052473041684928,0.027801309924381425,-0.28108920224932815,0.48144769796533265,0.27587209330452045,0.15098126995308156,-0.15926009225810434,0.10054984692310767,0.05662981825364546,-0.5255029162553513,0.27862373168835275,0.07787952350909805,-0.19502146967452852,-0.231903792825751,0.0
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,-0.27079556738000626,1.9944196116953148,-1.3089580404141727,0.5889112838714787,-0.5822287542388146,-0.11280646477273489,-0.7804900022851192,0.1780323778384511,-1.1922297887672437,0.21509155566677404,-1.5792241463292633,0.2302231174824734,-0.3822068832631344,0.6495461860430372,0.9248999256246931,0.056493377006663216,-0.20931706975744838,-0.6674425329278058,0.05770932740583256,0.26978292118863556,0.0
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],-1.2733510845012548,-0.934256552408276,-1.0679005421454602,1.7678103623402206,0.5223435307960215,-0.12107938719302234,0.44827527517774857,-0.4335031690862701,0.0392116454623887,0.7077891871605658,-0.3357070041930249,1.0885844576557406,-1.2167570235532073,-0.13326506874507546,0.5638392006220689,0.39693344997318536,-0.07619611654583985,0.34991825040821184,-0.3580651562452512,-0.21746399621776655,0.0
Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C.[Cl-],-1.3003790408357103,0.22243406752055161,0.022453810121890044,1.2763986568564814,-0.0962502261709857,-0.10124965074044695,0.5287996135085377,-0.0918929080089648,-1.245245601168078,-0.6219753190560725,-0.6124178680563911,0.6735307344899083,-0.658949290127674,-0.23643701487542576,1.0557409380243843,0.30526786718440735,0.6744235915591936,1.335267888345157,0.3354923512867293,-0.02777774786643029,0.0
CC(=O)[O-].CC(=O)[O-].[Hg+2],-0.12651385130414347,-1.3492835821409894,0.5784207824421587,-0.14061955852993727,0.4517409425047372,-0.028703714102261493,-0.3472876951001661,-0.029968315354261404,0.5024415093003788,0.12672574315281818,0.11862960476223834,-0.839965880785711,0.3400204033111312,0.33269185852703537,-0.39592361746296534,0.0047760232409225145,-0.35690009865411454,-0.10732622612819491,0.13566464230252728,0.25760548285299945,0.0
CCCCCCCCCCCC[n+]1ccc2ccccc2c1.Cc1ccc(S(=O)(=O)[O-])cc1,-0.900571247846654,-0.7933095900507784,-0.28512295418891853,1.4013946702360291,0.24571227232460038,-0.0540512606283066,0.16365585228840993,-1.3382880269271378,0.587139572887832,0.680741635992044,-0.08302530015805218,0.9023655206962549,-0.6098341468157109,-0.5397665189387841,1.1874101742354017,1.294557705090729,-0.7264609091140839,-0.11649999553016026,0.4955030649054372,0.32431726109551073,0.0
