SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,NR-Aromatase
CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-0.8961408713532588,0.4939208264764966,1.9269104291960122,-0.38289890714307356,0.2619681840173645,-0.6402475885046849,0.42127066652270223,-3.1791057023529907,0.4035415252009815,-1.2083538006952712,0.5682888573104221,0.46372660040706504,-0.13854315653872087,0.802601082303439,-0.03394576968689439,0.524179487954403,-0.193983090589725,0.21343702818630456,0.37489644054498805,0.15913619383205233,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],-0.8693746919342276,-2.5999129765805273,0.24819544093828705,-0.3098509463508574,-0.2205836232652845,-0.2287863026705061,-0.05713377604828239,-0.291139639772669,-0.4726773735570027,0.0935957434795781,-0.6943308721573713,-0.4974787629964343,-0.12342810462914922,-0.34925468934647774,0.24978067824761524,-0.12894225059759945,0.11843690348600461,-0.45435497847203976,0.09281424294102832,-0.21275496202976635,0.0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-0.6706682863171463,0.7887933359451924,2.6961264750944247,-0.22567005697114526,0.946037402489484,-0.7042013578920712,0.7849666594405106,-2.8810975297470387,0.800611166979291,-1.593738869374875,0.5240279065849912,0.6850629059472837,-0.5669660394358228,-0.30986856843958555,-0.5508045721932021,0.5273119975552802,0.11839034782561209,0.7311081962889313,-0.13442716242267921,0.7602685538124101,0.0
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,4.542296635331715,-1.0065363338370166,-1.2097715638210063,-0.06572406803933278,1.1950801185266167,2.791931514131563,1.13765651986196,-1.858471217759808,-0.10701165091458414,-0.6225680392980728,-1.395025053384651,1.8449063580350746,1.0529067856898044,0.6144594156395219,-1.1395056044613887,-0.8406670913420924,0.24359461909741972,-2.0354295978660795,-0.22173090972252898,-0.1552848689935278,0.0
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],-0.8778394044027311,-2.5699848188162076,0.2595408895298411,-0.29074414796276,-0.2369674261303294,-0.2273841779077622,0.03939164392450006,-0.22681599500446306,-0.44625412865747016,0.03556991851814681,-0.616443025807857,-0.46763522516132267,-0.03783624826225367,-0.35041839518316154,0.26359413907756357,-0.17755255614650825,0.10154290137395361,-0.4455576876344081,0.1898311273919616,-0.2885504205047147,0.0
CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],-0.7974303226245762,-2.5549772940906874,0.3458341917914088,-0.20975686540518793,-0.06349919209136957,-0.26789801327249974,0.460665614737959,0.07661990007093107,-0.5736955382673617,0.1947646471203739,-0.5676937442760271,-0.4571002844606074,-0.12892153218881733,-0.052821979272677615,0.33721912688478844,-0.04544783567764586,0.22201094925934498,-0.5888363541934408,0.051851346645390886,-0.37964679382767846,0.0
COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=CC23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,1.9094389309131383,0.09866216750988671,-0.15790959557902307,0.8641996656267935,0.7736390764135792,-1.847330149498855,-1.188782844486819,0.1963554897224721,-0.9417336539845409,0.9275023683003678,-0.23982686206357046,0.13589812338111307,-0.290532850802788,-0.6475985390905327,-1.2368214925507504,-0.41754560628986453,-1.10095193991998,0.7637392139597572,0.3627023521412155,1.4668452761548827,0.0
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-1.1743470092760202,-3.937134390195896,-0.0743030828678222,1.5661363764672733,0.8201966574491032,0.6599186396285404,-1.2930694591560545,0.414478577805171,1.536840178742419,0.2960255402181536,0.8916643346636468,1.092485099225351,0.1570076874844177,-0.30317029504340204,-0.12213019695815998,0.2758906771845835,-0.145932721577291,0.7309720332274742,0.15069622674163072,0.4153022007496683,0.0
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],-1.2520244234264708,-1.3657635517158664,0.9822432393871414,0.31226065865199665,-0.4548339245939651,0.19251482470308817,0.3673991740709603,-0.5177440161731504,0.15000274768850577,0.5134283975922035,-0.5240092623626676,-0.5910532750727631,0.23305214091519455,-0.19364374190236514,0.3072082060860713,-0.30527476051099384,-0.258998204002336,-0.6743044765672839,0.4522931160039155,-0.22240199347897135,0.0
O=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br,-0.15092292620708628,0.8934511237689844,-0.3084750831442783,-0.5969210700514066,-1.3095161947662026,0.7896666158693948,-0.8323585776805622,-0.370548778695935,0.7881660847534707,0.02266454418479825,-0.4820109306476987,-0.684288284698555,0.20060389366607656,0.8891426933868573,0.6039140583823419,0.06453891554709917,-0.23365477528354434,0.34676963335268207,0.07070860193604969,0.7042819565146828,0.0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-0.6706682863171463,0.7887933359451926,2.6961264750944247,-0.22567005697114637,0.9460374024894821,-0.7042013578920697,0.7849666594405084,-2.881097529747036,0.8006111669792898,-1.5937388693748737,0.524027906584993,0.6850629059472838,-0.5669660394358225,-0.3098685684395849,-0.5508045721932017,0.5273119975552779,0.11839034782561132,0.7311081962889292,-0.134427162422679,0.7602685538124085,0.0
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,1.0742276933999517,0.470467096912142,-0.16807604548389254,0.9589484817503114,-0.7332925822689427,0.6889173724124749,0.20353548767324006,-0.173398543827707,0.09247495929418333,-0.29011558712610147,0.37049607646638183,-1.060890852947135,0.5360992397109746,-0.1938252380549931,0.5119821594540434,0.07464452105551345,0.26324806227889114,-0.13505833423400682,-0.457727729566065,-0.1832135034718367,0.0
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],-1.1939341939404187,-2.4738744033167963,0.7231288789718554,0.13912698919473013,-0.41558725431108107,0.13269152027066747,0.10835382905749906,-0.3315990300018782,0.19547286814051457,0.37511033542598576,-0.46310931388874477,-0.4354907084569481,0.06953208246978902,-0.3608393777030184,0.47693109741630096,-0.4690849486729648,-0.10714572601582714,-0.45106476660130257,0.33823408024184404,-0.5158201333861407,0.0
CO/N=C1/C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,3.3846611169453538,-0.36014297468897544,-1.1462350523135367,-0.6349707913977073,0.37516614768164347,1.6421348900538197,0.8251432669659605,-1.0087202316286419,-0.4021507011782139,-0.3641861533115039,-1.3673795675914273,1.6024965779457485,1.20048862393522,0.9109432446190777,0.1647736962065655,-0.3211405967061668,0.3251729707962124,-1.1430021719760484,-0.3846393636878255,0.7156196141788642,0.0
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],-1.331135476035562,-3.725679115760974,-0.29408335511841033,1.4033558072217625,0.4911584630022512,0.5258691881523475,-0.7500870482877396,-0.2110905963206757,0.7862819011615153,0.3058336797838689,0.45934848566054937,0.5000019616115405,0.24068180801165365,0.061323277503004606,0.3661562873486277,-0.3067530219794574,-0.27144564088149364,0.9549803093044268,-0.01712911619576405,-0.5761577317617264,0.0
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,-1.7741391742273087,0.8179050107890514,-3.4170941676418947,-0.07127135211314459,2.7949492746303717,-0.28397019494263426,1.43203910909005,0.12047133405864932,0.6155370581683608,0.3283780336080477,0.4601143326296838,-0.6971480420656159,0.9149641752743156,1.1123195058763886,0.10792202355243456,0.6393943829561344,-1.1918766308892152,0.6033775501725197,-1.303321356632204,0.26824496302815753,0.0
