SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,SR-ATAD5
Cc1cccc(C)c1OCC(C)N.Cl,-0.4786292261648496,-0.2352017709817045,0.304556897795924,-0.14933868820792964,0.3340683684928831,0.04316635784301146,0.5276448393141365,1.193436328229051,0.5522031457693994,-0.28358811535457723,-0.22163162009717885,0.2216419058140135,-0.0716726743307572,0.3694911401021123,-0.40222601686440046,0.07235549898364649,-0.10842814735788545,-0.05503494397506339,0.17206486468305626,0.6582168092317568,0.0
CCCCCCCCCCCC(=O)NCCCN(C)C,-0.17651568946240598,-2.102958635029868,1.6676370210191163,0.2702205995886752,-0.4168420381069259,0.04801552694701247,-0.2829149821601102,-0.415373638845011,-0.620906330310673,-0.11003908587949907,-0.04210235164286072,-0.1580618566794813,-0.20696715876263175,-0.6100594777593463,0.6342552606217552,0.036464078009157276,0.4845462122948753,0.45292395897624876,0.055448979213862465,0.010956431942261525,0.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.7190234082987157,0.3793526250487851,-0.16477829053595716,-0.6477576251000081,0.05505017761422048,-0.6482506550010095,0.27144041851466333,-0.6988011821414244,0.09819719576667285,0.45409100580788025,0.6553177344399439,0.3941963998955218,0.3446878621289775,0.6376551422042778,-0.7598082228640404,0.48016235212865077,-0.1945286692531397,0.02253729377529138,-0.1479433073157855,0.6278873045946103,0.0
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],-0.7790364378529041,-1.0215201991122111,0.07086923857945598,0.05703863211484501,-0.6815325633910254,0.6062107217647366,0.11644706288356417,0.34719794465679815,0.4561971909219899,-0.26053495107436403,2.4998168814053394,-0.009073022120300374,-1.6625554228537374,0.4635928006864065,0.3870648701412247,-1.0094525389258349,0.02943376215876656,0.2586473765593177,-0.5692003670898662,0.4475810626038969,0.0
CCCOc1sc(C(=O)N2CCC(c3cc(CN)ccc3F)CC2)c(C)c1Br.Cl,0.6288782669256238,0.5375401861331194,0.912743664579099,1.0280691693846333,-0.8161941094484269,0.8728820587702496,-0.6784329566748127,0.013668682166015637,0.45229867298557547,0.4427628589089494,0.753387545708702,-0.2544053320359017,0.7608011326119346,0.11608516711386155,0.34293600774114325,-0.2328994044299829,-0.46189225846924153,-0.36301600246212473,0.022142308415782085,0.47284553757891484,0.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-1.3344107160708985,0.20515475138322942,-0.3306280369146913,-0.8122351841184791,1.2539730632765196,-0.352366166930195,0.4593073354229578,0.28471809172384505,0.8708833999788672,-0.9889658451050265,-0.421581583195074,-0.17473481310459044,0.740879151508239,0.37474840200099924,0.6569165975604558,0.21632299315287642,-0.05547332444134675,-0.04657065133032757,-0.06108322711794469,-0.12956852710127198,0.0
O=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br,-0.2779519388541137,0.8062920426500899,-1.0467141250666212,-1.1509921828830163,0.7927130692655115,0.8312438197976735,0.3460606766170614,-0.7622004093293714,-1.4774608142105403,-0.05847386204437236,0.3265397912073068,0.6925715583880557,0.5231604349067058,-0.1575608358655987,-0.14163285968666287,-0.5270584611790682,0.40179571291673793,-0.6285460770017042,0.5972222931120079,0.2205358765418802,0.0
CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,-0.9382383834092659,0.020737072424567446,0.5380389241545034,-0.41411246559047776,0.9455378884794624,-1.097618554325807,0.5674392634061802,0.31114515690977546,0.5443697985784034,-0.06911636453442101,-0.8235755299175485,0.049919614372272436,-0.23551964483223475,0.5900481259300085,-0.47318662393824584,-0.13610888038917984,0.8216247887733945,0.4622454816039298,-0.17153471073721516,0.06895946022203306,0.0
CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl,0.17960502371815645,-0.0254885684646345,0.025342095821327404,0.4349257742596367,1.3088654910000135,-0.22607602876674493,-0.6898637793736907,-0.011553278141523078,0.07299496973459263,-0.3079110003648013,-0.547049985514269,0.7560333282021531,-0.005385245287786138,0.8452464670118495,-0.2229530928678341,-0.46603003690870726,0.3806724940593615,0.14273153069727018,-0.03318003529004752,0.3495842232361585,0.0
C[C@@H]1CC[C@@]2(OC1)O[C@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,3.018591918836575,-1.2334181978926102,-1.060555638985858,0.6727179661540583,0.3028880312926442,-0.8034196851137871,-0.3574374478146715,1.0226549891963561,-0.5770005839032355,0.09339013909558846,-0.49964564833194763,0.40017091641528996,0.14053243413237448,-0.2332311770221389,1.2492897212435103,-1.6416275931088802,0.1874434041033092,0.15651823626394817,-1.117497277145953,-0.9667658522474487,0.0
