SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,NR-PPAR-gamma
C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6CC(O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@]34C)N2C1,2.625533026899276,0.31951092318259017,-0.7389267157359812,-0.24522583803236078,1.1951266638053648,-0.6932511884624671,1.2411706209412607,-0.41174328368676827,-0.6344186561108601,1.137758615640108,0.9978072226590305,-0.020022987014585686,0.3784628356285541,0.4399344869814269,0.6461661336184765,-0.8446363002042433,-1.2144886866048454,-1.4542898026315918,0.12099449767888198,-1.9844903579598372,0.0
CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],-0.891530136153681,-0.3164430427968822,-0.39549980858446593,1.1885836786787958,1.4707361038868307,0.574108992107322,-1.1632591988852787,0.9450959734320835,-0.1334699489891349,1.700000159079312,-0.25415414090499117,0.33978499655990907,-1.210218739009085,-0.002839702167729252,0.017591066363596943,2.29743906260382,-1.7007170512575682,-0.163587521704014,-0.3438272079433156,-0.7112216088868333,0.0
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,-0.38861885022009457,-1.6016777888254417,0.47679298835333755,-0.7420523505183507,0.7429209656680941,0.5107102384712596,0.288164206505735,0.13617913288819783,0.20125251426815513,-0.08040338364941085,0.4670687127385142,-0.1135071925756388,0.12641175451874126,0.18862075098265926,1.0815774162389962,0.19632962822857447,0.6510899078825115,-0.5849057177976549,-0.3549241023428677,0.021311717837815863,0.0
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],-0.688765584806959,-0.7245467860547388,-0.6289870740522533,-0.11995795665019413,-0.7368291737851643,-0.5809238421872189,-0.4794621523907993,0.9708965569235091,-0.04912248175436716,1.437532313145158,0.4662887402421728,0.8676326529269627,0.3846897531833147,-0.8149358707815213,-0.2764960746729186,-0.6389160001556824,0.3991324077220631,-1.0720075041833335,1.8661736901797388,0.34284164563927716,0.0
Oc1ccc([Hg]Cl)cc1,-0.8387574904994025,-0.8086665303012847,-0.9212886140600673,-0.006140600355585355,-0.9602686717657878,-0.2324455614738114,-0.03730578048038744,-0.3164788325006303,-0.13285909473659704,-0.1909521942978603,0.6965097282033351,-0.08520669063502784,-0.09458643614461176,0.7579651276276146,0.017641789166820125,-0.2747717062524573,0.13213901222585533,0.41089289365192655,0.33449501716655,-0.2007282292494718,0.0
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],-0.9410035767854694,-0.21932648235699065,0.8591255009456575,0.5745253453710332,0.27942565499192124,-0.016084883776386182,-1.0750638844213507,0.5632891340843572,-0.5236322341216275,0.14549075099935327,0.8674389427949217,0.8401027746389411,-0.6643140829725275,0.22976744824758885,0.40796138554892697,-1.148776783608869,0.4068262317488634,0.8544608143394834,-1.5698783542292611,-0.4977107489374827,0.0
CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,-0.8568230076107787,-0.3120352671926436,0.9083368134157315,0.42825705581846907,0.4350969893267129,0.21784967374322486,-1.657722252580478,0.4923281214517683,-0.98596632061921,0.3254797941592491,0.7811053421637741,0.4689655005727837,-0.3392191545257181,-0.27522462389884333,0.007238724988437841,-0.9384923784742822,-0.19874179135559,0.2456570739481248,-0.9755320910008197,-0.4393522522613474,0.0
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-1.2156428138082538,0.5373489732128328,-1.001023319698131,-1.4471436733417382,-1.2489894495944212,-0.0406609343262873,-0.41831940521178,-0.5624885935724534,-0.10486270048466938,-0.36606390605541295,0.7213008281281751,-0.4170369298874703,-0.24254715244939773,0.19844732919388836,-0.3682352984618229,0.4138342795772367,-0.1305512335847609,-0.13663684774938512,-0.09106487238628211,-0.42418058177981754,0.0
CCN(CC)C(=O)c1cc(S(=O)(=O)Cc2ccccc2)c(N2CCC(c3ccccc3)CC2)cc1N(CC)CCN(C)C.O=C(O)C(F)(F)F,0.10510903198344591,0.8001103864243092,1.1807517426238983,0.9099314369431588,1.2109747793205181,0.6559596898934956,-0.23134416764823573,-0.6018510001673778,1.2305980597760866,1.2264895196966383,0.9605166559482513,1.5916753599787326,-0.29453412845160226,-0.9612819985774853,-0.2066078056474027,-0.7194983425421401,0.009113626993818472,0.1187239967699055,0.5917788092222697,-0.0891892832540832,0.0
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.0705531193234489,1.1251604681718415,-0.2598859298677566,1.6944120232938924,2.3219246694164064,0.7246466383831104,0.12481223709678764,-0.7612870784806606,0.5357632997061922,-1.590548661960023,-0.11900726477949282,0.6270733581518729,0.07931809224052411,0.914303902594747,0.04139035422622601,-0.5094202473052905,0.7386303254364115,-0.1691871242629824,0.7699212307155416,0.10820867590633892,0.0
