SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,SR-MMP
OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,-0.04749318811484658,0.46600679757138247,-0.5678365812148419,-0.6312592689807498,0.11723233656915105,0.6937664480946022,-0.12112902511568009,0.7618307137076116,1.254444300239101,1.512947064938534,0.7914137084921515,0.8094941319617271,0.040139508547287095,0.15349315458251273,-0.44738562677898,0.006084697498673114,0.5036453879707429,0.10112524980706751,-0.1838116844990555,-0.5365630872901443,0.0
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1.O=C(O)/C=C\C(=O)O,0.48428934033906224,-0.5417613017364019,0.50495936132277,-0.7385995207265763,0.3607090001539521,-0.9032400697049373,-0.588026097648736,1.3011801050382072,0.5492710464419719,-0.10894756357103177,0.46879785301772103,-0.5780894545377906,-0.38158567263214865,0.051998964977594486,-0.023270719475474648,0.11026153949234362,0.22738547667104578,-0.4708581383865278,0.17836815520707686,-0.37906203163892865,0.0
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],-1.2558392816300532,-0.718020128909231,0.9926762272054435,-1.3465576067632135,1.005073279428396,1.3863779247793275,1.0960727589197243,-0.7013307499644041,-0.555854753176928,-0.06897338035421127,-0.028383960410492525,0.49521962655122453,-0.020495479737457842,-0.8211190873213127,-0.020180055967773218,-0.12249142990640004,-0.02327543292530924,-0.16712388149979532,0.2636355450575128,0.5267872735521335,0.0
CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1,-1.183704014724439,0.3595284155023347,-0.751674709910585,0.3971281487972231,0.8427674197529781,0.12395900603294675,1.1316342381040472,0.503276898192181,-0.4970211824094179,0.4815663559408312,-0.3459072345845344,-0.011960951655763755,0.13159632638944677,0.22176426319834627,0.3964657512997081,0.7926994934611383,0.6874643959184955,0.4056349340000398,0.4550794951984938,0.03882382534600005,0.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],-0.7107848757221873,-2.3970197131660336,1.1064831809444402,-0.9448651615568089,0.036147285045818406,0.6673496498118089,0.1897798915384198,0.09708873424065796,-0.0814390675270246,0.022528894982896244,0.10051205343735799,0.5473369105503618,0.002147961643107736,-0.2062697298267271,0.431790661539741,-0.04785276496565475,0.13957282007418859,0.17139412700839188,-0.12741876714775544,0.12387202524705915,0.0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,0.28389802928665475,2.2479626748212516,1.2945374383572865,-1.2194706160681206,0.15171074936457263,-0.9145494215480948,-0.5634984068281588,1.1969288055158325,0.3163828421736203,0.10125543499247605,-1.433947937344291,1.43989226916672,-0.35412718655499703,-1.4145685576001186,0.0027806818009896406,1.3989493323264726,0.09183787468406783,0.1663915631679852,0.43496636911512715,-0.785251361559064,0.0
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])C(F)(F)F,-0.5051115279329901,-2.205085463275965,1.1529728917785496,-0.547393641475668,-0.037803628111781555,0.44610361581166985,-0.17632445378255512,-0.6449473830755657,-0.9528528479071151,-0.02187123050813701,0.5708392678669365,1.12537368318474,-0.19972158289527278,-0.5272090158095896,-0.11356835009766482,0.8407282566465843,0.3747437466819753,0.06248174509579132,-0.6333639037496118,-0.4495796767389616,0.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[P-](F)(F)(F)(F)F,-0.6598253320117022,-2.3452332592728826,1.115311593256256,-0.9506658374264816,0.009335210436837828,0.6397113157318475,0.08382508326990099,-0.01950558293256674,-0.10806140557842218,0.1454745038030996,0.1169679693967133,0.6304873618015591,-0.0003881052727136783,-0.1611276389980885,0.4821889313509878,0.04964172209724634,0.2052319416872241,0.22366436225092254,-0.17799098441384043,0.21778693731878268,0.0
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],-0.7509787017715261,-2.37223313902631,1.106842329695369,-0.9852384552689026,0.002045708843591768,0.7191763292798488,0.16109475099119458,0.02426797648744657,-0.03864724281637626,0.017854205892003747,0.030264151708012877,0.5740699272589613,0.10886605799888568,-0.2326143309214751,0.4227754390214975,-0.02595594122798724,0.12901864347231146,0.11718493876915846,-0.10778707209093359,0.17517157966877844,0.0
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],-0.7509787017715261,-2.37223313902631,1.106842329695369,-0.985238455268903,0.0020457088435912618,0.7191763292798481,0.16109475099119613,0.024267976487447874,-0.038647242816386006,0.017854205891994383,0.030264151708022834,0.5740699272589708,0.10886605799889175,-0.23261433092146094,0.422775439021494,-0.0259559412279865,0.12901864347230807,0.11718493876914467,-0.10778707209093878,0.17517157966877409,0.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],-0.7488509722407128,-2.3652706508386276,1.0907877051755464,-0.9832665130906146,0.013758229909433095,0.7102326032056154,0.16487280980272984,0.023503684212928252,-0.04122633249834012,0.017131448339774286,0.036956565467938636,0.5719926020061676,0.11846925115985361,-0.23461613972238587,0.4266693966937933,-0.023339983421588186,0.13217676330547665,0.1049218339366108,-0.10523386497192423,0.1973298081882423,0.0
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],-0.7421437662760267,-2.4432460552140776,0.9198378715500659,-0.9200400234142876,0.0676700270195445,0.8280299992177307,0.0925140469220965,-0.21543759445846433,-0.3353640640386501,0.03558918575556373,0.25625533569639675,0.27297961418786515,-0.02151506923411104,-0.4397125820922725,0.2683319778513104,0.13267947533863841,0.04093846077776886,0.0390108953008346,0.0024868792985481645,0.3602857524260616,0.0
CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],-0.7107848757221873,-2.3970197131660336,1.1064831809444406,-0.944865161556809,0.03614728504580897,0.6673496498118123,0.18977989153842562,0.0970887342406625,-0.08143906752702751,0.0225288949828758,0.10051205343735531,0.5473369105503746,0.002147961643125402,-0.20626972982670552,0.4317906615397541,-0.04785276496565608,0.13957282007417376,0.17139412700840068,-0.12741876714776118,0.12387202524705401,0.0
CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],-0.7212614371877344,-2.532393943154553,0.9394596525838428,-0.8900611294251354,0.010197631698947145,0.8822478741169765,0.17101556753864205,-0.3028361333791657,-0.4122724932748355,-0.06485321854116934,0.3588417002444337,0.3561075988144831,0.003093008068681557,-0.5182472734123416,0.14391507497718026,0.2719470225047543,0.03523391097720175,0.048559356643267174,-0.03829771949899992,0.24668282893094653,0.0
Cc1cccc(C)c1OCC(C)N.Cl,-0.8653021837774024,0.07752842135619102,0.22364565779986084,-0.12974128628689513,-0.37652564455248433,0.302691265803999,0.6973849671077643,0.06107361163734568,0.5632920250037634,-0.9516753365359673,-1.0286892181649812,0.3244793859921959,0.14343230249032524,0.7078714944312514,-0.05667936319364797,0.13488034100627092,-0.003471739951489181,0.08122324270224592,-0.1048812653389534,-0.11176085617983202,0.0
CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1.Cl,-1.0021326316973909,0.41320328748435986,0.38992785257111207,-0.8294174295039486,0.6738384450320225,-0.22249676378651884,1.0455842220704246,0.48133551799593716,0.5367783301771634,-0.6950784787708105,-0.6228879352700212,0.7843805385912938,-0.09599310634484966,0.2100513011909329,0.28157283301058256,0.25833757081189773,0.01340211491367358,0.102286424098636,-0.1636315121712821,0.31991804008198566,0.0
CO.COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,-0.2090054694040004,0.7014759493386444,0.03135843724654507,0.2688050441572159,-1.6298251955191851,1.8775905526107681,-1.0620977152426796,-0.071516162425522,1.1543870708741786,0.28508950192058297,0.6264432385645251,0.12808423991122606,-0.05088325950088199,-0.18680768856934887,0.6230268050328541,0.08452677835208011,0.4279743586224809,-0.12953038092162708,0.4617651990672917,0.6156864184248183,0.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.5089279755042084,0.905351130376559,0.0754607561013389,0.09984082512325904,0.41589649288064345,-1.1288323803307894,-0.35885598949333497,0.7092357153688227,-0.8894136205322551,0.4865427375008086,-0.4311343125199316,0.7135801596190433,-0.3873773860801967,0.7811466397983188,0.31737569138483085,-1.1153393323897143,-0.7253006060439031,1.6307191971396848,0.33563680006636576,1.350310495541631,0.0
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],-1.2177731851115274,-0.7497691912366367,1.008371702974336,-1.3081562552294073,1.027462334564775,1.343494971385519,1.1209798406554181,-0.6277456999366648,-0.596067488205624,-0.06357593371111225,0.03517152755893468,0.4705639350954275,-0.13681676925418393,-0.7927726774256558,-0.015058791121799225,-0.1470042114504646,-0.01587937615661271,-0.1006515884279986,0.24145064288167842,0.45332949061095196,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],-1.2558392816300532,-0.7180201289092313,0.9926762272054415,-1.346557606763213,1.0050732794283999,1.386377924779322,1.0960727589197217,-0.7013307499644021,-0.5558547531769349,-0.0689733803542147,-0.028383960410483366,0.4952196265512158,-0.020495479737444627,-0.8211190873213249,-0.02018005596775246,-0.12249142990640347,-0.02327543292533027,-0.16712388149978621,0.2636355450575146,0.5267872735521292,0.0
