SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,NR-ER
Cl.O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,-0.2089925606606488,0.372495523785051,-1.033682192754097,-0.008191927527904928,-0.33589647670485184,-0.4746170134526515,0.909545478030386,0.18211971137069255,0.1366860703936384,-0.17631433073706992,0.8609043872983896,-0.40908800072921436,0.06947480962727628,-0.10740013930730855,0.5875250295280043,-0.944225669981678,1.448906815512143,0.6134234181792094,-0.10153355452207125,-0.5308063165976974,0.0
COc1ccc2c(c1)OC(C)(C)[C@@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,0.07382862708695274,1.7472419968545219,-0.7950520213735695,0.27152139057552854,-0.15834109266741944,-1.717684397643887,0.34887789339936576,-0.765910338794281,0.02638657779895743,0.6056659818673095,-0.9941577769939685,-0.2443671036382591,-0.833526054802541,-0.19240290269861016,-0.28220173744012783,-0.17472078926732587,0.23024858418771504,-0.6860338156034143,0.7232167787338116,0.28640618729997264,0.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-1.417168402528253,-0.5819160921950003,-1.1488544685582767,-0.09548936651141139,0.2179860828290796,0.833793996669104,0.7433533479319605,-0.5708128800085986,-0.4313596939200116,-0.7702913476625535,0.4757762471358478,0.06417666588638828,-0.881752546127543,-0.1545435679763166,0.008710901076583243,0.13023843876313443,0.21726050827925417,-0.45250846589590904,-0.12378713228769922,-0.37652767037703994,0.0
CC1(C)CNC(=NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,0.17193634249489845,-0.7292174620821881,-0.7717599849876823,-0.10821860380638655,0.13330500859141994,-0.07212428743182799,0.2562358022072683,0.18021880263040072,-0.035727949259277136,0.3260338275437143,-0.2578061380972369,-0.4263246938959492,0.17982945910382866,0.7315278453589587,-0.12434133342320246,-0.7346281869481934,0.6091927434240981,0.11290374206626443,-0.005606243643019807,0.1603769364368981,0.0
CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC.[Cl-],-0.1567528500242934,-1.608135504680697,1.2899405880814874,1.1532167525436043,0.05483108218437106,-1.2464510949837135,-0.23923404571229856,-0.5405863181751658,-0.4763755988113046,-0.6094589031309379,-0.047834565212752644,0.17058688131015765,-0.34629802520743863,-0.7953153631380236,0.12586460688862408,0.06793160009008054,0.20189929267016957,-0.16074989187086133,-0.43544930470222115,0.3978670902314313,0.0
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,-0.4551423661442238,0.34375252734044526,2.1289144848471304,-0.5534857870905817,-0.3659122007337285,-0.976238645148893,-0.9173827562683202,-0.46816169784609263,-0.8792302091971154,-0.04583538799190729,0.42025644572561954,0.6617594780568884,-0.08544511943397573,0.21489723467013985,-0.5834826060611878,0.1392182231744066,0.9644373268391282,-0.03696407465412209,0.46728663280928695,-0.05255431835053983,0.0
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12.Cl,-0.9613342138029455,0.7831307252936143,-0.4230708610459617,-1.03308691237384,-0.8719370788612653,-0.6936667834252972,0.7827620469656105,-0.6342346574757475,-0.5109114518054995,-1.1665031539769488,-0.1691823868427094,0.016221416385793264,0.18383113769778586,-0.7487456415311138,-0.4039624443662643,0.2463502964170847,1.1105195864596413,0.16433392205468025,-0.6676324208585582,0.11588990290953094,0.0
CCCCCCCCCCOCC(O)CN.Cl,0.04482663119511831,-1.3496591571694103,1.8017398182765862,1.417427677736727,0.5780703111552223,-0.8517953978545372,0.13023164238082985,-0.17202076411927572,0.03626896842388249,-0.06970004087401317,0.18520154789152654,-0.15020341877949292,-0.20850247358930565,-0.802305046773551,0.06304560771521428,-0.08625242957984283,0.2798958416538063,-0.2600708893344644,-0.6225939917161589,-0.3752019550777661,0.0
CCN(CC)c1ccc2c(C)cc(=O)oc2c1,-0.35840751013480254,-0.5385460187697434,0.04690628680283281,-0.1319166419355481,-0.44909720108418705,-0.39858895872507055,-0.30206412502941354,-0.3904866746216751,-1.074123064803796,0.37991408735363,-0.1897264126715742,0.6734388450005344,0.49045036972700434,0.3916043316693771,1.0195664522835393,0.21389895089385377,-0.03202978516953233,1.0552117305130488,0.5772858892554324,-0.36543404169243515,0.0
Cc1cc(=O)oc2cc(N(C)C)ccc12,-0.42021791809519465,-0.7059756423687789,-0.48845077356826583,-0.43550850645659983,-0.5349293549352014,-0.31955782934723687,0.02899057323320119,-0.18606737997541278,-0.9069401390762518,0.2278366573723669,-0.6308517683999546,0.7044640840146774,0.6237069233965364,0.449045612193159,0.9068568408638736,0.2810123473075362,-0.21389511027305386,0.8927613027321861,0.46476070395086005,-0.11395087925701099,0.0
