SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,NR-AhR
CC(=O)O.CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,1.550695826172905,0.5438727415328378,-0.23678562346601803,-0.21787815551743028,0.5804023046859741,-0.7261673393928558,-0.15901204120543475,0.22750744989208493,1.1665075660482342,0.038777017296498725,0.6785068854458521,-0.08778888305209248,0.22656838316381114,-0.361690457069572,0.16027932424571567,-0.6524307768736551,0.32282420951002505,0.011856093185524042,-0.6165799929553184,0.12338972333814921,0.0
C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,-1.2774611616600318,0.6382439238231542,0.4438431134973236,0.3768363944687499,0.3786743250128003,0.27402138189366065,0.5871307429030956,0.25722248197548525,1.0125821792562348,-0.09583070765744335,1.3223611971811338,-0.056422985192339965,0.8073113842409261,0.9599373584877491,-0.5328765198270695,0.044463652023701755,-0.893000447091728,-0.48401995660534775,-0.3843860770302494,-0.12078846009759797,0.0
CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,0.5660337257611654,1.7636867348325285,0.11283992084404905,-0.5912208185722198,0.36194359605026405,0.19853504309718337,-0.34039243475409797,-0.374978902448246,1.0939986564155861,-0.6162001783133316,1.0048115594796831,1.4933854231024437,-0.8515852826296085,-1.3399252817312695,-1.1925166835479493,-0.7609321518746736,-0.6266342664148525,1.8905088584459244,0.8028069100542737,-0.7429987985978511,0.0
CN(C)C(=O)C1(N2CCCCC2)CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)c3ccccc3)CCO2)CC1.Cl,0.16086553353659502,1.9716143744217915,-0.1457152544421032,0.9511156164438681,-0.40338628807994936,-1.0331875823503636,-0.7698425509891585,0.3949443066086928,-0.16418163989397427,0.8138560744304121,-0.6460266608172475,0.23323688732923706,-0.02568782031459694,-0.29965030054194214,0.48129305043296006,0.35727729963113036,0.38682149598836346,0.3201223587918267,0.1751437385980228,0.427321294979787,0.0
CCOC(=O)O[C@H](C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1.Cl,0.767205391510594,1.4669593386883226,0.5122695059940582,-0.29577663069826915,-1.9597263780519143,-0.16218700768830668,-0.142077449282062,0.30658085442083105,0.4899720737404945,-0.49703542151221153,0.36142823179093236,-0.23866909500433234,-0.04523651226117354,-0.24788844980530547,0.8111100458821591,-0.255047755252524,0.6430828681117774,0.32330152998810374,0.4693509511063069,-0.5670649745571676,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],-0.5058428837443958,-2.481210710711621,1.3952995605725862,1.074256641524249,-0.06361026121484066,-0.18790802819625937,0.1013598373453578,-0.2760286624197435,-0.19896754888482848,-0.1363883837214703,0.2644596495248937,-0.2160877897590813,-0.6191688065229417,0.16877646931541385,0.07802571462822577,0.2451352005911529,-0.2887335030130563,0.10618644019300384,0.18449604931633176,0.08476010458658823,0.0
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],-0.4919290937689512,-2.4840093672468098,1.367663063966645,1.0715124425412768,-0.1349128122169307,-0.12611772205303012,0.07237210732180939,-0.296254787226916,-0.22458802632393962,-0.16728690555178619,0.45585572796593726,-0.2176101735223444,-0.4801950985548785,0.16782750298170804,0.13349718902058683,0.3428362949200463,-0.21653999502797708,0.2592020657047841,0.03928910853488555,0.06245702180384525,0.0
Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C.[Cl-],-1.2552580482646147,0.31943402586520064,0.9586100887678891,0.16455179819104043,0.3459799444092586,0.0802336158445431,1.4890419971991837,0.799367419896631,0.003149395596471582,-0.22636696689736255,0.28253217477041,0.08284050461176073,0.4578230242049388,0.7610876941910047,-0.7446427406477512,-0.41573064464562265,0.16695937855072446,0.5955589299190531,0.722176863338554,0.8203182219140365,0.0
N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,-1.0640782358684373,-0.6039021588567822,-0.33308572151912147,-0.1609850788099967,-0.8486329982462352,-0.5392788329159278,-1.0383426172543317,0.715501092977829,-0.31393531966249344,0.35170372376595005,0.7579893858831642,-0.7286926818820221,-0.41587846039484044,0.657766092235537,-0.06507896127418471,0.8974716339958432,0.7162107157033697,-0.34148059104161316,-0.1364688486035248,-0.9744418951055737,0.0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-0.6368552364658461,1.12437215714185,1.9790616448376268,-0.4103215038556166,0.9309911135596494,-0.5555521053650028,0.7217515578703397,1.6299002870551662,-1.0448345320365928,0.10991291087015878,-1.5842204659264698,0.6214867163043144,1.1995251816898649,0.31096560510022125,-0.003771872613772423,0.529580359523157,0.887483449874331,0.5671532773589211,-0.10114870962849275,0.7524452662993857,0.0
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,4.069124517180378,-0.14500195879237965,0.3361421648304282,0.21497277324486105,-1.4503819212769362,4.437004045850898,0.04872775498778493,1.6889358180533705,-1.2738738433303929,2.530674065774525,0.8623554122018128,1.6128218885803443,-0.9869290866482416,2.2867932056918177,1.051885003973832,-0.27137923839065187,1.0191544356978801,0.4916921218309262,-1.700418568615984,-0.6485595987107466,0.0
Cc1ccc(O)c(C(C)(C)C)c1,-0.8842298453140222,-0.771854034377186,-0.7618198222330353,-0.637636245098482,0.0036774740029316627,0.04302617602978273,0.9189370555510807,-0.40784338269548015,0.873233562782728,1.2531045986771563,-0.041756750519600226,0.2533307399502362,0.669319677387847,0.5581094518227674,0.26970712442764244,-0.30361406302898036,-0.07605241386232471,-0.17449525117972237,0.7550131535197802,0.24722134539796892,0.0
C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,-0.27929774843114313,-0.4788808613962209,-0.9081693481303758,0.26922200416116193,-0.2280178806882148,0.6595183183520185,1.030536848884645,-0.31702441749351357,0.12372333472595495,-0.06414663862154879,-0.009656182770713374,-0.13700066847607517,0.08132898243058795,-0.13777970800745448,-0.057899535613435256,0.16010393662060152,-0.44512719899011355,-0.2805318291452931,-0.415931069209936,0.281230263943973,0.0
Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,-0.7957656245846996,1.2579601138141254,0.6683969125484334,2.1459856021133827,0.19405965511788648,-0.15447819333146218,-0.38541941758090714,0.2486101103067402,0.4294681119784068,-0.27558191652420605,-0.4633809717545191,-0.1069168483334513,0.18667089182059762,0.7415585736306135,-1.3122220465099796,-1.0002695472381684,-0.14981096153810997,0.15071905031195373,-0.83712896294168,-0.49420712532050676,0.0
CCCCCCCCCCCC(=O)NCCCN(C)C,-0.09925179690678652,-1.5465441995804474,2.174748130747338,0.14234544118899756,-0.04649460907127882,-0.765673554859826,-0.5537451544412734,-0.3820926141213877,-0.401135641106588,0.1865364543817506,0.0735625163792695,0.008421405070074854,0.11095266819128245,-0.44673509898219493,0.6928948821201003,1.1311025983781713,0.23951013284806774,-0.46591755062936213,-0.053831383250584335,-0.017898807296675975,0.0
