SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,SR-p53
CCN1C(=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],-0.9964536131132785,-0.07785959887473526,-1.6009311005477393,0.49451067670399906,-0.9346781691489767,-0.18169183811094478,-0.029643031325226468,-0.7571155885887364,0.38648993959711386,-0.9029544973754148,0.4496360286259113,0.34275808435602967,0.23453230036785586,0.33338020013451775,-0.7107822935476681,0.34679262104803754,0.5558703356839103,0.21523033400628444,0.34462979065167787,0.4647372757325239,0.0
COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=CC23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,1.1425097723801934,1.439416709682478,0.45261185795987063,-1.2418690601090423,-0.17142812074004327,-1.3572550448876686,0.7225415679331813,0.42156785991008117,-0.6612582069716179,-0.29996412039255826,0.012236758263166562,-0.135262062790365,-0.5678643689329848,1.14024183107996,-0.2636778412623205,0.6542047738913689,0.36987518425582283,-0.7006713424163883,-0.7176990356779053,0.043465377644638876,0.0
Cc1cccc(C)c1OCC(C)N.Cl,-0.9400483260515331,-0.009148831957565096,0.18456687622177903,0.11293855741659072,-0.9080773294354175,0.23428106389682987,0.06617461158741021,-0.6846352714637598,0.08476573031939015,0.718418263027085,-0.13527028266869134,0.772095962960447,-0.04397318482995437,0.17259787578799599,0.24256835371933783,0.23939181978756924,-0.7299480020500522,0.4535552349129167,0.1664090989388075,0.2570649836442606,0.0
CO.COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,-0.6084518038071038,1.049252379680285,-0.07944597180165275,-0.7049629282603065,0.4956594487020815,-2.639782668473187,-0.1797278672238017,-0.580611974169562,-0.23465625078739882,0.5966355840209365,-0.323493039282452,-0.4257616126247196,-0.6749181829250748,0.49154801158104744,-0.3331768525036537,-0.11679221891446549,-0.7705514884018235,-0.1528674397195999,0.541801468684461,-0.4148636135049823,0.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.3289500406622939,0.2709830950297172,0.22808854485302646,-0.05268288734085466,0.35959373315686954,0.7679431433712806,0.09433119070161898,0.698555670734795,-0.7629067765035997,-0.40039935286489425,0.062035317195494426,0.2739524704832544,0.0809789524855462,-0.3488192431976719,0.5573535635456104,0.41003206014069116,-0.7254828399616551,0.04430443361127741,0.42022253911933954,0.5962659915959699,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,-0.09800654179427741,1.64989836686154,0.6929639534599024,0.8292408765204994,0.4044271851235746,0.8343623863592774,1.316249303683882,-0.10931766424216233,0.3011184925708797,-0.45429814742041014,1.7182367169394817,3.096679988207362,-0.6780394129263847,-0.43943143732074547,0.6362768765066033,-0.12086515113430857,0.358686717876703,-0.6669658614126904,-0.009273127922498452,0.7187075627485735,0.0
COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1.Cl.Cl,0.37567273086479863,1.320812466043234,1.2347227029718555,-0.5873565411356396,-0.8679797231183943,-0.18049521432339768,-1.1273190070711339,-0.742935262342692,0.004076138289927964,1.777387572197593,-0.0001528475341410313,-0.07892022900660112,-0.040724534631450406,-0.06881142382413116,0.21886546072671406,1.3470437577422802,0.5153283247468574,0.0791356928061815,0.06531034123792027,1.2623380793722547,0.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,-0.7234696359007067,1.551280528097622,-0.5923110072465883,-0.09223137784916592,1.1805979425234903,-0.999600178660186,-1.3882316734099314,0.7398971138801081,-0.6877126930953127,0.6592628658422294,0.694548585480034,-0.5122870180787822,-0.007807316505336334,0.1843481233421451,-0.6034677191911555,-0.07888708659056029,-0.5085214458832708,0.5529525195562616,-0.36135395073582427,0.19034562119546322,0.0
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,0.9194359364175129,0.6322011127210836,-1.271432678790446,-0.336804227393925,-0.13322002829588467,0.6704283416172012,-0.2375718060160194,-0.27827988735107456,-0.30674970265119395,-0.16865969653954754,-0.03393305699947269,0.179340141304379,0.6111470225489154,-0.44519317622321924,0.45323778421861766,-0.24597052400040445,0.7477185357617704,0.28805599522924236,-0.11155576069844826,-0.8461736262729583,0.0
CN1C(=O)N(c2ccccc2Br)Cc2cnc(Nc3ccc4c(c3)OCC(CO)O4)nc21,-0.20793091491846455,1.2523440551098908,-1.1131577094700835,-0.7678878703411025,0.16445624274250648,0.1603041706896595,-0.7047806127608827,-0.40038765275703464,-0.943122146905556,0.6769007367904438,0.5452896523823372,-0.5768463444680367,-0.10626590911159497,0.630648500380667,-0.4013408919475346,1.1213119403914407,0.4995884115536544,0.04832696379937762,-1.4244343758190785,0.12277489906576956,0.0
