SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,NR-AR
CC(=O)O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,1.7494585301025085,0.694916011673288,2.3268761201249024,0.11892942011106304,-0.3509379053456267,-0.7579959263019722,-0.4528172308262662,1.7248674627148528,-1.3978300993207151,0.5395753590313965,-0.7711916896067784,-0.4156451202501624,1.1134514149957897,-0.49501460863089514,1.6158375166554417,-0.11507540430243965,-1.025299893823015,0.45406583101876363,0.5565325920164018,0.31267677256487786,0.0
CCCCCCOc1ccc(C(=N)N(CCCC)CCCC)c2ccccc12.Cl,-1.067241846991443,-0.621266719272918,1.581427802580194,-0.8327253643006697,0.605189486589062,0.5489552714133119,0.4696918139273214,-0.5303922102800507,-0.3863878235156548,-0.5336973829638108,-0.22970208719332058,0.22996556255147255,0.21862412466283304,-0.0030637440549078853,0.42917999650393485,0.05961439607143925,-0.5701046683405763,-0.03774834024673054,0.8135595972516878,0.19335030040760046,0.0
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C.Cl.Cl,1.698118785486166,0.5323360359903124,1.3390911352063601,-0.028335757391404707,-0.13958182837573194,-0.7173239729492619,-0.34912622609528804,-0.0952799613211871,-0.5598415119232474,-0.3188857135485553,0.10269158855801715,0.8439660094897066,-0.13419685359879782,-0.6688969535813715,-0.764342681419379,0.5767413918917554,-0.5321863169417013,0.268914776269896,1.021053193702924,0.247291028955095,0.0
CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC.Cl.Cl,-1.4233865044874923,-1.6969575952057943,0.39980098798076097,-0.03612567964275667,0.727392834582193,-0.18566113308167495,-0.512726599934176,0.5148288263017516,-0.40196579725422676,0.12458772439087688,-0.4777613638276347,0.04381482346464384,1.2759828698846885,-0.28428596128676475,0.09659598877082327,0.723555618584487,-0.14922544293450823,-0.5693985511381665,0.32531959025648444,0.24546786170961227,0.0
CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.[Br-],-1.7194340524260914,-0.8392735251017635,1.9896920758136634,-0.8995740464662481,0.20065109179235519,0.7074813487143552,0.10135855921573694,-0.5393949723722279,-0.8679372130363912,-0.7932030064267167,0.4337632824684561,-0.06416248409240405,-0.5193869440266253,1.1114114741692676,0.6691845312330541,0.12552643347374806,0.6151008571833575,0.4628927162179508,-0.28039130623369174,0.24455665209472735,0.0
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,0.5965721874246365,0.9273105256883621,1.9334174947590343,1.4078279589970932,-0.6398802528291715,-0.512773726517588,0.055439456184695896,-0.45939508140550717,-1.7288372618370522,0.0662462862570715,0.8706501135449691,-0.8233757971832392,-0.53019733759512,0.490943716202347,-0.5867616948730563,0.8890515978631359,-0.3582456007544686,0.6100031003827571,0.35049318257067713,1.1206921870643793,0.0
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,0.22359196484637023,0.8678069387749748,1.3125503334063227,1.592441188433117,-2.2148498474453002,0.08627108124047554,0.26637855849210573,-0.6651741406534282,1.1048345130850212,0.4442150391988493,-0.1512378427929654,1.4546712882575714,0.6147967963053029,-0.4451947598877065,0.16755864040947419,0.006349394911379771,0.9573373416283532,-0.36578782584808317,0.002712419451697403,0.1966267927156388,0.0
CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-0.5585289688262732,0.7270841858490124,1.3504273524461736,-1.7861940293895113,0.5690506013519252,1.6045954924777162,-0.8807697527375097,-2.355995410071621,0.2969539695714855,0.25512788051642027,0.36990411106242227,-0.19738203194175674,-0.713955480025425,-0.22937514704462755,0.9564082220985698,-0.2625785917728699,-1.0522305911335785,-0.7991426773279396,-0.46137308099218005,0.34263254716505304,0.0
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-0.18051425891215286,0.370069861840415,-0.1939426198956676,0.18175539084700515,1.4698359849101803,0.47103302239117584,-0.6658910290222727,-0.3768593829991941,0.5408038297632947,0.10679708894114477,-0.367460089670986,0.041381051274365414,0.4641276382401115,0.5558055212153042,-0.6692773515381016,-0.1363265304126849,0.5289595050963387,-0.08529622046969258,-0.06571311365925887,-0.30101994696057505,0.0
C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,1.9803638709411,-2.3203249634620913,-0.9398572481176519,0.5481903925423917,-0.4592502395024729,-0.38715815770373563,-1.5456408965656718,-1.341544914835574,-0.20710281314544682,-0.7545050959124814,-0.15284563369054618,0.8112521105947491,-1.887697857764282,-0.03719163691010501,0.24118098833252763,0.9074297614282937,-1.2121187899442256,-1.8124934112023365,2.312953127130044,1.0868543415411132,0.0
CC(=O)O.CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,1.4980517724591764,-0.22828669598109483,-0.19165569101081031,-0.12164431414140794,-0.38268931595382344,-0.7048114696916447,-1.3236600755999348,0.40162847173184574,-0.03420946984204436,0.0635100723096201,-0.013554793835680715,0.24683700399318048,0.21568081024215643,0.18920439446323178,0.25510113989986016,-0.26272314344747333,-0.1432235323296883,0.30792553317463117,0.2244899080668389,-0.18256451713192937,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1.Cl,1.8073068639346053,1.1409103014639397,1.874294578063404,-0.5163312375109512,0.4456478475886915,-1.4769904768119893,-0.14851686305084416,1.2958133832961944,2.0173886651743533,-1.352156426912175,2.7879437684112665,0.8786193219850112,-0.165377143353539,0.9042526355632124,0.5993329478119332,1.2271140213318137,0.2778757820424955,-0.11953365751580142,0.04717166824167588,1.2741832598837453,0.0
COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(C)c(=O)n1CC2.Cl,0.8458898419883107,0.16769422379527912,0.10531812079606792,0.7024622132452137,-0.01645400658444526,-1.3584559383178156,1.6123341674018825,-0.7831960110837636,-0.30082784170640053,0.2728557319262765,0.6287776186200227,0.041076329461023006,0.3277044667229334,0.08503586058429181,-0.4566111584456001,-0.5054923488442757,0.617933471412522,-0.015903502038928714,-0.8833489526317142,-0.025924999327250637,0.0
