SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,SR-HSE
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1.[Cl-],-0.8239678136898521,-1.1676395889513764,-0.9336118999756071,0.9603953519180248,0.22812262793545227,0.2370418909755506,-0.9266382824412661,0.9435325456566271,-0.33033020089285337,0.1281080088928308,-0.06043381456261482,-0.06735723876792532,-0.026333569356737144,0.3957872912001215,-0.023016001941643004,0.4121027614375906,-0.13519633009851964,0.05642537596017272,-0.16372202235008548,-0.7054612935736938,0.0
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12.[Na+].[Na+],-0.4081262165869083,-0.35501838787150486,-0.08686384336222924,0.3623842387760956,-1.8122962756209868,0.4342131199741105,0.2628299622266732,-0.10692282130600363,-0.2017401582233296,0.421943587400948,0.22971286115310777,-0.25463065207739494,-0.6201348748881605,-0.1480723779680203,0.198619749933595,0.07426182326149955,-0.34550301449135545,-0.2160823848362575,0.2300791695845139,0.9585591652627997,0.0
CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)[O-])O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4OC4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C.[NH4+],2.6485796894794214,0.14480785554844597,0.7040127500947251,0.05730580056040049,0.6741440203887983,-0.4232696349782319,0.07846435590972592,-1.1157948447678143,1.9015947874349666,0.47203331470054316,-0.46605938629733773,0.5867833524889873,-0.30144090379987293,0.45813134975191466,-1.1095610758299306,0.10605139509862407,-0.7259574090129453,-0.4166291835684388,-0.8805342455345778,0.1654017517023942,0.0
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1.CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1.O=C(O)C(=O)O.O=C([O-])C(=O)O.O=C([O-])C(=O)O,-0.7121911709878703,-0.25829869194776167,0.5306166863975723,-0.934134481657627,-0.9425389274593784,0.3077309123148029,0.4994442961852252,0.03341883697616474,-0.7917448867309195,0.5173036515899642,-0.39507152590212363,0.14176910595571357,-0.04283899664823153,0.23167139408841075,0.2835927870791878,-0.1483894758902352,-0.47263878433607853,-0.5171626790528527,-0.907856672952486,-0.2547710263249908,0.0
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,-0.6718168329836337,-1.100560977624828,0.5229299475819241,-0.7979356671414769,0.9606344527318438,-0.40708937290328406,-0.5909088814657524,-0.3395646355076841,0.6388770934245365,-0.50143261642283,-0.2865404971763385,-0.9402358904875529,0.8522594575361738,-0.7305210150461823,-0.33091680892736997,0.3133481694408475,-0.07385491685264604,0.00740620468072981,0.08633113184657719,0.1526686953567196,0.0
Cc1ccc([N+](=O)[O-])c2c1O[Hg]2,-0.3550313403968362,-1.1599320492829204,-0.43702257313004944,0.30121486528304425,-0.45160659656316426,-0.09308155368460104,-0.3318980060595182,-0.20644771632330292,-0.21576731386399362,0.4847970110005625,-0.7577292198453169,1.0123445881202267,-0.2990688178662737,-0.705474759575742,0.3725769064492164,0.26046947074536475,-0.7098051333051018,0.03587603424138903,0.38438928831476277,0.2006712801045448,0.0
CCN(CC)C(=S)SSC(=S)N(CC)CC,-0.18122103316098853,-1.4944015598163667,-0.2929397461939704,-0.7545012285617984,0.8745364446290541,-0.5102494331607794,-0.8521136087162929,-0.3160689255108604,-0.04782189855570094,0.2593065851182712,-0.13793912403880762,-0.2415868989809573,0.04960368806017352,0.4807182031220815,0.1724672108485803,-0.030910622137072234,0.01414073804382203,-0.12986362061211362,-0.1548002431365278,-0.12214822590359511,0.0
Cl.O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,0.38496429542569943,0.13823548852878528,-0.6328378511841188,0.31525786413331264,0.03343763318217612,-0.33118120576721655,-0.4207095675024657,-0.5181663837121122,0.6111090509080521,-1.1268104396003193,0.7961747446817945,-0.40840912477843155,0.9593291090487888,-0.6105932389427581,-0.7634377714723612,0.7693819603473349,-0.5152895375323558,0.5639415549008013,0.04701416703928951,0.2417004153464884,0.0
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,3.4506812403592684,-0.26104340721080693,-0.35720134684852184,-0.05390110502235055,0.1736459640118254,0.10012223838025157,0.1850784048062632,0.283748031840845,1.3846906761056683,0.6995891788713666,1.1716121816314944,-0.04487733434540295,-0.6127399923331087,-0.045462815739345366,-0.8267338031980289,0.2629066575097546,0.00046838857018416,0.6175970833396379,-0.2897659761466626,0.2090523964470364,0.0
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],-0.5461802859795908,-1.082670402927498,-0.5795626412038344,-0.3549017179965371,0.1573194167346406,0.19472884502118912,0.08965504843090553,-0.15027872394554737,-0.6397069511062873,0.3655414559378975,-0.1309378188438665,0.06229171323145448,0.1562143286682713,0.08346856567883555,0.12222180022681832,-0.21853191032382152,-0.16371209496140096,-0.24639924043937594,-1.2062292684482914,-0.5136057590004613,0.0
