SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,SR-ARE
CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,-0.9529228948034638,-0.48926635515619027,-0.47057922856650186,-0.6676843548915059,0.7920685920751319,-0.5065073666753002,-1.1959437956447152,0.5471337443167343,1.6359225330011264,0.12053399439869511,0.38657483844710194,0.07813549953119045,1.0205621577962851,-0.39312621233193834,-0.3003860856881893,0.4355361642860444,-0.11918713723761959,0.32042304837102425,-0.03524807723429111,0.0688778309614691,0.0
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,-0.3252698457101015,-0.26862810573600143,0.9641669413917541,0.33816812554661557,1.6352786840057476,-0.8632921925179499,-0.48663362868040605,-0.15471376457294975,-0.6553039202573386,0.06784719903235525,-0.32025655276103304,-0.17798035191669684,0.5342204284839239,0.18514454905013503,0.86574816432353,-0.654164204797563,1.5828379455092347,0.7393206761994732,-0.4305102929720777,-0.32106146945619146,0.0
O=C(CCl)c1ccc(Cl)cc1Cl,-0.5243672462301219,-0.1552392781060076,-0.012084849461305886,-0.8844315102234469,0.2719438020357498,0.34747578937858,-1.0649191113075502,0.368659421009991,1.8253991492458097,-0.5094102451353987,-0.22300227910718065,0.34669998903024524,-0.06814341302385941,0.13670084243398234,-0.029622641517287534,-0.05887828457474057,0.5732241148876991,-0.011494584159227845,0.0071895567471036035,0.19194834077220163,0.0
CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],-0.2532844035637112,-2.3315267259093635,0.5325863897719667,1.4742808879716454,0.11461756627283919,-0.46138798761564653,-0.7197548547472195,-0.4195236496863992,-0.3822794429169137,0.14673463265715947,-0.06575630628695292,0.08046273802429355,-0.12111487830808529,0.10923079580580904,0.40525939173593595,0.15155369318117137,0.24303789463518027,0.12268565601559565,0.014306025474601807,-0.151885858303856,0.0
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],-0.5777560515368739,-1.5687505194546194,0.411798905268659,1.728043519080123,-0.3687815199006111,-0.6201087952827913,-0.8064218315713069,-0.7665987004959046,-0.34311453713140355,-0.07374378125157026,0.06754363058322276,0.30019081719769397,0.20681284644791137,-0.011603672506757456,0.7815969725501041,0.07275512149094815,0.2483866129767487,0.03778932115151899,0.05464312031321963,-0.2962354496261607,0.0
CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,0.36759937612772814,1.7107751704884575,0.09158337029609213,-0.5001366664591655,-0.5537535052380983,0.22384135620094714,-0.0770453490685567,-0.06453868967570311,-0.7876268658064197,0.6339528595520397,1.615292107092928,1.2809867604357672,-0.36292612549376413,1.4056280329204696,-0.5310646546660035,-0.17683745860577577,-0.46481356231419424,-0.45596108514289885,0.683175591008048,-2.0859040705683314,0.0
C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N=N2)[C@H]1C1CCC(F)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1.24669547670529,0.2736530716263657,-0.7455331021548892,1.1538725873195914,1.020655409028275,0.4205223473705024,0.45806467886600816,0.7193595370229049,0.13817125206749412,0.013106406286428967,0.9429569827263594,0.5065195128002588,0.3805945719490495,-0.023389073631146604,-0.2996771064644113,-0.020521127008829448,-1.1898858683619815,0.1661240162389356,-0.5319536075664144,-0.44954626898097816,0.0
CC1=CC(=O)c2ccccc2C1=O,-0.5755284240792288,0.0770028125806063,-0.7359791753074544,-0.1421916130661139,-0.614326877497889,-0.518864764432835,0.047729148413788544,-0.6093392472335103,-0.5676614123935773,0.20889509032082662,0.9491823529029678,0.25255097416801525,-0.2901252086588302,0.23075266684138743,-0.1264217364252268,-0.10083056952906941,-0.21279784354292394,0.3124597129952915,0.24433690598945787,1.0398151642741826,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],-0.243253951524781,-2.310433522642637,0.5386977206329897,1.5127972759275792,0.07143627844110348,-0.5145713211335446,-0.6526631921718752,-0.33688839000810505,-0.3409933708249368,-0.020358400547969842,-0.016617112414663918,0.03176542036342354,-0.14460021590086222,0.16418987919772687,0.44029219098745204,0.11902408381580637,0.33222450743180193,0.13147482155447623,0.014610865865611472,-0.14970573077034455,0.0
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],-1.2739812113830955,0.45749043108429366,0.2204880526523354,0.6968525143476594,0.04590843670912016,-1.6443868318461827,0.4663408306285462,-0.12259540690092666,-0.01954843562754138,0.14348563699450173,-0.8406491582437251,0.3053897337797147,0.33891376083551605,-0.38479346163907246,-0.2419293918092162,-0.38755775049735647,-0.9879429102810542,1.4658663214340553,-0.9496042135535367,-0.7047461161228084,0.0
